"Class","Order","Family","Genus","Scientific_name","Body_mass_g_1","SVL_mm_1","Body_mass_g_RMA"
"Amphibia","Anura","Dicroglossidae","Ingerana","Ingerana_charlesdarwini",NA,26,9.07147886105037
"Amphibia","Anura","Dicroglossidae","Ingerana","Ingerana_liui",NA,38.5,11.8322370054483
"Amphibia","Anura","Dicroglossidae","Ingerana","Ingerana_mariae",NA,33.1,10.6818261486429
"Amphibia","Anura","Dicroglossidae","Ingerana","Ingerana_medogensis",NA,21,7.85055874672308
"Amphibia","Anura","Dicroglossidae","Ingerana","Ingerana_rajae",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Ingerana","Ingerana_reticulata",NA,21,7.85055874672308
"Amphibia","Anura","Dicroglossidae","Ingerana","Ingerana_tasanae",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Ingerana","Ingerana_tenasserimensis",NA,17.4,6.91233674949994
"Amphibia","Anura","Dicroglossidae","Ingerana","Ingerana_xizangensis",NA,21.3,7.92629021807882
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_acanthi",NA,75.2,18.6147081510603
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_arathooni",2.9,39.6,2.9
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_asperatus",NA,39.9,12.1217621687791
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_bannaensis",NA,87.5,20.6245351699297
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_blythii",NA,96.8,22.0838256101193
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_dabanus",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_dammermani",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_diuatus",NA,62.3,16.388534254749
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_doriae",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_ferneri",NA,84.3,20.1109666400482
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_finchi",NA,45.3,13.2091692922354
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_fragilis",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_fujianensis",NA,53.9,14.8582891887202
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_grunniens",620,170,620
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_gyldenstolpei",NA,70.5,17.8191060866239
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_hascheanus",NA,39,11.9360233597386
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_heinrichi",NA,75,18.5811864149155
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_ibanorum",NA,135,27.6596210176859
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_ingeri",NA,150,29.704050545192
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_isanensis",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_jarujini",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_kadarsani",NA,120,25.5402606849119
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_kenepaiensis",NA,38,11.7280141112993
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_khammonensis",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_khasianus",NA,39.6,12.0600011427206
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_kohchangae",NA,44,12.951402453757
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_kuhlii",22.5,81.5,22.5
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_laticeps",NA,53,14.6899160664422
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_leporinus",NA,175,32.9705661134162
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_leytensis",NA,49.6,14.0452965554103
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_limborgi",NA,37.6,11.6443163765787
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_macrocephalus",NA,144.6,28.976020499673
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_macrodon",NA,150,29.704050545192
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_macrognathus",NA,44.7,13.0905012359844
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_magnus",NA,164.4,31.605316022069
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_malesianus",NA,150,29.704050545192
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_mawlyndipi",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_megastomias",NA,123.7,26.0706281956121
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_micrixalus",NA,30,9.99403476982588
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_microdiscus",NA,70,17.7334738891495
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_microtympanum",NA,69.4,17.6304538483102
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_modestus",NA,87,20.544695402947
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_namiyei",NA,117,25.1063432482909
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_nitidus",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_palavanensis",NA,40,12.1423157938253
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_paramacrodon",NA,65,16.8659449019587
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_parvus",NA,30,9.99403476982588
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_plicatellus",NA,33.1,10.6818261486429
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_poilani",NA,99.5,22.4988713276361
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_rhacoda",NA,25,8.83384222492007
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_shompenorum",NA,79,19.2462612903243
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_sisikdagu",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_taylori",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_timorensis",NA,63,16.5129387439821
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_tweediei",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_visayanus",NA,94.2,21.6806009778272
"Amphibia","Anura","Dicroglossidae","Limnonectes","Limnonectes_woodworthi",NA,75.7,18.6983867097916
"Amphibia","Anura","Dicroglossidae","Nannophrys","Nannophrys_ceylonensis",NA,54,14.8769410089477
"Amphibia","Anura","Dicroglossidae","Nannophrys","Nannophrys_guentheri",NA,28.5,9.65303347397192
"Amphibia","Anura","Dicroglossidae","Nannophrys","Nannophrys_marmorata",NA,46.3,13.4058272769564
"Amphibia","Anura","Dicroglossidae","Nannophrys","Nannophrys_naeyakai",NA,43.6,12.8715964634357
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_aenea",NA,77.4,18.9815683369957
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_annandalii",NA,51.5,14.4072245730756
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_arnoldi",NA,88,20.7042276271825
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_blanfordii",NA,40.5,12.2448360128865
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_chayuensis",NA,80,19.4108144669355
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_conaensis",NA,69,17.5616138842999
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_ercepeae",NA,86,20.3845694396397
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_feae",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_gammii",NA,68,17.3889469987261
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_kangxianensis",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_liebigii",NA,169,32.2011747768656
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_maculosa",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_medogensis",NA,114,24.6688146482923
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_minica",NA,41,12.3469479881253
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_mokokchungensis",NA,87,20.544695402947
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_parkeri",8.7,55,8.7
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_pleskei",NA,37.3,11.5813541251447
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_polunini",NA,56,15.2476695152697
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_quadranus",60.3,105.98,60.3
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_rarica",NA,45.6,13.2683126803743
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_rostandi",NA,65,16.8659449019587
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_taihangnica",50.7,103.4,50.7
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_unculuanus",NA,80,19.4108144669355
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_ventripunctata",NA,49.4,14.0069405019941
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_vicina",NA,77.3,18.9649666149951
"Amphibia","Anura","Dicroglossidae","Nanorana","Nanorana_yunnanensis",NA,99,22.4222883508029
"Amphibia","Anura","Dicroglossidae","Occidozyga","Occidozyga_baluensis",NA,35,11.0930656954346
"Amphibia","Anura","Dicroglossidae","Occidozyga","Occidozyga_celebensis",NA,33,10.6599736523636
"Amphibia","Anura","Dicroglossidae","Occidozyga","Occidozyga_diminutiva",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Occidozyga","Occidozyga_floresiana",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Occidozyga","Occidozyga_laevis",NA,48,13.7370266685733
"Amphibia","Anura","Dicroglossidae","Occidozyga","Occidozyga_lima",NA,40,12.1423157938253
"Amphibia","Anura","Dicroglossidae","Occidozyga","Occidozyga_magnapustulosa",NA,16,6.53083842548851
"Amphibia","Anura","Dicroglossidae","Occidozyga","Occidozyga_martensii",6,33,6
"Amphibia","Anura","Dicroglossidae","Occidozyga","Occidozyga_semipalmata",NA,40.9,12.3265579342939
"Amphibia","Anura","Dicroglossidae","Occidozyga","Occidozyga_sumatrana",4.5,45,4.5
"Amphibia","Anura","Dicroglossidae","Occidozyga","Occidozyga_tompotika",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Occidozyga","Occidozyga_vittata",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Ombrana","Ombrana_sikimensis",NA,88,20.7042276271825
"Amphibia","Anura","Dicroglossidae","Quasipaa","Quasipaa_acanthophora",NA,102.2,22.9102925813384
"Amphibia","Anura","Dicroglossidae","Quasipaa","Quasipaa_boulengeri",261,134,261
"Amphibia","Anura","Dicroglossidae","Quasipaa","Quasipaa_courtoisi",NA,130,26.9620501443358
"Amphibia","Anura","Dicroglossidae","Quasipaa","Quasipaa_delacouri",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Quasipaa","Quasipaa_exilispinosa",NA,64.9,16.8483787497994
"Amphibia","Anura","Dicroglossidae","Quasipaa","Quasipaa_fasciculispina",NA,106,23.4834310144996
"Amphibia","Anura","Dicroglossidae","Quasipaa","Quasipaa_jiulongensis",NA,91.1,21.1950992802925
"Amphibia","Anura","Dicroglossidae","Quasipaa","Quasipaa_shini",NA,98.6,22.3609319344893
"Amphibia","Anura","Dicroglossidae","Quasipaa","Quasipaa_spinosa",161,101,161
"Amphibia","Anura","Dicroglossidae","Quasipaa","Quasipaa_verrucospinosa",NA,146.5,29.2331651861636
"Amphibia","Anura","Dicroglossidae","Quasipaa","Quasipaa_yei",NA,75,18.5811864149155
"Amphibia","Anura","Dicroglossidae","Sphaerotheca","Sphaerotheca_breviceps",NA,63,16.5129387439821
"Amphibia","Anura","Dicroglossidae","Sphaerotheca","Sphaerotheca_dobsonii",NA,60,15.976553236397
"Amphibia","Anura","Dicroglossidae","Sphaerotheca","Sphaerotheca_leucorhynchus",NA,30,9.99403476982588
"Amphibia","Anura","Dicroglossidae","Sphaerotheca","Sphaerotheca_maskeyi",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Sphaerotheca","Sphaerotheca_rolandae",NA,50,14.1218590728223
"Amphibia","Anura","Dicroglossidae","Sphaerotheca","Sphaerotheca_strachani",NA,NA,NA
"Amphibia","Anura","Dicroglossidae","Sphaerotheca","Sphaerotheca_swani",NA,NA,NA
"Amphibia","Anura","Eleutherodactylidae","Adelophryne","Adelophryne_adiastola",NA,17,6.8043839904341
"Amphibia","Anura","Eleutherodactylidae","Adelophryne","Adelophryne_baturitensis",NA,16.3,6.61346779934452
"Amphibia","Anura","Eleutherodactylidae","Adelophryne","Adelophryne_gutturosa",NA,16,6.53083842548851
"Amphibia","Anura","Eleutherodactylidae","Adelophryne","Adelophryne_maranguapensis",NA,17.4,6.91233674949994
"Amphibia","Anura","Eleutherodactylidae","Adelophryne","Adelophryne_meridionalis",NA,NA,NA
"Amphibia","Anura","Eleutherodactylidae","Adelophryne","Adelophryne_mucronatus",NA,NA,NA
"Amphibia","Anura","Eleutherodactylidae","Adelophryne","Adelophryne_pachydactyla",NA,11.1,5.09908696581289
"Amphibia","Anura","Eleutherodactylidae","Adelophryne","Adelophryne_patamona",NA,23,8.3491184472666
"Amphibia","Anura","Eleutherodactylidae","Diasporus","Diasporus_anthrax",NA,18.7,7.25778484157264
"Amphibia","Anura","Eleutherodactylidae","Diasporus","Diasporus_citrinobapheus",NA,NA,NA
"Amphibia","Anura","Eleutherodactylidae","Diasporus","Diasporus_diastema",NA,25,8.83384222492007
"Amphibia","Anura","Eleutherodactylidae","Diasporus","Diasporus_gularis",NA,24.8,8.78594901230035
"Amphibia","Anura","Eleutherodactylidae","Diasporus","Diasporus_hylaeformis",NA,26,9.07147886105037
"Amphibia","Anura","Eleutherodactylidae","Diasporus","Diasporus_igneus",NA,NA,NA
"Amphibia","Anura","Eleutherodactylidae","Diasporus","Diasporus_quidditus",NA,16.9,6.77726803715083
"Amphibia","Anura","Eleutherodactylidae","Diasporus","Diasporus_tigrillo",NA,20,7.59555108252265
"Amphibia","Anura","Eleutherodactylidae","Diasporus","Diasporus_tinker",NA,21.8,8.05174812710449
"Amphibia","Anura","Eleutherodactylidae","Diasporus","Diasporus_ventrimaculatus",NA,24.7,8.76195561861884
"Amphibia","Anura","Eleutherodactylidae","Diasporus","Diasporus_vocator",NA,20,7.59555108252265
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_abbotti",NA,25,8.83384222492007
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_acmonis",NA,25,8.83384222492007
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_adelus",NA,15,6.25170707990666
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_albipes",NA,33,10.6599736523636
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_albolabris",NA,23.8,8.54458079519658
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_alcoae",NA,45,13.1498991837885
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_alticola",NA,26,9.07147886105037
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_amadeus",NA,25,8.83384222492007
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_amplinympha",NA,50,14.1218590728223
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_andicola",NA,NA,NA
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_andrewsi",NA,26,9.07147886105037
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_angustidigitorum",NA,25,8.83384222492007
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_antillensis",NA,33,10.6599736523636
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_aporostegus",NA,48,13.7370266685733
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_apostates",NA,43,12.7514422374643
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_armstrongi",NA,43,12.7514422374643
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_atkinsi",NA,43,12.7514422374643
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_audanti",NA,25,8.83384222492007
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_auriculatoides",NA,33,10.6599736523636
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_auriculatus",NA,24,8.59311267758201
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_bakeri",NA,35,11.0930656954346
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_barlagnei",NA,33,10.6599736523636
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_bartonsmithi",NA,26,9.07147886105037
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_blairhedgesi",NA,31.4,10.3073616561876
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_bothroboans",NA,48.8,13.8915699419968
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_bresslerae",NA,46,13.3469753129609
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_brevirostris",NA,28,9.53808603393018
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_brittoni",NA,20,7.59555108252265
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_caribe",NA,20,7.59555108252265
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_casparii",NA,21,7.85055874672308
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_cavernicola",NA,38,11.7280141112993
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_chlorophenax",NA,77,18.9151197466271
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_cochranae",NA,23,8.3491184472666
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_cooki",NA,53,14.6899160664422
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_coqui",NA,52,14.5017471215928
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_corona",0.53,19.1,0.53
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_counouspeus",NA,57,15.4314255194773
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_cubanus",0.18,14,0.18
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_cundalli",NA,46.5,13.4449934593626
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_cuneatus",1.95,60.3,1.95
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_cystignathoides",NA,25.5,8.95303704086993
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_darlingtoni",NA,41,12.3469479881253
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_dennisi",NA,32,10.4402566317009
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_dilatus",NA,30,9.99403476982588
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_dimidiatus",NA,58,15.6141425362152
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_diplasius",NA,NA,NA
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_dolomedes",0.92,21.6,0.92
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_eileenae",NA,33,10.6599736523636
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_emiliae",NA,27,9.30617909333256
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_eneidae",NA,30,9.99403476982588
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_erythroproctus",NA,NA,NA
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_etheridgei",NA,24,8.59311267758201
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_eunaster",NA,25,8.83384222492007
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_feichtingeri",NA,NA,NA
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_flavescens",NA,41,12.3469479881253
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_fowleri",NA,33,10.6599736523636
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_furcyensis",NA,37,11.5182279993115
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_fuscus",NA,37,11.5182279993115
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_glamyrus",NA,24,8.59311267758201
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_glandulifer",NA,56,15.2476695152697
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_glanduliferoides",NA,16,6.53083842548851
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_glaphycompus",NA,34,10.8775490147661
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_glaucoreius",NA,38,11.7280141112993
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_goini",NA,37,11.5182279993115
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_gossei",NA,34,10.8775490147661
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_grabhami",NA,29,9.76733098178218
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_grahami",NA,25,8.83384222492007
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_grandis",NA,NA,NA
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_greyi",NA,64,16.6898874898473
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_griphus",NA,18.4,7.17877386142918
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_gryllus",NA,17.9,7.04615670460796
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_guanahacabibes",NA,23,8.3491184472666
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_guantanamera",2.1,37.3,2.1
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_gundlachi",NA,26,9.07147886105037
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_guttilatus",2,32,2
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_haitianus",NA,22,8.10167027428542
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_hedricki",NA,35,11.0930656954346
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_heminota",NA,30,9.99403476982588
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_hypostenor",NA,55,15.0628499005412
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_iberia",NA,11,5.06795009016183
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_inoptatus",NA,88,20.7042276271825
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_intermedius",NA,20,7.59555108252265
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_interorbitalis",NA,27,9.30617909333256
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_ionthus",NA,40,12.1423157938253
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_jamaicensis",NA,30,9.99403476982588
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_jasperi",NA,25,8.83384222492007
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_jaumei",NA,12.7,5.58564310050519
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_johnstonei",24,35,24
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_juanariveroi",NA,17.3,6.88542443225219
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_jugans",NA,33,10.6599736523636
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_junori",NA,27,9.30617909333256
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_karlschmidti",NA,80,19.4108144669355
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_klinikowskii",NA,27,9.30617909333256
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_lamprotes",NA,30,9.99403476982588
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_leberi",NA,33,10.6599736523636
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_lentus",NA,38,11.7280141112993
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_leoncei",NA,42,12.5499733232035
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_leprus",29,29,29
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_limbatus",NA,17,6.8043839904341
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_limbensis",NA,44,12.951402453757
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_locustus",NA,20,7.59555108252265
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_longipes",NA,40,12.1423157938253
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_lucioi",NA,24,8.59311267758201
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_luteolus",NA,25,8.83384222492007
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_maestrensis",NA,32.4,10.528405994237
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus_mariposa",3,36,3
