"Class","Order","Family","Genus","Scientific_name","Body_mass_g_1","SVL_mm_1","Body_mass_g_RMA"
"Amphibia","Anura","Allophrynidae","Allophryne","Allophryne_relicta",NA,NA,NA
"Amphibia","Anura","Allophrynidae","Allophryne","Allophryne_resplendens",NA,28.4,9.630096464343
"Amphibia","Anura","Allophrynidae","Allophryne","Allophryne_ruthveni",31,31,31
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_australis",NA,NA,NA
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_barrioi",NA,NA,NA
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_coppingeri",NA,44,12.951402453757
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_gargola",NA,40.8,12.3061517622974
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_hugoi",NA,70.7,17.8533039679736
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_igneus",NA,NA,NA
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_kaweshkari",NA,62.2,16.3707253967627
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_montanus",NA,50.2,14.1600660648971
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_monticola",NA,49.1,13.9493121762543
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_neuquensis",NA,NA,NA
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_nodosus",NA,58.5,15.705118848475
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_norae",NA,61.4,16.2279196628945
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_pehuenche",NA,52.2,14.5394738138751
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_tumultuosus",NA,61.5,16.2458031226319
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_valdiviensis",NA,63.4,16.5838263882761
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_vanzolinii",NA,51.1,14.3313928390487
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_verrucosus",NA,42.4,12.6307449283929
"Amphibia","Anura","Alsodidae","Alsodes","Alsodes_vittatus",NA,37.4,11.6023596645662
"Amphibia","Anura","Alsodidae","Eupsophus","Eupsophus_altor",NA,NA,NA
"Amphibia","Anura","Alsodidae","Eupsophus","Eupsophus_calcaratus",NA,NA,NA
"Amphibia","Anura","Alsodidae","Eupsophus","Eupsophus_contulmoensis",NA,42.5,12.6508992891092
"Amphibia","Anura","Alsodidae","Eupsophus","Eupsophus_emiliopugini",NA,NA,NA
"Amphibia","Anura","Alsodidae","Eupsophus","Eupsophus_insularis",NA,NA,NA
"Amphibia","Anura","Alsodidae","Eupsophus","Eupsophus_migueli",NA,47.2,13.5816486750418
"Amphibia","Anura","Alsodidae","Eupsophus","Eupsophus_nahuelbutensis",NA,NA,NA
"Amphibia","Anura","Alsodidae","Eupsophus","Eupsophus_roseus",NA,44.7,13.0905012359844
"Amphibia","Anura","Alsodidae","Eupsophus","Eupsophus_septentrionalis",NA,NA,NA
"Amphibia","Anura","Alsodidae","Eupsophus","Eupsophus_vertebralis",NA,NA,NA
"Amphibia","Anura","Alsodidae","Limnomedusa","Limnomedusa_macroglossa",NA,NA,NA
"Amphibia","Anura","Alytidae","Alytes","Alytes_cisternasii",6.1,50,6.1
"Amphibia","Anura","Alytidae","Alytes","Alytes_dickhilleni",NA,55,15.0628499005412
"Amphibia","Anura","Alytidae","Alytes","Alytes_maurus",NA,NA,NA
"Amphibia","Anura","Alytidae","Alytes","Alytes_muletensis",2.31,40,2.31
"Amphibia","Anura","Alytidae","Alytes","Alytes_obstetricans",13.4,55,13.4
"Amphibia","Anura","Alytidae","Discoglossus","Discoglossus_galganoi",21.8,80,21.8
"Amphibia","Anura","Alytidae","Discoglossus","Discoglossus_montalentii",NA,65,16.8659449019587
"Amphibia","Anura","Alytidae","Discoglossus","Discoglossus_pictus",22.05,80,22.05
"Amphibia","Anura","Alytidae","Discoglossus","Discoglossus_sardus",NA,70,17.7334738891495
"Amphibia","Anura","Alytidae","Discoglossus","Discoglossus_scovazzi",NA,70,17.7334738891495
"Amphibia","Anura","Alytidae","Latonia","Latonia_nigriventer",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_adelphus",NA,33.1,10.6818261486429
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_adolfifriederici",NA,42,12.5499733232035
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_affinis",NA,45,13.1498991837885
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_anotis",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_aureoli",NA,24.1,8.61732957970585
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_bioko",NA,32.7,10.5942873487248
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_bivittatus",NA,28.3,9.60713333820862
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_brevipes",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_carquejai",NA,28,9.53808603393018
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_crusculum",NA,20,7.59555108252265
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_discodactylus",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_fichika",NA,15,6.25170707990666
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_formosus",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_francei",NA,49,13.9300774668681
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_hematogaster",NA,15.6,6.41988244490809
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_kidogo",NA,15,6.25170707990666
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_krokosua",NA,43.4,12.8316047817055
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_kutogundua",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_lameerei",NA,23,8.3491184472666
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_langeri",NA,19.3,7.41458947992184
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_lonnbergi",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_loveridgei",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_mossoensis",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_nguruensis",NA,58,15.6141425362152
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_nikeae",NA,56,15.2476695152697
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_nimbaensis",NA,21.2,7.90108492835517
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_nlonakoensis",NA,22.2,8.15144596177415
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_palava",NA,29,9.76733098178218
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_perreti",NA,44.7,13.0905012359844
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_phrynoides",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_poecilonotus",2.69,33.4,2.69
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_pyrrhoscelis",NA,23.1,8.37367002655112
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_reichei",NA,34,10.8775490147661
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_schubotzi",NA,21,7.85055874672308
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_spinalis",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_stenodactylus",NA,45,13.1498991837885
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_stridens",NA,19,7.33638720912037
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_sylvaticus",NA,21.5,7.97658638887899
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_taeniatus",NA,24.6,8.73793081054273
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_tanneri",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_troglodytes",NA,25,8.83384222492007
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_tuberosus",NA,28.2,9.58414397338928
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_variabilis",NA,37.8,11.6862010241248
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_vercammeni",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_wahlbergii",NA,34.6,11.0071009888013
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_xenochirus",NA,24,8.59311267758201
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_xenodactyloides",NA,23.8,8.54458079519658
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_xenodactylus",NA,21.1,7.87584118501312
"Amphibia","Anura","Arthroleptidae","Arthroleptis","Arthroleptis_zimmeri",NA,19.2,7.38856599864593
"Amphibia","Anura","Arthroleptidae","Astylosternus","Astylosternus_batesi",NA,70,17.7334738891495
"Amphibia","Anura","Arthroleptidae","Astylosternus","Astylosternus_diadematus",NA,52,14.5017471215928
"Amphibia","Anura","Arthroleptidae","Astylosternus","Astylosternus_fallax",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Astylosternus","Astylosternus_laticephalus",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Astylosternus","Astylosternus_laurenti",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Astylosternus","Astylosternus_montanus",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Astylosternus","Astylosternus_nganhanus",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Astylosternus","Astylosternus_occidentalis",NA,65.3,16.9185910385254
"Amphibia","Anura","Arthroleptidae","Astylosternus","Astylosternus_perreti",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Astylosternus","Astylosternus_ranoides",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Astylosternus","Astylosternus_rheophilus",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Astylosternus","Astylosternus_schioetzi",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_alsco",NA,34,10.8775490147661
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_cyaneospila",NA,31,10.2183089189463
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_elegans",NA,37,11.5182279993115
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_escalerae",NA,26.5,9.18918678901208
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_gracilis",NA,40.4,12.2243648422958
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_gratiosa",NA,34.1,10.8991920036694
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_leucomystax",NA,39.7,12.0806048987819
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_manengouba",NA,31.2,10.2628814102346
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_melanogaster",NA,28.5,9.65303347397192
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_nigromaculata",NA,24.2,8.64151402842524
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_occidentalis",NA,34.8,11.0501232594984
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_oreas",NA,29.7,9.92628365058514
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_pulchra",NA,34.1,10.8991920036694
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_schioetzi",NA,27.3,9.37603828143568
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_trifasciata",NA,28.4,9.630096464343
"Amphibia","Anura","Arthroleptidae","Cardioglossa","Cardioglossa_venusta",NA,29.3,9.83560369512878
"Amphibia","Anura","Arthroleptidae","Leptodactylodon","Leptodactylodon_albiventris",NA,25,8.83384222492007
"Amphibia","Anura","Arthroleptidae","Leptodactylodon","Leptodactylodon_axillaris",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptodactylodon","Leptodactylodon_bicolor",NA,27.9,9.51501720984794
"Amphibia","Anura","Arthroleptidae","Leptodactylodon","Leptodactylodon_blanci",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptodactylodon","Leptodactylodon_boulengeri",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptodactylodon","Leptodactylodon_bueanus",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptodactylodon","Leptodactylodon_erythrogaster",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptodactylodon","Leptodactylodon_mertensi",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptodactylodon","Leptodactylodon_ornatus",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptodactylodon","Leptodactylodon_ovatus",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptodactylodon","Leptodactylodon_perreti",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptodactylodon","Leptodactylodon_polyacanthus",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptodactylodon","Leptodactylodon_stevarti",NA,22,8.10167027428542
"Amphibia","Anura","Arthroleptidae","Leptodactylodon","Leptodactylodon_ventrimarmoratus",NA,40,12.1423157938253
"Amphibia","Anura","Arthroleptidae","Leptodactylodon","Leptodactylodon_wildi",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_anchietae",NA,50,14.1218590728223
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_argenteus",NA,52,14.5017471215928
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_aubryi",NA,58,15.6141425362152
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_aubryioides",NA,57,15.4314255194773
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_barbouri",NA,58,15.6141425362152
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_bequaerti",NA,50,14.1218590728223
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_bocagii",NA,58,15.6141425362152
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_boulengeri",NA,81,19.5747042047003
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_brevipes",NA,63,16.5129387439821
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_brevirostris",NA,64,16.6898874898473
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_broadleyi",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_bufonides",NA,41,12.3469479881253
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_calcaratus",NA,57,15.4314255194773
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_christyi",NA,62,16.3350798940977
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_concolor",NA,40,12.1423157938253
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_crystallinoron",NA,56.9,15.4130970718745
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_cynnamomeus",NA,40,12.1423157938253
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_fenestratus",NA,48,13.7370266685733
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_fiziensis",NA,38,11.7280141112993
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_flavomaculatus",NA,70,17.7334738891495
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_gramineus",NA,63,16.5129387439821
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_jordani",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_karissimbensis",NA,47.1,13.5621668076381
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_kivuensis",NA,53.5,14.7835697625736
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_lebeaui",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_mackayi",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_macrotis",NA,84,20.0624994340515
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_marginatus",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_millsoni",NA,87,20.544695402947
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_modestus",NA,41,12.3469479881253
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_mossambicus",NA,63,16.5129387439821
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_natalensis",4.7,65,4.7
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_nordequatorialis",NA,54,14.8769410089477
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_notatus",NA,74,18.4131421451082
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_occidentalis",NA,71,17.9045422313149
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_ocellatus",NA,58,15.6141425362152
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_oryi",NA,58,15.6141425362152
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_palmatus",NA,110,24.0796063722366
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_parbocagii",NA,64,16.6898874898473
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_parkeri",NA,56,15.2476695152697
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_parvus",NA,48,13.7370266685733
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_ragazzii",NA,50,14.1218590728223
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_rufus",NA,87,20.544695402947
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_spiritusnoctis",NA,52,14.5017471215928
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_susanae",NA,53,14.6899160664422
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_uluguruensis",NA,48,13.7370266685733
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_vannutellii",NA,46,13.3469753129609
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_vermiculatus",NA,85,20.2238405844841
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_viridis",NA,50,14.1218590728223
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_xenodactylus",NA,55,15.0628499005412
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_yaldeni",NA,43,12.7514422374643
"Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis_zebra",NA,NA,NA
"Amphibia","Anura","Arthroleptidae","Nyctibates","Nyctibates_corrugatus",NA,53,14.6899160664422
"Amphibia","Anura","Arthroleptidae","Scotobleps","Scotobleps_gabonicus",NA,70,17.7334738891495
"Amphibia","Anura","Arthroleptidae","Trichobatrachus","Trichobatrachus_robustus",NA,130,26.9620501443358
"Amphibia","Anura","Ascaphidae","Ascaphus","Ascaphus_montanus",NA,56,15.2476695152697
"Amphibia","Anura","Ascaphidae","Ascaphus","Ascaphus_truei",NA,50,14.1218590728223
"Amphibia","Anura","Batrachylidae","Atelognathus","Atelognathus_ceii",NA,44,12.951402453757
"Amphibia","Anura","Batrachylidae","Atelognathus","Atelognathus_jeinimenensis",NA,37.3,11.5813541251447
"Amphibia","Anura","Batrachylidae","Atelognathus","Atelognathus_nitoi",NA,NA,NA
"Amphibia","Anura","Batrachylidae","Atelognathus","Atelognathus_patagonicus",NA,50,14.1218590728223
"Amphibia","Anura","Batrachylidae","Atelognathus","Atelognathus_praebasalticus",NA,NA,NA
"Amphibia","Anura","Batrachylidae","Atelognathus","Atelognathus_reverberii",NA,NA,NA
"Amphibia","Anura","Batrachylidae","Atelognathus","Atelognathus_salai",NA,40,12.1423157938253
"Amphibia","Anura","Batrachylidae","Atelognathus","Atelognathus_solitarius",NA,NA,NA
"Amphibia","Anura","Batrachylidae","Batrachyla","Batrachyla_antartandica",NA,NA,NA
"Amphibia","Anura","Batrachylidae","Batrachyla","Batrachyla_fitzroya",NA,30.97,10.2116150405212
"Amphibia","Anura","Batrachylidae","Batrachyla","Batrachyla_leptopus",NA,NA,NA
"Amphibia","Anura","Batrachylidae","Batrachyla","Batrachyla_nibaldoi",NA,NA,NA
"Amphibia","Anura","Batrachylidae","Batrachyla","Batrachyla_taeniata",NA,42,12.5499733232035
"Amphibia","Anura","Batrachylidae","Chaltenobatrachus","Chaltenobatrachus_grandisonae",NA,NA,NA
"Amphibia","Anura","Batrachylidae","Hylorina","Hylorina_sylvatica",NA,66,17.0411290812973
"Amphibia","Anura","Bombinatoridae","Barbourula","Barbourula_busuangensis",NA,85.3,20.2721230992301
"Amphibia","Anura","Bombinatoridae","Barbourula","Barbourula_kalimantanensis",NA,68,17.3889469987261
"Amphibia","Anura","Bombinatoridae","Bombina","Bombina_bombina",5.9,50,5.9
"Amphibia","Anura","Bombinatoridae","Bombina","Bombina_fortinuptialis",NA,NA,NA
"Amphibia","Anura","Bombinatoridae","Bombina","Bombina_lichuanensis",NA,63.4,16.5838263882761
"Amphibia","Anura","Bombinatoridae","Bombina","Bombina_maxima",NA,77,18.9151197466271
"Amphibia","Anura","Bombinatoridae","Bombina","Bombina_microdeladigitora",NA,NA,NA
"Amphibia","Anura","Bombinatoridae","Bombina","Bombina_orientalis",13.1,47,13.1
"Amphibia","Anura","Bombinatoridae","Bombina","Bombina_pachypus",NA,45.75,13.2978371993491
"Amphibia","Anura","Bombinatoridae","Bombina","Bombina_variegata",6.77,50,6.77
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_alipioi",NA,16.2,6.58597971792426
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_atelopoide",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_brunneus",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_bufonoides",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_didactylus",15,10.7,15
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_ephippium",15,19.7,15
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_ferruginus",NA,14.5,6.10989391741562
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_garbeana",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_guarani",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_hermogenesi",15,15,15
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_izecksohni",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_margaritatus",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_nodoterga",12,13.4,12
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_pernix",12.15,15.8,12.15
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_pitanga",NA,14,5.96649114801099
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_pombali",NA,15.3,6.33606120982985
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_pulex",NA,8.4,4.22248371688099
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_toby",NA,13.9,5.93761329998117
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_tridactylus",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus_vertebralis",12,15.1,12
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_abdita",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_bolbodactyla",NA,15.3,6.33606120982985
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_concolor",NA,18.4,7.17877386142918
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_epipeda",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_erythromera",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_gehrti",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_gualteri",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_guentheri",1.1,40,1.1
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_henselii",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_hoehnei",NA,29.4,9.85831099378228
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_holti",NA,31.7,10.3739107609023
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_izecksohni",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_juipoca",NA,26.26,9.13277739927055
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_karst",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_lactea",NA,32,10.4402566317009
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_manezinho",NA,34.8,11.0501232594984
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_melanopygia",NA,23.3,8.42267040500772
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_nanahallux",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_nasuta",NA,33,10.6599736523636
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_nigriventris",NA,19,7.33638720912037
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_octavioi",1.3,24.3,1.3
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_oea",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_paranaensis",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_parva",19,25.5,19
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_penaxavantinho",NA,20.7,7.77447680853559
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_pusilla",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_randorum",NA,18.2,7.12586851642235
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_sambaqui",NA,40,12.1423157938253
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_spanios",NA,21.4,7.95145729288344
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_surda",NA,25.9,9.04784980734271
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_venancioi",NA,NA,NA
"Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema_verrucosa",NA,24,8.59311267758201
