binomial,valid,Order,sub-order,Family,max length (mm),length measure,conversion equation source*,intercept,slope,log mass,mass (g),in tree,name in tree,
Amphisbaena_polystegum,yes,Squamata,Amphisbaenia,Amphisbaenidae,470.1,SVL,Amphisbaenidae,-8.647,4.007,2.06,114.9,yes,Leposternon polystegum,
Amphisbaena_fuliginosa,yes,Squamata,Amphisbaenia,Amphisbaenidae,500,SVL,Amphisbaenidae,-8.647,4.007,2.17,147.2,yes,Amphisbaena fuliginosa,
Amphisbaena_scutigerum,yes,Squamata,Amphisbaenia,Amphisbaenidae,500,SVL,Amphisbaenidae,-8.647,4.007,2.17,147.2,no,NA,
Monopeltis_adercae,yes,Squamata,Amphisbaenia,Amphisbaenidae,510,SVL,Amphisbaenidae,-8.647,4.007,2.2,159.3,no,NA,
Dalophia_longicauda,yes,Squamata,Amphisbaenia,Amphisbaenidae,520,SVL,Amphisbaenidae,-8.647,4.007,2.24,172.2,no,NA,
Amphisbaena_camura,yes,Squamata,Amphisbaenia,Amphisbaenidae,535,SVL,Amphisbaenidae,-8.647,4.007,2.29,193,yes,Amphisbaena camura,
Amphisbaena_cunhai,yes,Squamata,Amphisbaenia,Amphisbaenidae,550,SVL,Amphisbaenidae,-8.647,4.007,2.33,215.6,yes,Amphisbaena cunhai,
Amphisbaena_microcephalum,yes,Squamata,Amphisbaenia,Amphisbaenidae,550,SVL,Amphisbaenidae,-8.647,4.007,2.33,215.6,yes,Leposternon microcephalum,
Dalophia_pistillum,yes,Squamata,Amphisbaenia,Amphisbaenidae,560,SVL,Amphisbaenidae,-8.647,4.007,2.36,231.7,no,NA,
Amphisbaena_bolivica,yes,Squamata,Amphisbaenia,Amphisbaenidae,569,SVL,Amphisbaenidae,-8.647,4.007,2.39,247,yes,Amphisbaena bolivica,
Monopeltis_remaclei,yes,Squamata,Amphisbaenia,Amphisbaenidae,580,SVL,Amphisbaenidae,-8.647,4.007,2.43,266.7,no,NA,
Amphisbaena_infraorbitale,yes,Squamata,Amphisbaenia,Amphisbaenidae,635,SVL,Amphisbaenidae,-8.647,4.007,2.58,383.5,yes,Leposternon infraorbitale,
Monopeltis_jugularis,yes,Squamata,Amphisbaenia,Amphisbaenidae,640,SVL,Amphisbaenidae,-8.647,4.007,2.6,395.7,no,NA,
Monopeltis_schoutedeni,yes,Squamata,Amphisbaenia,Amphisbaenidae,660,SVL,Amphisbaenidae,-8.647,4.007,2.65,447.6,no,NA,
Dalophia_gigantea,yes,Squamata,Amphisbaenia,Amphisbaenidae,705,SVL,Amphisbaenidae,-8.647,4.007,2.77,583,no,NA,
Amphisbaena_alba,yes,Squamata,Amphisbaenia,Amphisbaenidae,810,SVL,Amphisbaenidae,-8.647,4.007,3.01,1016.9,yes,Amphisbaena alba,
Amphisbaena_acrobeles,yes,Squamata,Amphisbaenia,Amphisbaenidae,"known from a single, mutilated, specimen",NA,NA,NA,NA,NA,NA,no,NA,
Sphenodon_punctatus,yes,Rhynchocephalia,Rhynchocephalia,Sphenodontidae,285,SVL,Derived from mass directly,NA,NA,3.01,1020,yes,Sphenodon punctatus,
Sphaerodactylus_elasmorhynchus,yes,Squamata,Sauria,Sphaerodactylidae,17,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.9,0.1,no,NA,
Sphaerodactylus_ariasae,yes,Squamata,Sauria,Sphaerodactylidae,17.9,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.84,0.1,no,NA,
Sphaerodactylus_parthenopion,yes,Squamata,Sauria,Sphaerodactylidae,18,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.83,0.1,no,NA,
Paracontias_fasika,yes,Squamata,Sauria,Scincidae,33.6,SVL,Limbless lizards,-4.207,2.3,-0.7,0.2,no,NA,
Sphaerodactylus_omoglaux,yes,Squamata,Sauria,Sphaerodactylidae,20,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.69,0.2,no,NA,
Sphaerodactylus_schwartzi,yes,Squamata,Sauria,Sphaerodactylidae,20,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.69,0.2,yes,Sphaerodactylus schwartzi,
Scincella_macrotis,yes,Squamata,Sauria,Scincidae,24,SVL,Legged Scincidae,-5.125,3.229,-0.67,0.2,no,NA,
Pseudogonatodes_barbouri,yes,Squamata,Sauria,Sphaerodactylidae,20.5,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.66,0.2,no,NA,
Procellosaurinus_tetradactylus,yes,Squamata,Sauria,Gymnophthalmidae,27.5,SVL,leg_reduced lizards,-4.207,2.472,-0.65,0.2,yes,Procellosaurinus tetradactylus,
Lepidoblepharis_montecanoensis,yes,Squamata,Sauria,Sphaerodactylidae,21,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.63,0.2,no,NA,
Sphaerodactylus_nycteropus,yes,Squamata,Sauria,Sphaerodactylidae,21,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.63,0.2,no,NA,
Afroablepharus_wilsoni,yes,Squamata,Sauria,Scincidae,25,SVL,Legged Scincidae,-5.125,3.229,-0.61,0.2,no,NA,
Lepidoblepharis_miyatai,yes,Squamata,Sauria,Sphaerodactylidae,22,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.57,0.3,no,NA,
Sphaerodactylus_cryphius,yes,Squamata,Sauria,Sphaerodactylidae,22,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.57,0.3,yes,Sphaerodactylus cryphius,
Sphaerodactylus_plummeri,yes,Squamata,Sauria,Sphaerodactylidae,22,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.57,0.3,no,NA,
Sphaerodactylus_williamsi,yes,Squamata,Sauria,Sphaerodactylidae,22,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.57,0.3,no,NA,
Brookesia_micra,yes,Squamata,Sauria,Chamaeleonidae,19.9,SVL,Chamaeleonidae,-3.997,2.68,-0.52,0.3,no,NA,
Lepidoblepharis_buchwaldi,yes,Squamata,Sauria,Sphaerodactylidae,23,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.51,0.3,no,NA,
Sphaerodactylus_perissodactylius,yes,Squamata,Sauria,Sphaerodactylidae,23,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.51,0.3,no,NA,
Lerista_separanda,yes,Squamata,Sauria,Scincidae,32,SVL,leg_reduced lizards,-4.207,2.472,-0.49,0.3,no,NA,
Lygodactylus_broadleyi,yes,Squamata,Sauria,Gekkonidae,23,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.48,0.3,no,NA,
Paracontias_milloti,yes,Squamata,Sauria,Scincidae,42,SVL,Limbless lizards,-4.207,2.3,-0.47,0.3,no,NA,
Coleodactylus_natalensis,yes,Squamata,Sauria,Sphaerodactylidae,24,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.46,0.3,yes,Coleodactylus natalensis,
Pseudogonatodes_gasconi,yes,Squamata,Sauria,Sphaerodactylidae,24,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.46,0.3,no,NA,
Sphaerodactylus_bromeliarum,yes,Squamata,Sauria,Sphaerodactylidae,24,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.46,0.3,no,NA,
Sphaerodactylus_exsul,yes,Squamata,Sauria,Sphaerodactylidae,24,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.46,0.3,no,NA,
Sphaerodactylus_parvus,yes,Squamata,Sauria,Sphaerodactylidae,24,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.46,0.3,yes,Sphaerodactylus parvus,
Saproscincus_tetradactylus,yes,Squamata,Sauria,Scincidae,33,SVL,leg_reduced lizards,-4.207,2.472,-0.45,0.4,yes,Saproscincus tetradactylus,
Menetia_maini,yes,Squamata,Sauria,Scincidae,28,SVL,Legged Scincidae,-5.125,3.229,-0.45,0.4,no,NA,
Panaspis_tancredi,yes,Squamata,Sauria,Scincidae,28,SVL,Legged Scincidae,-5.125,3.229,-0.45,0.4,no,NA,
Pygmaeascincus_koshlandae,yes,Squamata,Sauria,Scincidae,28,SVL,Legged Scincidae,-5.125,3.229,-0.45,0.4,no,NA,
Lygodactylus_roavolana,yes,Squamata,Sauria,Gekkonidae,23.6,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.45,0.4,no,NA,
Ebenavia_maintimainty,yes,Squamata,Sauria,Gekkonidae,24,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.43,0.4,no,NA,
Brookesia_tuberculata,yes,Squamata,Sauria,Chamaeleonidae,21.7,SVL,Chamaeleonidae,-3.997,2.68,-0.42,0.4,yes,Brookesia tuberculata,
Lepidoblepharis_microlepis,yes,Squamata,Sauria,Sphaerodactylidae,25,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.41,0.4,no,NA,
Sphaerodactylus_cricoderus,yes,Squamata,Sauria,Sphaerodactylidae,25,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.41,0.4,yes,Sphaerodactylus cricoderus,
Sphaerodactylus_epiurus,yes,Squamata,Sauria,Sphaerodactylidae,25,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.41,0.4,no,NA,
Sphaerodactylus_gaigeae,yes,Squamata,Sauria,Sphaerodactylidae,25,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.41,0.4,yes,Sphaerodactylus gaigeae,
Sphaerodactylus_nicholsi,yes,Squamata,Sauria,Sphaerodactylidae,25,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.41,0.4,yes,Sphaerodactylus nicholsi,
Sphaerodactylus_phyzacinus,yes,Squamata,Sauria,Sphaerodactylidae,25,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.41,0.4,no,NA,
Madascincus_nanus,yes,Squamata,Sauria,Scincidae,29,SVL,Legged Scincidae,-5.125,3.229,-0.4,0.4,yes,Amphiglossus nanus,
Menetia_alanae,yes,Squamata,Sauria,Scincidae,29,SVL,Legged Scincidae,-5.125,3.229,-0.4,0.4,yes,Menetia alanae,
Menetia_amaura,yes,Squamata,Sauria,Scincidae,29,SVL,Legged Scincidae,-5.125,3.229,-0.4,0.4,no,NA,
Pygmaeascincus_timlowi,yes,Squamata,Sauria,Scincidae,29,SVL,Legged Scincidae,-5.125,3.229,-0.4,0.4,yes,Menetia timlowi,
Gymnophthalmus_cryptus,yes,Squamata,Sauria,Gymnophthalmidae,28,SVL,Legged Gymnophthalmidae,-5.178,3.302,-0.4,0.4,yes,Gymnophthalmus cryptus,
Eroticoscincus_graciloides,yes,Squamata,Sauria,Scincidae,35,SVL,leg_reduced lizards,-4.207,2.472,-0.39,0.4,no,NA,
Cnemaspis_yercaudensis,yes,Squamata,Sauria,Gekkonidae,29.7,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.39,0.4,no,NA,
Brookesia_confidens,yes,Squamata,Sauria,Chamaeleonidae,22.6,SVL,Chamaeleonidae,-3.997,2.68,-0.37,0.4,no,NA,
Lerista_ingrami,yes,Squamata,Sauria,Scincidae,36,SVL,leg_reduced lizards,-4.207,2.472,-0.36,0.4,yes,Lerista ingrami,
Lerista_talpina,yes,Squamata,Sauria,Scincidae,36,SVL,leg_reduced lizards,-4.207,2.472,-0.36,0.4,no,NA,
Scelotes_bicolor,yes,Squamata,Sauria,Scincidae,36,SVL,leg_reduced lizards,-4.207,2.472,-0.36,0.4,no,NA,
Sphenomorphus_tetradactylus,yes,Squamata,Sauria,Scincidae,36,SVL,leg_reduced lizards,-4.207,2.472,-0.36,0.4,no,NA,
Sphaerodactylus_streptophorus,yes,Squamata,Sauria,Sphaerodactylidae,26,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.36,0.4,no,NA,
Lygisaurus_abscondita,yes,Squamata,Sauria,Scincidae,30,SVL,Legged Scincidae,-5.125,3.229,-0.36,0.4,yes,Lygisaurus abscondita,
Pygmaeascincus_sadlieri,yes,Squamata,Sauria,Scincidae,30,SVL,Legged Scincidae,-5.125,3.229,-0.36,0.4,no,NA,
Sphenomorphus_grandisonae,yes,Squamata,Sauria,Scincidae,30,SVL,Legged Scincidae,-5.125,3.229,-0.36,0.4,no,NA,
Sphenomorphus_perhentianensis,yes,Squamata,Sauria,Scincidae,30,SVL,Legged Scincidae,-5.125,3.229,-0.36,0.4,no,NA,
Brookesia_dentata,yes,Squamata,Sauria,Chamaeleonidae,23,SVL,Chamaeleonidae,-3.997,2.68,-0.35,0.4,yes,Brookesia dentata,
Sphaerodactylus_guanajae,yes,Squamata,Sauria,Sphaerodactylidae,26.2,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.35,0.5,no,NA,
Lygodactylus_insularis,yes,Squamata,Sauria,Gekkonidae,26,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.34,0.5,no,NA,
Microgecko_latifi,yes,Squamata,Sauria,Gekkonidae,26,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.34,0.5,no,NA,
Nactus_sphaerodactylodes,yes,Squamata,Sauria,Gekkonidae,26,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.34,0.5,no,NA,
Janetaescincus_veseyfitzgeraldi,yes,Squamata,Sauria,Scincidae,37,SVL,leg_reduced lizards,-4.207,2.472,-0.33,0.5,yes,Janetaescincus veseyfitzgeraldi,
Coleodactylus_brachystoma,yes,Squamata,Sauria,Sphaerodactylidae,26.9,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.31,0.5,yes,Coleodactylus brachystoma,
Hemidactylus_matschiei,yes,Squamata,Sauria,Gekkonidae,26.5,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.31,0.5,no,NA,
Menetia_concinna,yes,Squamata,Sauria,Scincidae,31,SVL,Legged Scincidae,-5.125,3.229,-0.31,0.5,no,NA,
Pristurus_simonettai,yes,Squamata,Sauria,Sphaerodactylidae,27,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.31,0.5,no,NA,
Sphaerodactylus_gilvitorques,yes,Squamata,Sauria,Sphaerodactylidae,27,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.31,0.5,no,NA,
Sphaerodactylus_ladae,yes,Squamata,Sauria,Sphaerodactylidae,27,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.31,0.5,no,NA,
Brookesia_tristis,yes,Squamata,Sauria,Chamaeleonidae,23.8,SVL,Chamaeleonidae,-3.997,2.68,-0.31,0.5,no,NA,
Cnemaspis_podihuna,yes,Squamata,Sauria,Gekkonidae,26.6,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.31,0.5,yes,Cnemaspis podihuna,
Amphiglossus_andranovahensis,yes,Squamata,Sauria,Scincidae,38,SVL,leg_reduced lizards,-4.207,2.472,-0.3,0.5,no,NA,
Amapasaurus_tetradactylus,yes,Squamata,Sauria,Gymnophthalmidae,30,SVL,Legged Gymnophthalmidae,-5.178,3.302,-0.3,0.5,no,NA,
Paracontias_hildebrandti,yes,Squamata,Sauria,Scincidae,50,SVL,Limbless lizards,-4.207,2.3,-0.3,0.5,yes,Paracontias hildebrandti,
Gonatodes_naufragus,yes,Squamata,Sauria,Sphaerodactylidae,27.2,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.3,0.5,no,NA,
Lygodactylus_decaryi,yes,Squamata,Sauria,Gekkonidae,27,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.29,0.5,no,NA,
Lygodactylus_manni,yes,Squamata,Sauria,Gekkonidae,27,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.29,0.5,no,NA,
Coleodactylus_elizae,yes,Squamata,Sauria,Sphaerodactylidae,27.4,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.29,0.5,no,NA,
Pristurus_schneideri,yes,Squamata,Sauria,Sphaerodactylidae,27.4,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.29,0.5,no,NA,
Sphenomorphus_tridigitus,yes,Squamata,Sauria,Scincidae,38.5,SVL,leg_reduced lizards,-4.207,2.472,-0.29,0.5,no,NA,
Procellosaurinus_erythrocercus,yes,Squamata,Sauria,Gymnophthalmidae,30.3,SVL,Legged Gymnophthalmidae,-5.178,3.302,-0.29,0.5,yes,Procellosaurinus erythrocercus,
Lygodactylus_howelli,yes,Squamata,Sauria,Gekkonidae,27.2,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.28,0.5,no,NA,
Lerista_occulta,yes,Squamata,Sauria,Scincidae,39,SVL,leg_reduced lizards,-4.207,2.472,-0.27,0.5,no,NA,
Mediodactylus_aspratilis,yes,Squamata,Sauria,Gekkonidae,27.4,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.27,0.5,no,NA,
Lygodactylus_grandisonae,yes,Squamata,Sauria,Gekkonidae,27.5,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.27,0.5,no,NA,
Lygodactylus_heterurus,yes,Squamata,Sauria,Gekkonidae,27.5,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.27,0.5,yes,Lygodactylus heterurus,
Lygosoma_ashwamedhi,yes,Squamata,Sauria,Scincidae,32,SVL,Legged Scincidae,-5.125,3.229,-0.26,0.5,no,NA,
Menetia_surda,yes,Squamata,Sauria,Scincidae,32,SVL,Legged Scincidae,-5.125,3.229,-0.26,0.5,no,NA,
Proablepharus_tenuis,yes,Squamata,Sauria,Scincidae,32,SVL,Legged Scincidae,-5.125,3.229,-0.26,0.5,no,NA,
Sphenomorphus_sananus,yes,Squamata,Sauria,Scincidae,32,SVL,Legged Scincidae,-5.125,3.229,-0.26,0.5,no,NA,
Sphaerodactylus_callocricus,yes,Squamata,Sauria,Sphaerodactylidae,28,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.26,0.5,no,NA,
Sphaerodactylus_dunni,yes,Squamata,Sauria,Sphaerodactylidae,28,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.26,0.5,no,NA,
Sphaerodactylus_levinsi,yes,Squamata,Sauria,Sphaerodactylidae,28,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.26,0.5,no,NA,
Sphaerodactylus_molei,yes,Squamata,Sauria,Sphaerodactylidae,28,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.26,0.5,yes,Sphaerodactylus molei,
Parvoscincus_tagapayo,yes,Squamata,Sauria,Scincidae,32.1,SVL,Legged Scincidae,-5.125,3.229,-0.26,0.5,yes,Sphenomorphus tagapayo,
Lygodactylus_ornatus,yes,Squamata,Sauria,Gekkonidae,27.7,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.26,0.6,no,NA,
Lygisaurus_malleolus,yes,Squamata,Sauria,Scincidae,32.2,SVL,Legged Scincidae,-5.125,3.229,-0.26,0.6,yes,Lygisaurus malleolus,
Sphaerodactylus_continentalis,yes,Squamata,Sauria,Sphaerodactylidae,28.2,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.25,0.6,no,NA,
Lerista_allochira,yes,Squamata,Sauria,Scincidae,40,SVL,leg_reduced lizards,-4.207,2.472,-0.25,0.6,yes,Lerista allochira,
Lerista_christinae,yes,Squamata,Sauria,Scincidae,40,SVL,leg_reduced lizards,-4.207,2.472,-0.25,0.6,yes,Lerista christinae,
Lerista_haroldi,yes,Squamata,Sauria,Scincidae,40,SVL,leg_reduced lizards,-4.207,2.472,-0.25,0.6,yes,Lerista haroldi,
Cnemaspis_menikay,yes,Squamata,Sauria,Gekkonidae,28,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.25,0.6,no,NA,
Lygodactylus_klemmeri,yes,Squamata,Sauria,Gekkonidae,28,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.25,0.6,no,NA,
Tropiocolotes_somalicus,yes,Squamata,Sauria,Gekkonidae,28,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.25,0.6,no,NA,
Pseudogonatodes_lunulatus,yes,Squamata,Sauria,Sphaerodactylidae,28.4,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.24,0.6,yes,Pseudogonatodes lunulatus,
Scriptosaura_catimbau,yes,Squamata,Sauria,Gymnophthalmidae,53,SVL,Limbless lizards,-4.207,2.3,-0.24,0.6,no,NA,
Cryptactites_peringueyi,yes,Squamata,Sauria,Gekkonidae,28.3,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.23,0.6,yes,Cryptactites peringueyi,
Goggia_essexi,yes,Squamata,Sauria,Gekkonidae,28.4,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.23,0.6,no,NA,
Brookesia_ramanantsoai,yes,Squamata,Sauria,Chamaeleonidae,25.5,SVL,Chamaeleonidae,-3.997,2.68,-0.23,0.6,no,NA,
Lygodactylus_wetzeli,yes,Squamata,Sauria,Gekkonidae,28.5,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.22,0.6,no,NA,
Ablepharus_grayanus,yes,Squamata,Sauria,Scincidae,33,SVL,Legged Scincidae,-5.125,3.229,-0.22,0.6,no,NA,
Sphenomorphus_alfredi,yes,Squamata,Sauria,Scincidae,33,SVL,Legged Scincidae,-5.125,3.229,-0.22,0.6,no,NA,
Sphenomorphus_anotus,yes,Squamata,Sauria,Scincidae,33,SVL,Legged Scincidae,-5.125,3.229,-0.22,0.6,no,NA,
Sphenomorphus_schlegeli,yes,Squamata,Sauria,Scincidae,33,SVL,Legged Scincidae,-5.125,3.229,-0.22,0.6,no,NA,
Leptoseps_osellai,yes,Squamata,Sauria,Scincidae,41,SVL,leg_reduced lizards,-4.207,2.472,-0.22,0.6,no,NA,
Lerista_maculosa,yes,Squamata,Sauria,Scincidae,41,SVL,leg_reduced lizards,-4.207,2.472,-0.22,0.6,no,NA,
Lerista_nevinae,yes,Squamata,Sauria,Scincidae,41,SVL,leg_reduced lizards,-4.207,2.472,-0.22,0.6,no,NA,
Cnemaspis_wicksi,yes,Squamata,Sauria,Gekkonidae,28.7,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.22,0.6,no,NA,
Chatogekko_amazonicus,yes,Squamata,Sauria,Sphaerodactylidae,29,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.22,0.6,yes,Coleodactylus amazonicus,
Coleodactylus_meridionalis,yes,Squamata,Sauria,Sphaerodactylidae,30.5,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.22,0.6,yes,Coleodactylus meridionalis,
Lepidoblepharis_peraccae,yes,Squamata,Sauria,Sphaerodactylidae,29,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.22,0.6,no,NA,
Sphaerodactylus_altavelensis,yes,Squamata,Sauria,Sphaerodactylidae,29,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.22,0.6,yes,Sphaerodactylus altavelensis,
Sphaerodactylus_argivus,yes,Squamata,Sauria,Sphaerodactylidae,29,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.22,0.6,no,NA,
Sphaerodactylus_darlingtoni,yes,Squamata,Sauria,Sphaerodactylidae,29,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.22,0.6,yes,Sphaerodactylus darlingtoni,
Sphaerodactylus_elegantulus,yes,Squamata,Sauria,Sphaerodactylidae,29,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.22,0.6,yes,Sphaerodactylus elegantulus,
Sphaerodactylus_fantasticus,yes,Squamata,Sauria,Sphaerodactylidae,29,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.22,0.6,yes,Sphaerodactylus fantasticus,
Sphaerodactylus_inaguae,yes,Squamata,Sauria,Sphaerodactylidae,29,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.22,0.6,no,NA,
Sphaerodactylus_kirbyi,yes,Squamata,Sauria,Sphaerodactylidae,29,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.22,0.6,yes,Sphaerodactylus kirbyi,
Sphaerodactylus_samanensis,yes,Squamata,Sauria,Sphaerodactylidae,29,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.22,0.6,no,NA,
Sphaerodactylus_leonardovaldesi,yes,Squamata,Sauria,Sphaerodactylidae,29.1,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.21,0.6,no,NA,
Paracontias_rothschildi,yes,Squamata,Sauria,Scincidae,55,SVL,Limbless lizards,-4.207,2.3,-0.2,0.6,yes,Paracontias rothschildi,
Cnemaspis_molligodai,yes,Squamata,Sauria,Gekkonidae,29,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.2,0.6,no,NA,
Stenodactylus_mauritanicus,yes,Squamata,Sauria,Gekkonidae,29,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.2,0.6,no,NA,
Cnemaspis_phuketensis,yes,Squamata,Sauria,Gekkonidae,29.1,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.2,0.6,no,NA,
Lipinia_nitens,yes,Squamata,Sauria,Scincidae,33.6,SVL,Legged Scincidae,-5.125,3.229,-0.2,0.6,no,NA,
Lygosoma_veunsaiensis,yes,Squamata,Sauria,Scincidae,33.6,SVL,Legged Scincidae,-5.125,3.229,-0.2,0.6,no,NA,
Lerista_vermicularis,yes,Squamata,Sauria,Scincidae,42,SVL,leg_reduced lizards,-4.207,2.472,-0.19,0.6,yes,Lerista vermicularis,
Lygodactylus_mirabilis,yes,Squamata,Sauria,Gekkonidae,29.3,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.19,0.6,yes,Lygodactylus mirabilis,
Sphaerodactylus_poindexteri,yes,Squamata,Sauria,Sphaerodactylidae,29.6,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,-0.19,0.6,no,NA,
Tropiocolotes_wolfgangboehmei,yes,Squamata,Sauria,Gekkonidae,29.4,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.19,0.6,no,NA,
Brookesia_exarmata,yes,Squamata,Sauria,Chamaeleonidae,26.5,SVL,Chamaeleonidae,-3.997,2.68,-0.18,0.7,yes,Brookesia exarmata,
Geomyersia_coggeri,yes,Squamata,Sauria,Scincidae,34,SVL,Legged Scincidae,-5.125,3.229,-0.18,0.7,no,NA,
Lygisaurus_sesbrauna,yes,Squamata,Sauria,Scincidae,34,SVL,Legged Scincidae,-5.125,3.229,-0.18,0.7,yes,Lygisaurus sesbrauna,
Lygisaurus_zuma,yes,Squamata,Sauria,Scincidae,34,SVL,Legged Scincidae,-5.125,3.229,-0.18,0.7,no,NA,
Madascincus_macrolepis,yes,Squamata,Sauria,Scincidae,34,SVL,Legged Scincidae,-5.125,3.229,-0.18,0.7,no,NA,
