Class,Order,Family,Genus,Scientific_name,Body_mass_g_1,Body_mass_g_2,Body_mass_g_3,Body_mass_g_4,Body_mass_g_mean,Body_mass_g_median,Body_mass_g_max
Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,Amblysomus_corriae,52.6,52.1,NA,NA,52.35,52.35,52.6
Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,Amblysomus_hottentotus,52.6,52.6,67.6,NA,57.6,52.6,67.6
Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,Amblysomus_marleyi,52.6,36,NA,NA,44.3,44.3,52.6
Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,Amblysomus_robustus,52.6,50.9,NA,NA,51.75,51.75,52.6
Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,Amblysomus_septentrionalis,52.6,63.9,NA,NA,58.25,58.25,63.9
Mammalia,Afrosoricida,Chrysochloridae,Calcochloris,Calcochloris_obtusirostris,24.05,24.1,24.1,NA,24.08333333,24.1,24.1
Mammalia,Afrosoricida,Chrysochloridae,Calcochloris,Calcochloris_tytonis,49.7,45.6,NA,NA,47.65,47.65,49.7
Mammalia,Afrosoricida,Chrysochloridae,Carpitalpa,Carpitalpa_arendsi,52.34,52.3,NA,NA,52.32,52.32,52.34
Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,Chlorotalpa_duthieae,49.7,45.6,NA,NA,47.65,47.65,49.7
Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,Chlorotalpa_sclateri,41,39.1,40.2,NA,40.1,40.2,41
Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,Chrysochloris_asiatica,49,49,40.9,NA,46.3,49,49
Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,Chrysochloris_stuhlmanni,39.8,39.8,57.4,NA,45.66666667,39.8,57.4
Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,Chrysochloris_visagiei,30,30,NA,NA,30,30,30
Mammalia,Afrosoricida,Chrysochloridae,Chrysospalax,Chrysospalax_trevelyani,426.5,426.5,445,NA,432.6666667,426.5,445
Mammalia,Afrosoricida,Chrysochloridae,Chrysospalax,Chrysospalax_villosus,119.88,119.9,116,NA,118.5933333,119.88,119.9
Mammalia,Afrosoricida,Chrysochloridae,Cryptochloris,Cryptochloris_wintoni,25,24.9,NA,NA,24.95,24.95,25
Mammalia,Afrosoricida,Chrysochloridae,Cryptochloris,Cryptochloris_zyli,25,24.9,NA,NA,24.95,24.95,25
Mammalia,Afrosoricida,Chrysochloridae,Eremitalpa,Eremitalpa_granti,26.1,26.1,22.4,NA,24.86666667,26.1,26.1
Mammalia,Afrosoricida,Chrysochloridae,Huetia,Huetia_leucorhina,NA,21.2,NA,NA,21.2,21.2,21.2
Mammalia,Afrosoricida,Chrysochloridae,Neamblysomus,Neamblysomus_gunningi,35.84,28.1,NA,NA,31.97,31.97,35.84
Mammalia,Afrosoricida,Chrysochloridae,Neamblysomus,Neamblysomus_julianae,21.99,22,NA,NA,21.995,21.995,22
Mammalia,Afrosoricida,Tenrecidae,Echinops,Echinops_telfairi,180,180,167,NA,175.6666667,180,180
Mammalia,Afrosoricida,Tenrecidae,Geogale,Geogale_aurita,7,7,6.8,NA,6.933333333,7,7
Mammalia,Afrosoricida,Tenrecidae,Hemicentetes,Hemicentetes_nigriceps,102.99,113,NA,NA,107.995,107.995,113
Mammalia,Afrosoricida,Tenrecidae,Hemicentetes,Hemicentetes_semispinosus,137.8,137.8,124,NA,133.2,137.8,137.8
Mammalia,Afrosoricida,Tenrecidae,Limnogale,Limnogale_mergulus,78.6,78.6,78.7,NA,78.63333333,78.6,78.7
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_brevicaudata,11.3,11.3,9.44,NA,10.68,11.3,11.3
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_cowani,13.8,13.8,12.2,NA,13.26666667,13.8,13.8
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_dobsoni,38,38,38.5,NA,38.16666667,38,38.5
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_drouhardi,10.5,10.5,NA,NA,10.5,10.5,10.5
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_dryas,40,40,40,NA,40,40,40
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_fotsifotsy,7.7,7.7,NA,NA,7.7,7.7,7.7
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_gracilis,23.3,23.3,23.3,NA,23.3,23.3,23.3
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_grandidieri,NA,13.1,NA,NA,13.1,13.1,13.1
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_gymnorhyncha,18.2,18.2,NA,NA,18.2,18.2,18.2
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_jenkinsae,NA,5.1,NA,NA,5.1,5.1,5.1
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_jobihely,NA,9,NA,NA,9,9,9
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_longicaudata,7.3,7.3,8.48,NA,7.693333333,7.3,8.48
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_majori,NA,5.8,NA,NA,5.8,5.8,5.8
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_monticola,13.9,13.9,NA,NA,13.9,13.9,13.9
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_nasoloi,13.83,10,NA,NA,11.915,11.915,13.83
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_parvula,3.4,3.4,3.4,NA,3.4,3.4,3.4
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_principula,10.2,10.2,10.2,NA,10.2,10.2,10.2
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_pusilla,3.4,3.4,3.4,NA,3.4,3.4,3.4
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_soricoides,18.7,18.7,NA,NA,18.7,18.7,18.7
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_taiva,12.4,12.4,NA,NA,12.4,12.4,12.4
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_talazaci,48,48,47.4,NA,47.8,48,48
Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale_thomasi,22.9,22.9,22.9,NA,22.9,22.9,22.9
Mammalia,Afrosoricida,Tenrecidae,Micropotamogale,Micropotamogale_lamottei,69.6,69.6,69.6,NA,69.6,69.6,69.6
Mammalia,Afrosoricida,Tenrecidae,Micropotamogale,Micropotamogale_ruwenzorii,98.5,98.5,114,NA,103.6666667,98.5,114
Mammalia,Afrosoricida,Tenrecidae,Oryzorictes,Oryzorictes_hova,36.5,36.5,32.6,NA,35.2,36.5,36.5
Mammalia,Afrosoricida,Tenrecidae,Oryzorictes,Oryzorictes_tetradactylus,36,36,36,NA,36,36,36
Mammalia,Afrosoricida,Tenrecidae,Potamogale,Potamogale_velox,659.99,660,700,NA,673.33,660,700
Mammalia,Afrosoricida,Tenrecidae,Setifer,Setifer_setosus,294,294,290,NA,292.6666667,294,294
Mammalia,Afrosoricida,Tenrecidae,Tenrec,Tenrec_ecaudatus,868,868,900,NA,878.6666667,868,900
Mammalia,Carnivora,Ailuridae,Ailurus,Ailurus_fulgens,4900,4900,5170,NA,4990,4900,5170
Mammalia,Carnivora,Canidae,Atelocynus,Atelocynus_microtis,7749.97,7750,8360,NA,7953.323333,7750,8360
Mammalia,Carnivora,Canidae,Canis,Canis_adustus,10249.91,10249.9,10400,NA,10299.93667,10249.91,10400
Mammalia,Carnivora,Canidae,Canis,Canis_anthus,NA,NA,NA,NA,NA,NA,NA
Mammalia,Carnivora,Canidae,Canis,Canis_aureus,10345.23,10345.2,9680,NA,10123.47667,10345.2,10345.23
Mammalia,Carnivora,Canidae,Canis,Canis_latrans,13406.33,13406.3,12000,NA,12937.54333,13406.3,13406.33
Mammalia,Carnivora,Canidae,Canis,Canis_lupus,32183.33,32183.3,35000,NA,33122.21,32183.33,35000
Mammalia,Carnivora,Canidae,Canis,Canis_mesomelas,8500.02,8500,8330,NA,8443.34,8500,8500.02
Mammalia,Carnivora,Canidae,Canis,Canis_rufus,NA,22983.2,26700,NA,24841.6,24841.6,26700
Mammalia,Carnivora,Canidae,Canis,Canis_simensis,10000,10000,14400,NA,11466.66667,10000,14400
Mammalia,Carnivora,Canidae,Cerdocyon,Cerdocyon_thous,5239.98,5240,5740,3450,4917.495,5239.99,5740
Mammalia,Carnivora,Canidae,Chrysocyon,Chrysocyon_brachyurus,23249.84,23249.8,23300,NA,23266.54667,23249.84,23300
Mammalia,Carnivora,Canidae,Cuon,Cuon_alpinus,14173.33,12760,15900,NA,14277.77667,14173.33,15900
Mammalia,Carnivora,Canidae,Dusicyon,Dusicyon_australis,50003.45,21083,NA,NA,35543.225,35543.225,50003.45
Mammalia,Carnivora,Canidae,Dusicyon,Dusicyon_avus,NA,13000,NA,NA,13000,13000,13000
Mammalia,Carnivora,Canidae,Lycaon,Lycaon_pictus,22050.07,22050.1,22000,NA,22033.39,22050.07,22050.1
Mammalia,Carnivora,Canidae,Nyctereutes,Nyctereutes_procyonoides,4040,4040,4220,NA,4100,4040,4220
Mammalia,Carnivora,Canidae,Otocyon,Otocyon_megalotis,4150.02,4150,4000,NA,4100.006667,4150,4150.02
Mammalia,Carnivora,Canidae,Pseudalopex,Pseudalopex_culpaeus,NA,NA,8620,NA,8620,8620,8620
Mammalia,Carnivora,Canidae,Pseudalopex,Pseudalopex_fulvipes,NA,NA,NA,NA,NA,NA,NA
Mammalia,Carnivora,Canidae,Pseudalopex,Pseudalopex_griseus,NA,NA,6340,NA,6340,6340,6340
Mammalia,Carnivora,Canidae,Pseudalopex,Pseudalopex_gymnocercus,NA,NA,4540,NA,4540,4540,4540
Mammalia,Carnivora,Canidae,Pseudalopex,Pseudalopex_sechurae,NA,NA,4230,NA,4230,4230,4230
Mammalia,Carnivora,Canidae,Pseudalopex,Pseudalopex_vetulus,NA,NA,4230,NA,4230,4230,4230
Mammalia,Carnivora,Canidae,Speothos,Speothos_venaticus,5999.98,6000,6320,NA,6106.66,6000,6320
Mammalia,Carnivora,Canidae,Urocyon,Urocyon_cinereoargenteus,3833.72,3833.7,3830,NA,3832.473333,3833.7,3833.72
Mammalia,Carnivora,Canidae,Urocyon,Urocyon_littoralis,1896,1896,1920,NA,1904,1896,1920
Mammalia,Carnivora,Canidae,Vulpes,Vulpes_bengalensis,2726,2726,2510,NA,2654,2726,2726
Mammalia,Carnivora,Canidae,Vulpes,Vulpes_cana,936.85,936.9,999,NA,957.5833333,936.9,999
Mammalia,Carnivora,Canidae,Vulpes,Vulpes_chama,2955.02,2955,2920,NA,2943.34,2955,2955.02
Mammalia,Carnivora,Canidae,Vulpes,Vulpes_corsac,2400,2400,2620,NA,2473.333333,2400,2620
Mammalia,Carnivora,Canidae,Vulpes,Vulpes_ferrilata,5000,5000,5540,NA,5180,5000,5540
Mammalia,Carnivora,Canidae,Vulpes,Vulpes_lagopus,3584.37,4867.7,NA,NA,4226.035,4226.035,4867.7
Mammalia,Carnivora,Canidae,Vulpes,Vulpes_macrotis,4499.97,2050,NA,NA,3274.985,3274.985,4499.97
Mammalia,Carnivora,Canidae,Vulpes,Vulpes_pallida,2800.01,2800,2800,NA,2800.003333,2800,2800.01
Mammalia,Carnivora,Canidae,Vulpes,Vulpes_rueppellii,3249.97,2865,3250,NA,3121.656667,3249.97,3250
Mammalia,Carnivora,Canidae,Vulpes,Vulpes_velox,2197.51,2197.5,2140,NA,2178.336667,2197.5,2197.51
Mammalia,Carnivora,Canidae,Vulpes,Vulpes_vulpes,5476.17,5318.2,4840,NA,5211.456667,5318.2,5476.17
Mammalia,Carnivora,Canidae,Vulpes,Vulpes_zerda,1100,1100,1320,NA,1173.333333,1100,1320
Mammalia,Carnivora,Eupleridae,Cryptoprocta,Cryptoprocta_ferox,9500,9500,9500,NA,9500,9500,9500
Mammalia,Carnivora,Eupleridae,Cryptoprocta,Cryptoprocta_spelea,NA,17000,NA,NA,17000,17000,17000
Mammalia,Carnivora,Eupleridae,Eupleres,Eupleres_goudotii,3000,3000,2800,NA,2933.333333,3000,3000
Mammalia,Carnivora,Eupleridae,Fossa,Fossa_fossana,1500,1500,1860,NA,1620,1500,1860
Mammalia,Carnivora,Eupleridae,Galidia,Galidia_elegans,800,800,819,NA,806.3333333,800,819
Mammalia,Carnivora,Eupleridae,Galidictis,Galidictis_fasciata,550,550,550,NA,550,550,550
Mammalia,Carnivora,Eupleridae,Galidictis,Galidictis_grandidieri,1400,1400,1400,NA,1400,1400,1400
Mammalia,Carnivora,Eupleridae,Mungotictis,Mungotictis_decemlineata,650,650,670,NA,656.6666667,650,670
Mammalia,Carnivora,Eupleridae,Salanoia,Salanoia_concolor,650,650,711,NA,670.3333333,650,711
Mammalia,Carnivora,Eupleridae,Salanoia,Salanoia_durrelli,NA,NA,NA,NA,NA,NA,NA
Mammalia,Carnivora,Felidae,Acinonyx,Acinonyx_jubatus,46700,46700,50500,NA,47966.66667,46700,50500
Mammalia,Carnivora,Felidae,Caracal,Caracal_aurata,NA,10650,NA,NA,10650,10650,10650
Mammalia,Carnivora,Felidae,Caracal,Caracal_caracal,13749.91,13749.9,12000,NA,13166.60333,13749.9,13749.91
Mammalia,Carnivora,Felidae,Catopuma,Catopuma_badia,2500,2500,3430,NA,2810,2500,3430
Mammalia,Carnivora,Felidae,Catopuma,Catopuma_temminckii,11500,11500,7740,NA,10246.66667,11500,11500
Mammalia,Carnivora,Felidae,Felis,Felis_bieti,5500,7750,5490,NA,6246.666667,5500,7750
Mammalia,Carnivora,Felidae,Felis,Felis_catus,2884.8,NA,NA,NA,2884.8,2884.8,2884.8
Mammalia,Carnivora,Felidae,Felis,Felis_chaus,7392.98,7393,7170,NA,7318.66,7392.98,7393
Mammalia,Carnivora,Felidae,Felis,Felis_margarita,2524.99,2525,2820,NA,2623.33,2525,2820
Mammalia,Carnivora,Felidae,Felis,Felis_nigripes,1299.99,1300,1360,NA,1319.996667,1300,1360
Mammalia,Carnivora,Felidae,Felis,Felis_silvestris,5099.99,5500,4490,NA,5029.996667,5099.99,5500
Mammalia,Carnivora,Felidae,Herpailurus,Herpailurus_yagouaroundi,NA,7874.9,NA,NA,7874.9,7874.9,7874.9
Mammalia,Carnivora,Felidae,Homotherium,Homotherium_serum,NA,189000,NA,NA,189000,189000,189000
Mammalia,Carnivora,Felidae,Leopardus,Leopardus_colocolo,5157.94,3935,NA,NA,4546.47,4546.47,5157.94
Mammalia,Carnivora,Felidae,Leopardus,Leopardus_geoffroyi,5157.94,3590,NA,NA,4373.97,4373.97,5157.94
Mammalia,Carnivora,Felidae,Leopardus,Leopardus_guigna,5157.94,2230,NA,NA,3693.97,3693.97,5157.94
Mammalia,Carnivora,Felidae,Leopardus,Leopardus_jacobita,NA,4500,NA,NA,4500,4500,4500
Mammalia,Carnivora,Felidae,Leopardus,Leopardus_pardalis,11900.08,11900.1,11900,1350,9262.545,11900.04,11900.1
Mammalia,Carnivora,Felidae,Leopardus,Leopardus_tigrinus,2250,2250,2210,1500,2052.5,2230,2250
Mammalia,Carnivora,Felidae,Leopardus,Leopardus_wiedii,3249.97,3250,3270,NA,3256.656667,3250,3270
Mammalia,Carnivora,Felidae,Leptailurus,Leptailurus_serval,11999.97,12000,11800,NA,11933.32333,11999.97,12000
Mammalia,Carnivora,Felidae,Lynx,Lynx_canadensis,9373.25,9373.2,9770,NA,9505.483333,9373.25,9770
Mammalia,Carnivora,Felidae,Lynx,Lynx_lynx,17950,17950,19300,NA,18400,17950,19300
Mammalia,Carnivora,Felidae,Lynx,Lynx_pardinus,9400,9400,11100,NA,9966.666667,9400,11100
Mammalia,Carnivora,Felidae,Lynx,Lynx_rufus,8904.1,8904.1,6390,NA,8066.066667,8904.1,8904.1
Mammalia,Carnivora,Felidae,Miracinonyx,Miracinonyx_trumani,NA,88000,NA,NA,88000,88000,88000
Mammalia,Carnivora,Felidae,Neofelis,Neofelis_diardi,NA,20500,NA,NA,20500,20500,20500
Mammalia,Carnivora,Felidae,Neofelis,Neofelis_nebulosa,19675.75,20500,15100,NA,18425.25,19675.75,20500
Mammalia,Carnivora,Felidae,Otocolobus,Otocolobus_manul,NA,3500,3050,NA,3275,3275,3500
Mammalia,Carnivora,Felidae,Panthera,Panthera_leo,161499.06,161499.1,159000,NA,160666.0533,161499.06,161499.1
Mammalia,Carnivora,Felidae,Panthera,Panthera_onca,1.00E+05,1.00E+05,84900,NA,94966.66667,1.00E+05,1.00E+05
Mammalia,Carnivora,Felidae,Panthera,Panthera_pardus,52038.22,54999.7,52400,NA,53145.97333,52400,54999.7
Mammalia,Carnivora,Felidae,Panthera,Panthera_tigris,162564,162564,163000,NA,162709.3333,162564,163000
Mammalia,Carnivora,Felidae,Panthera,Panthera_uncia,NA,44167,NA,NA,44167,44167,44167
Mammalia,Carnivora,Felidae,Pardofelis,Pardofelis_marmorata,2854.25,2854.3,2830,NA,2846.183333,2854.25,2854.3
Mammalia,Carnivora,Felidae,Prionailurus,Prionailurus_bengalensis,3300,3300,2790,NA,3130,3300,3300
Mammalia,Carnivora,Felidae,Prionailurus,Prionailurus_planiceps,6750,6750,3530,NA,5676.666667,6750,6750
Mammalia,Carnivora,Felidae,Prionailurus,Prionailurus_rubiginosus,1384.38,1384.4,1420,NA,1396.26,1384.4,1420
Mammalia,Carnivora,Felidae,Prionailurus,Prionailurus_viverrinus,9140.33,9140.3,8830,NA,9036.876667,9140.3,9140.33
Mammalia,Carnivora,Felidae,Puma,Puma_concolor,51600.04,51600,53900,NA,52366.68,51600.04,53900
Mammalia,Carnivora,Felidae,Smilodon,Smilodon_populator,NA,294500,NA,NA,294500,294500,294500
Mammalia,Carnivora,Herpestidae,Atilax,Atilax_paludinosus,3299.97,3300,3600,NA,3399.99,3300,3600
Mammalia,Carnivora,Herpestidae,Bdeogale,Bdeogale_crassicauda,1549.99,1550,1720,NA,1606.663333,1550,1720
Mammalia,Carnivora,Herpestidae,Bdeogale,Bdeogale_jacksoni,2500,2500,2500,NA,2500,2500,2500
Mammalia,Carnivora,Herpestidae,Bdeogale,Bdeogale_nigripes,2500,2500,2620,NA,2540,2500,2620
Mammalia,Carnivora,Herpestidae,Bdeogale,Bdeogale_omnivora,NA,1750,NA,NA,1750,1750,1750
Mammalia,Carnivora,Herpestidae,Crossarchus,Crossarchus_alexandri,1500,1500,1500,NA,1500,1500,1500
Mammalia,Carnivora,Herpestidae,Crossarchus,Crossarchus_ansorgei,700,700,700,NA,700,700,700
Mammalia,Carnivora,Herpestidae,Crossarchus,Crossarchus_obscurus,1250,1250,1390,NA,1296.666667,1250,1390
Mammalia,Carnivora,Herpestidae,Crossarchus,Crossarchus_platycephalus,1250,1000,NA,NA,1125,1125,1250
Mammalia,Carnivora,Herpestidae,Cynictis,Cynictis_penicillata,836.01,836,694,NA,788.67,836,836.01
Mammalia,Carnivora,Herpestidae,Dologale,Dologale_dybowskii,350,350,362,NA,354,350,362
Mammalia,Carnivora,Herpestidae,Helogale,Helogale_hirtula,289,289,485,NA,354.3333333,289,485
Mammalia,Carnivora,Herpestidae,Helogale,Helogale_parvula,300,300,285,NA,295,300,300
Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes_brachyurus,1853.52,1853.5,1400,NA,1702.34,1853.5,1853.52
Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes_edwardsii,NA,1324.2,1310,NA,1317.1,1317.1,1324.2
Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes_flavescens,NA,750,NA,NA,750,750,750
Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes_fuscus,1984.74,2700,NA,NA,2342.37,2342.37,2700
Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes_ichneumon,5174.98,5175,3010,NA,4453.326667,5174.98,5175
Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes_javanicus,750,750,765,NA,755,750,765
Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes_naso,2999.99,3000,3000,NA,2999.996667,3000,3000
Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes_ochraceus,NA,498,NA,NA,498,498,498
Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes_pulverulentus,NA,797,NA,NA,797,797,797
Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes_sanguineus,NA,550,NA,NA,550,550,550
Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes_semitorquatus,1916.01,3500,NA,NA,2708.005,2708.005,3500
Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes_smithii,1781.95,1782,1700,NA,1754.65,1781.95,1782
Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes_urva,1863.2,1863.2,2380,NA,2035.466667,1863.2,2380
Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes_vitticollis,2575.59,2575.6,2380,NA,2510.396667,2575.59,2575.6
Mammalia,Carnivora,Herpestidae,Ichneumia,Ichneumia_albicauda,3500.02,3500,3700,NA,3566.673333,3500.02,3700
Mammalia,Carnivora,Herpestidae,Liberiictis,Liberiictis_kuhni,2150.01,2150,1820,NA,2040.003333,2150,2150.01
Mammalia,Carnivora,Herpestidae,Mungos,Mungos_gambianus,1500,1500,1640,NA,1546.666667,1500,1640
Mammalia,Carnivora,Herpestidae,Mungos,Mungos_mungo,1925,1925,1260,NA,1703.333333,1925,1925
Mammalia,Carnivora,Herpestidae,Paracynictis,Paracynictis_selousi,1639.99,1640,1670,NA,1649.996667,1640,1670
Mammalia,Carnivora,Herpestidae,Rhynchogale,Rhynchogale_melleri,2500,2500,2240,NA,2413.333333,2500,2500
Mammalia,Carnivora,Herpestidae,Suricata,Suricata_suricatta,725.5,725.5,730,NA,727,725.5,730
Mammalia,Carnivora,Hyaenidae,Crocuta,Crocuta_crocuta,66492.06,62999.9,64000,NA,64497.32,64000,66492.06
Mammalia,Carnivora,Hyaenidae,Hyaena,Hyaena_brunnea,42977.93,NA,NA,NA,42977.93,42977.93,42977.93
Mammalia,Carnivora,Hyaenidae,Hyaena,Hyaena_hyaena,41705.11,41705.1,35100,NA,39503.40333,41705.1,41705.11
Mammalia,Carnivora,Hyaenidae,Proteles,Proteles_cristata,8139.39,10000,NA,NA,9069.695,9069.695,10000
Mammalia,Carnivora,Mephitidae,Conepatus,Conepatus_chinga,1917.52,1917.5,1920,NA,1918.34,1917.52,1920
Mammalia,Carnivora,Mephitidae,Conepatus,Conepatus_humboldtii,328,328,1100,NA,585.3333333,328,1100
Mammalia,Carnivora,Mephitidae,Conepatus,Conepatus_leuconotus,3500.02,3500,3450,NA,3483.34,3500,3500.02
Mammalia,Carnivora,Mephitidae,Conepatus,Conepatus_semistriatus,1200,1200,2020,NA,1473.333333,1200,2020
Mammalia,Carnivora,Mephitidae,Mephitis,Mephitis_macroura,801.25,801.3,1100,NA,900.85,801.3,1100
Mammalia,Carnivora,Mephitidae,Mephitis,Mephitis_mephitis,2085.02,2085,2400,NA,2190.006667,2085.02,2400
Mammalia,Carnivora,Mephitidae,Mydaus,Mydaus_javanensis,2500,2500,2500,NA,2500,2500,2500
Mammalia,Carnivora,Mephitidae,Mydaus,Mydaus_marchei,1414.2,1414.2,2500,NA,1776.133333,1414.2,2500
Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale_angustifrons,334.37,386.5,NA,NA,360.435,360.435,386.5
Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale_gracilis,466.5,521.8,NA,NA,494.15,494.15,521.8
Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale_putorius,341,341,569,NA,417,341,569
Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale_pygmaea,235,235,365,NA,278.3333333,235,365
Mammalia,Carnivora,Mustelidae,Aonyx,Aonyx_capensis,18999.84,18999.8,19000,NA,18999.88,18999.84,19000
Mammalia,Carnivora,Mustelidae,Aonyx,Aonyx_cinerea,3527.59,NA,NA,NA,3527.59,3527.59,3527.59
Mammalia,Carnivora,Mustelidae,Aonyx,Aonyx_congicus,NA,23800.2,21600,NA,22700.1,22700.1,23800.2
Mammalia,Carnivora,Mustelidae,Arctonyx,Arctonyx_collaris,6356,6356,8170,NA,6960.666667,6356,8170
Mammalia,Carnivora,Mustelidae,Eira,Eira_barbara,3910.03,3910,4140,NA,3986.676667,3910.03,4140
Mammalia,Carnivora,Mustelidae,Enhydra,Enhydra_lutris,23500,23500,27500,NA,24833.33333,23500,27500
Mammalia,Carnivora,Mustelidae,Galictis,Galictis_cuja,1000,1000,1000,NA,1000,1000,1000
Mammalia,Carnivora,Mustelidae,Galictis,Galictis_vittata,3200,3200,2790,NA,3063.333333,3200,3200
Mammalia,Carnivora,Mustelidae,Gulo,Gulo_gulo,17012.56,17012.6,12800,NA,15608.38667,17012.56,17012.6
Mammalia,Carnivora,Mustelidae,Ictonyx,Ictonyx_libyca,2062.5,NA,211,NA,1136.75,1136.75,2062.5
Mammalia,Carnivora,Mustelidae,Ictonyx,Ictonyx_striatus,1299.99,1300,812,NA,1137.33,1299.99,1300
Mammalia,Carnivora,Mustelidae,Lontra,Lontra_canadensis,8087.42,8087.4,8090,NA,8088.273333,8087.42,8090
Mammalia,Carnivora,Mustelidae,Lontra,Lontra_felina,30600,30600,11200,NA,24133.33333,30600,30600
Mammalia,Carnivora,Mustelidae,Lontra,Lontra_longicaudis,6554.96,6555,6550,NA,6553.32,6554.96,6555
Mammalia,Carnivora,Mustelidae,Lontra,Lontra_provocax,7499.98,7500,7500,NA,7499.993333,7500,7500
Mammalia,Carnivora,Mustelidae,Lutra,Lutra_lutra,8785.14,8785.1,8860,NA,8810.08,8785.14,8860
Mammalia,Carnivora,Mustelidae,Lutra,Lutra_maculicollis,NA,NA,4190,NA,4190,4190,4190
Mammalia,Carnivora,Mustelidae,Lutra,Lutra_sumatrana,5500,5500,5970,NA,5656.666667,5500,5970
Mammalia,Carnivora,Mustelidae,Lutrogale,Lutrogale_perspicillata,9483.33,9483.3,9000,NA,9322.21,9483.3,9483.33
Mammalia,Carnivora,Mustelidae,Lyncodon,Lyncodon_patagonicus,225,225,225,NA,225,225,225
Mammalia,Carnivora,Mustelidae,Martes,Martes_americana,1250,1250,882,NA,1127.333333,1250,1250
Mammalia,Carnivora,Mustelidae,Martes,Martes_flavigula,1842.5,1842.5,2500,NA,2061.666667,1842.5,2500
Mammalia,Carnivora,Mustelidae,Martes,Martes_foina,1540.8,1540.8,1670,NA,1583.866667,1540.8,1670
Mammalia,Carnivora,Mustelidae,Martes,Martes_gwatkinsii,2043,2043,2040,NA,2042,2043,2043
Mammalia,Carnivora,Mustelidae,Martes,Martes_martes,1300,1300,1300,NA,1300,1300,1300
Mammalia,Carnivora,Mustelidae,Martes,Martes_melampus,1000,1000,1000,NA,1000,1000,1000
Mammalia,Carnivora,Mustelidae,Martes,Martes_pennanti,4000,4000,3750,NA,3916.666667,4000,4000
Mammalia,Carnivora,Mustelidae,Martes,Martes_zibellina,1130,1130,1170,NA,1143.333333,1130,1170
Mammalia,Carnivora,Mustelidae,Meles,Meles_anakuma,13000,11500,NA,NA,12250,12250,13000
Mammalia,Carnivora,Mustelidae,Meles,Meles_leucurus,13000,6250,NA,NA,9625,9625,13000
Mammalia,Carnivora,Mustelidae,Meles,Meles_meles,13000,13000,11900,NA,12633.33333,13000,13000
Mammalia,Carnivora,Mustelidae,Mellivora,Mellivora_capensis,8500,8500,9000,NA,8666.666667,8500,9000
Mammalia,Carnivora,Mustelidae,Melogale,Melogale_cucphuongensis,NA,1560.6,NA,NA,1560.6,1560.6,1560.6
Mammalia,Carnivora,Mustelidae,Melogale,Melogale_everetti,1500,1500,NA,NA,1500,1500,1500
