Class,Order,Family,Genus,Scientific_name,Body_mass_g_1,Body_mass_g_2,Body_mass_g_3,Body_mass_g_4,Body_mass_g_mean,Body_mass_g_median,Body_mass_g_max
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus_lumholtzi,6750,6750,6650,NA,6716.666667,6750,6750
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus_matschiei,6960,6960,8320,NA,7413.333333,6960,8320
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus_mayri,NA,9250,NA,NA,9250,9250,9250
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus_mbaiso,9395.06,8750,NA,NA,9072.53,9072.53,9395.06
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus_notatus,NA,6250,NA,NA,6250,6250,6250
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus_pulcherrimus,9511.11,6536.8,NA,NA,8023.955,8023.955,9511.11
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus_scottae,10375,10375,10000,NA,10250,10375,10375
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus_spadix,9100,9100,8470,NA,8890,9100,9100
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus_stellarum,9511.11,8666.7,NA,NA,9088.905,9088.905,9511.11
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus_ursinus,13250,13250,13300,NA,13266.66667,13250,13300
Mammalia,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis_atrata,5916.5,5916.5,6200,NA,6011,5916.5,6200
Mammalia,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis_hageni,5500,5500,5500,NA,5500,5500,5500
Mammalia,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis_luctuosa,6352,6352,4960,NA,5888,6352,6352
Mammalia,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis_muelleri,5500,5500,5410,NA,5470,5500,5500
Mammalia,Diprotodontia,Macropodidae,Dorcopsulus,Dorcopsulus_macleayi,2988,2988,2780,NA,2918.666667,2988,2988
Mammalia,Diprotodontia,Macropodidae,Dorcopsulus,Dorcopsulus_vanheurni,1785.75,1785.8,1890,NA,1820.516667,1785.8,1890
Mammalia,Diprotodontia,Macropodidae,Lagorchestes,Lagorchestes_asomatus,1500,1500,1500,NA,1500,1500,1500
Mammalia,Diprotodontia,Macropodidae,Lagorchestes,Lagorchestes_conspicillatus,3050,3050,2820,NA,2973.333333,3050,3050
Mammalia,Diprotodontia,Macropodidae,Lagorchestes,Lagorchestes_hirsutus,1265,1265,1420,NA,1316.666667,1265,1420
Mammalia,Diprotodontia,Macropodidae,Lagorchestes,Lagorchestes_leporides,3000,3262.7,3000,NA,3087.566667,3000,3262.7
Mammalia,Diprotodontia,Macropodidae,Lagostrophus,Lagostrophus_fasciatus,1700,1700,1950,NA,1783.333333,1700,1950
Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus_agilis,15000,15000,11900,NA,13966.66667,15000,15000
Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus_antilopinus,27250,27250,27300,NA,27266.66667,27250,27300
Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus_bernardus,17000,17000,17000,NA,17000,17000,17000
Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus_dorsalis,11250,11250,11200,NA,11233.33333,11250,11250
Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus_eugenii,6500,6500,5280,NA,6093.333333,6500,6500
Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus_fuliginosus,22000,22000,25600,NA,23200,22000,25600
Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus_giganteus,25875,25875,33600,NA,28450,25875,33600
Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus_greyi,10000,10000,10000,NA,10000,10000,10000
Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus_irma,8000,8000,8000,NA,8000,8000,8000
Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus_parma,4500,4500,4160,NA,4386.666667,4500,4500
Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus_parryi,13500,13500,12700,NA,13233.33333,13500,13500
Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus_robustus,21262.5,21262.5,26000,NA,22841.66667,21262.5,26000
Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus_rufogriseus,16850,16850,16800,NA,16833.33333,16850,16850
Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus_rufus,46250,46250,39000,NA,43833.33333,46250,46250
Mammalia,Diprotodontia,Macropodidae,Onychogalea,Onychogalea_fraenata,5500,5500,4940,NA,5313.333333,5500,5500
Mammalia,Diprotodontia,Macropodidae,Onychogalea,Onychogalea_lunata,3500,3500,3500,NA,3500,3500,3500
Mammalia,Diprotodontia,Macropodidae,Onychogalea,Onychogalea_unguifera,6650,6650,6500,NA,6600,6650,6650
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_assimilis,4500,4500,4650,NA,4550,4500,4650
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_brachyotis,4050,4050,4030,NA,4043.333333,4050,4050
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_burbidgei,1258,1258,1260,NA,1258.666667,1258,1260
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_coenensis,4123.14,4375,NA,NA,4249.07,4249.07,4375
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_concinna,1400,1400,1400,NA,1400,1400,1400
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_godmani,4750,4750,4750,NA,4750,4750,4750
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_herberti,4123.14,5150,NA,NA,4636.57,4636.57,5150
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_inornata,4600,4600,4570,NA,4590,4600,4600
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_lateralis,4625,4625,4580,NA,4610,4625,4625
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_mareeba,4123.14,4150,NA,NA,4136.57,4136.57,4150
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_penicillata,7100,7100,6960,NA,7053.333333,7100,7100
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_persephone,6200,6200,5630,NA,6010,6200,6200
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_purpureicollis,5850,4500,NA,NA,5175,5175,5850
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_rothschildi,3400,3400,4550,NA,3783.333333,3400,4550
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_sharmani,4123.14,4250,NA,NA,4186.57,4186.57,4250
Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale_xanthopus,8500,8500,8500,NA,8500,8500,8500
Mammalia,Diprotodontia,Macropodidae,Setonix,Setonix_brachyurus,3250,3250,3030,NA,3176.666667,3250,3250
Mammalia,Diprotodontia,Macropodidae,Thylogale,Thylogale_billardierii,5450,5450,5840,NA,5580,5450,5840
Mammalia,Diprotodontia,Macropodidae,Thylogale,Thylogale_browni,5478,5478,NA,NA,5478,5478,5478
Mammalia,Diprotodontia,Macropodidae,Thylogale,Thylogale_brunii,3620,3620,5480,NA,4240,3620,5480
Mammalia,Diprotodontia,Macropodidae,Thylogale,Thylogale_calabyi,4326.13,4326.1,NA,NA,4326.115,4326.115,4326.13
Mammalia,Diprotodontia,Macropodidae,Thylogale,Thylogale_lanatus,4758.79,5316.1,NA,NA,5037.445,5037.445,5316.1
Mammalia,Diprotodontia,Macropodidae,Thylogale,Thylogale_stigmatica,4600,4600,4540,NA,4580,4600,4600
Mammalia,Diprotodontia,Macropodidae,Thylogale,Thylogale_thetis,5400,5400,5400,NA,5400,5400,5400
Mammalia,Diprotodontia,Macropodidae,Wallabia,Wallabia_bicolor,15000,15000,15000,NA,15000,15000,15000
Mammalia,Diprotodontia,Petauridae,Dactylonax,Dactylonax_palpator,NA,398,NA,NA,398,398,398
Mammalia,Diprotodontia,Petauridae,Dactylopsila,Dactylopsila_megalura,277.74,387.5,NA,NA,332.62,332.62,387.5
Mammalia,Diprotodontia,Petauridae,Dactylopsila,Dactylopsila_tatei,252,252,252,NA,252,252,252
Mammalia,Diprotodontia,Petauridae,Dactylopsila,Dactylopsila_trivirgata,413.53,413.5,413,NA,413.3433333,413.5,413.53
Mammalia,Diprotodontia,Petauridae,Gymnobelideus,Gymnobelideus_leadbeateri,127,127,137,NA,130.3333333,127,137
Mammalia,Diprotodontia,Petauridae,Petaurus,Petaurus_abidi,278,278,278,NA,278,278,278
Mammalia,Diprotodontia,Petauridae,Petaurus,Petaurus_australis,575,575,571,NA,573.6666667,575,575
Mammalia,Diprotodontia,Petauridae,Petaurus,Petaurus_biacensis,90.98,88.4,NA,NA,89.69,89.69,90.98
Mammalia,Diprotodontia,Petauridae,Petaurus,Petaurus_breviceps,106.28,106.3,119,NA,110.5266667,106.3,119
Mammalia,Diprotodontia,Petauridae,Petaurus,Petaurus_gracilis,353,353,362,NA,356,353,362
Mammalia,Diprotodontia,Petauridae,Petaurus,Petaurus_norfolcensis,230,230,230,NA,230,230,230
Mammalia,Diprotodontia,Phalangeridae,Ailurops,Ailurops_melanotis,10000,6669,NA,NA,8334.5,8334.5,10000
Mammalia,Diprotodontia,Phalangeridae,Ailurops,Ailurops_ursinus,10000,10000,10000,NA,10000,10000,10000
Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger_alexandrae,1846.67,2500,NA,NA,2173.335,2173.335,2500
Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger_carmelitae,2047.5,2047.5,1820,NA,1971.666667,2047.5,2047.5
Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger_gymnotis,2597.89,2705,NA,NA,2651.445,2651.445,2705
Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger_intercastellanus,1747.5,1747.5,NA,NA,1747.5,1747.5,1747.5
Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger_lullulae,1632.5,1632.5,1630,NA,1631.666667,1632.5,1632.5
Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger_matabiru,1846.67,1969.2,NA,NA,1907.935,1907.935,1969.2
Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger_matanim,1550,1550,1440,NA,1513.333333,1550,1550
Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger_mimicus,1846.67,1850,NA,NA,1848.335,1848.335,1850
Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger_orientalis,2168.75,2168.8,2000,NA,2112.516667,2168.75,2168.8
Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger_ornatus,1787.5,1787.5,1790,NA,1788.333333,1787.5,1790
Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger_rothschildi,1365,1365,1370,NA,1366.666667,1365,1370
Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger_sericeus,2003,2003,2000,NA,2002,2003,2003
Mammalia,Diprotodontia,Phalangeridae,Phalanger,Phalanger_vestitus,1850,1850,1850,NA,1850,1850,1850
Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,Spilocuscus_kraemeri,5535.39,2300,NA,NA,3917.695,3917.695,5535.39
Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,Spilocuscus_maculatus,5106.75,5106.8,4060,NA,4757.85,5106.75,5106.8
Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,Spilocuscus_papuensis,5535.39,5735.5,NA,NA,5635.445,5635.445,5735.5
Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,Spilocuscus_rufoniger,6000,6000,6000,NA,6000,6000,6000
Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,Spilocuscus_wilsoni,NA,3262.3,NA,NA,3262.3,3262.3,3262.3
Mammalia,Diprotodontia,Phalangeridae,Strigocuscus,Strigocuscus_celebensis,500,500,NA,NA,500,500,500
Mammalia,Diprotodontia,Phalangeridae,Strigocuscus,Strigocuscus_pelengensis,500,1103,NA,NA,801.5,801.5,1103
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus_caninus,3500,3500,3140,NA,3380,3500,3500
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus_cunninghami,2293.08,3270,NA,NA,2781.54,2781.54,3270
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus_vulpecula,2650,2650,2700,NA,2666.666667,2650,2700
Mammalia,Diprotodontia,Phalangeridae,Wyulda,Wyulda_squamicaudata,1675,1675,1810,NA,1720,1675,1810
Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos_cinereus,10250,10250,6580,NA,9026.666667,10250,10250
Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,Aepyprymnus_rufescens,3250,3250,2800,NA,3100,3250,3250
Mammalia,Diprotodontia,Potoroidae,Bettongia,Bettongia_gaimardi,1660,1660,1660,NA,1660,1660,1660
Mammalia,Diprotodontia,Potoroidae,Bettongia,Bettongia_lesueur,1500,1500,1450,NA,1483.333333,1500,1500
Mammalia,Diprotodontia,Potoroidae,Bettongia,Bettongia_penicillata,1300,1300,1260,NA,1286.666667,1300,1300
Mammalia,Diprotodontia,Potoroidae,Bettongia,Bettongia_pusilla,NA,1588.9,NA,NA,1588.9,1588.9,1588.9
Mammalia,Diprotodontia,Potoroidae,Bettongia,Bettongia_tropica,1256.58,1200,NA,NA,1228.29,1228.29,1256.58
Mammalia,Diprotodontia,Potoroidae,Caloprymnus,Caloprymnus_campestris,900,900,931,NA,910.3333333,900,931
Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous_gilbertii,1569.46,962.5,NA,NA,1265.98,1265.98,1569.46
Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous_longipes,1900,1900,1840,NA,1880,1900,1900
Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous_platyops,500,800,500,NA,600,500,800
Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous_tridactylus,1100,1100,1090,NA,1096.666667,1100,1100
Mammalia,Diprotodontia,Pseudocheiridae,Hemibelideus,Hemibelideus_lemuroides,952.5,952.5,1000,NA,968.3333333,952.5,1000
Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,Petauroides_volans,1300,1300,1260,NA,1286.666667,1300,1300
Mammalia,Diprotodontia,Pseudocheiridae,Petropseudes,Petropseudes_dahli,1640,1640,1880,NA,1720,1640,1880
Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,Pseudocheirus_occidentalis,NA,987.5,NA,NA,987.5,987.5,987.5
Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,Pseudocheirus_peregrinus,900,900,894,NA,898,900,900
Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirops,Pseudochirops_albertisii,784.85,784.9,819,NA,796.25,784.9,819
Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirops,Pseudochirops_archeri,1091.5,1091.5,1150,NA,1111,1091.5,1150
Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirops,Pseudochirops_corinnae,1123,1123,1120,NA,1122,1123,1123
Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirops,Pseudochirops_coronatus,1500,1500,NA,NA,1500,1500,1500
Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirops,Pseudochirops_cupreus,1724.5,1724.5,1770,NA,1739.666667,1724.5,1770
Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus_canescens,300,300,NA,NA,300,300,300
Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus_caroli,456.02,440,NA,NA,448.01,448.01,456.02
Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus_cinereus,977.48,1000,NA,NA,988.74,988.74,1000
Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus_forbesi,639.16,649,NA,NA,644.08,644.08,649
Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus_herbertensis,1098.34,1110.5,NA,NA,1104.42,1104.42,1110.5
Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus_larvatus,448.3,948.8,NA,NA,698.55,698.55,948.8
Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus_mayeri,151.75,151.8,NA,NA,151.775,151.775,151.8
Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus_schlegeli,255.44,274.5,NA,NA,264.97,264.97,274.5
Mammalia,Diprotodontia,Tarsipedidae,Tarsipes,Tarsipes_rostratus,9,9,9.74,NA,9.246666667,9,9.74
Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,Lasiorhinus_krefftii,2900,31450,31900,NA,22083.33333,31450,31900
Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,Lasiorhinus_latifrons,25500,25500,26200,NA,25733.33333,25500,26200
Mammalia,Diprotodontia,Vombatidae,Vombatus,Vombatus_ursinus,26000,26000,26000,NA,26000,26000,26000
Mammalia,Eulipotyphla,Erinaceidae,Atelerix,Atelerix_albiventris,600,600,329,NA,509.6666667,600,600
Mammalia,Eulipotyphla,Erinaceidae,Atelerix,Atelerix_algirus,1250,1250,958,NA,1152.666667,1250,1250
Mammalia,Eulipotyphla,Erinaceidae,Atelerix,Atelerix_frontalis,309.5,309.5,345,NA,321.3333333,309.5,345
Mammalia,Eulipotyphla,Erinaceidae,Atelerix,Atelerix_sclateri,539.15,436.5,NA,NA,487.825,487.825,539.15
Mammalia,Eulipotyphla,Erinaceidae,Echinosorex,Echinosorex_gymnura,957,957,818,NA,910.6666667,957,957
Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,Erinaceus_amurensis,571.88,800,NA,NA,685.94,685.94,800
Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,Erinaceus_concolor,719,719,714,NA,717.3333333,719,719
Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,Erinaceus_europaeus,771,771,800,NA,780.6666667,771,800
Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,Erinaceus_roumanicus,744.55,745,NA,NA,744.775,744.775,745
Mammalia,Eulipotyphla,Erinaceidae,Hemiechinus,Hemiechinus_auritus,342,342,342,NA,342,342,342
Mammalia,Eulipotyphla,Erinaceidae,Hemiechinus,Hemiechinus_collaris,141,141,NA,NA,141,141,141
Mammalia,Eulipotyphla,Erinaceidae,Hylomys,Hylomys_megalotis,65.83,58.5,NA,NA,62.165,62.165,65.83
Mammalia,Eulipotyphla,Erinaceidae,Hylomys,Hylomys_parvus,65.83,38.3,NA,NA,52.065,52.065,65.83
Mammalia,Eulipotyphla,Erinaceidae,Hylomys,Hylomys_suillus,65.83,65.8,62,NA,64.54333333,65.8,65.83
Mammalia,Eulipotyphla,Erinaceidae,Mesechinus,Mesechinus_dauuricus,342,342,NA,NA,342,342,342
Mammalia,Eulipotyphla,Erinaceidae,Mesechinus,Mesechinus_hughi,315.81,199.3,NA,NA,257.555,257.555,315.81
Mammalia,Eulipotyphla,Erinaceidae,Neohylomys,Neohylomys_hainanensis,52.21,59.5,NA,NA,55.855,55.855,59.5
Mammalia,Eulipotyphla,Erinaceidae,Neotetracus,Neotetracus_sinensis,290.15,86.9,NA,NA,188.525,188.525,290.15
Mammalia,Eulipotyphla,Erinaceidae,Paraechinus,Paraechinus_aethiopicus,352.4,188,NA,NA,270.2,270.2,352.4
Mammalia,Eulipotyphla,Erinaceidae,Paraechinus,Paraechinus_hypomelas,213,213,NA,NA,213,213,213
Mammalia,Eulipotyphla,Erinaceidae,Paraechinus,Paraechinus_micropus,171,171,NA,NA,171,171,171
Mammalia,Eulipotyphla,Erinaceidae,Paraechinus,Paraechinus_nudiventris,234.14,175.3,NA,NA,204.72,204.72,234.14
Mammalia,Eulipotyphla,Erinaceidae,Podogymnura,Podogymnura_aureospinula,247,247,NA,NA,247,247,247
Mammalia,Eulipotyphla,Erinaceidae,Podogymnura,Podogymnura_truei,114,114,NA,NA,114,114,114
Mammalia,Eulipotyphla,Nesophontidae,Nesophontes,Nesophontes_edithae,NA,130,NA,NA,130,130,130
Mammalia,Eulipotyphla,Nesophontidae,Nesophontes,Nesophontes_hypomicrus,NA,20,NA,NA,20,20,20
Mammalia,Eulipotyphla,Nesophontidae,Nesophontes,Nesophontes_major,NA,51.7,NA,NA,51.7,51.7,51.7
Mammalia,Eulipotyphla,Nesophontidae,Nesophontes,Nesophontes_micrus,NA,40,NA,NA,40,40,40
Mammalia,Eulipotyphla,Nesophontidae,Nesophontes,Nesophontes_paramicrus,NA,40,NA,NA,40,40,40
Mammalia,Eulipotyphla,Nesophontidae,Nesophontes,Nesophontes_zamicrus,NA,10,NA,NA,10,10,10
Mammalia,Eulipotyphla,Solenodontidae,Solenodon,Solenodon_cubanus,650,650,788,NA,696,650,788
Mammalia,Eulipotyphla,Solenodontidae,Solenodon,Solenodon_marcanoi,764.85,230,NA,NA,497.425,497.425,764.85
Mammalia,Eulipotyphla,Solenodontidae,Solenodon,Solenodon_paradoxus,900,900,887,NA,895.6666667,900,900
Mammalia,Eulipotyphla,Soricidae,Anourosorex,Anourosorex_assamensis,20,25.2,NA,NA,22.6,22.6,25.2
Mammalia,Eulipotyphla,Soricidae,Anourosorex,Anourosorex_schmidi,20,37.2,NA,NA,28.6,28.6,37.2
Mammalia,Eulipotyphla,Soricidae,Anourosorex,Anourosorex_squamipes,20,20,20,NA,20,20,20
Mammalia,Eulipotyphla,Soricidae,Anourosorex,Anourosorex_yamashinai,20,11.4,NA,NA,15.7,15.7,20
Mammalia,Eulipotyphla,Soricidae,Blarina,Blarina_brevicauda,28,28,18.4,NA,24.8,28,28
Mammalia,Eulipotyphla,Soricidae,Blarina,Blarina_carolinensis,13.5,13.5,11.6,NA,12.86666667,13.5,13.5
Mammalia,Eulipotyphla,Soricidae,Blarina,Blarina_hylophaga,14.5,14.5,14.5,NA,14.5,14.5,14.5
Mammalia,Eulipotyphla,Soricidae,Blarinella,Blarinella_griselda,12.5,8,NA,NA,10.25,10.25,12.5
Mammalia,Eulipotyphla,Soricidae,Blarinella,Blarinella_quadraticauda,12.5,12.5,12.5,NA,12.5,12.5,12.5
Mammalia,Eulipotyphla,Soricidae,Blarinella,Blarinella_wardi,11.26,7.7,NA,NA,9.48,9.48,11.26
Mammalia,Eulipotyphla,Soricidae,Chimarrogale,Chimarrogale_hantu,55,55,55,NA,55,55,55
Mammalia,Eulipotyphla,Soricidae,Chimarrogale,Chimarrogale_himalayica,34.75,34.8,32,NA,33.85,34.75,34.8
Mammalia,Eulipotyphla,Soricidae,Chimarrogale,Chimarrogale_phaeura,31,32,NA,NA,31.5,31.5,32
Mammalia,Eulipotyphla,Soricidae,Chimarrogale,Chimarrogale_platycephalus,36.32,32,NA,NA,34.16,34.16,36.32
Mammalia,Eulipotyphla,Soricidae,Chimarrogale,Chimarrogale_styani,25.8,25.8,NA,NA,25.8,25.8,25.8
Mammalia,Eulipotyphla,Soricidae,Chimarrogale,Chimarrogale_sumatrana,27.89,30,NA,NA,28.945,28.945,30
Mammalia,Eulipotyphla,Soricidae,Chodsigoa,Chodsigoa_caovansunga,5.49,6,NA,NA,5.745,5.745,6
Mammalia,Eulipotyphla,Soricidae,Chodsigoa,Chodsigoa_hypsibia,5.49,15.2,NA,NA,10.345,10.345,15.2
Mammalia,Eulipotyphla,Soricidae,Chodsigoa,Chodsigoa_lamula,5.49,7.8,NA,NA,6.645,6.645,7.8
Mammalia,Eulipotyphla,Soricidae,Chodsigoa,Chodsigoa_parca,5.49,11.1,NA,NA,8.295,8.295,11.1
Mammalia,Eulipotyphla,Soricidae,Chodsigoa,Chodsigoa_parva,5.49,3.5,NA,NA,4.495,4.495,5.49
Mammalia,Eulipotyphla,Soricidae,Chodsigoa,Chodsigoa_salenskii,5.49,5.5,NA,NA,5.495,5.495,5.5
Mammalia,Eulipotyphla,Soricidae,Chodsigoa,Chodsigoa_smithii,5.49,14.4,NA,NA,9.945,9.945,14.4
Mammalia,Eulipotyphla,Soricidae,Chodsigoa,Chodsigoa_sodalis,5.49,4.9,NA,NA,5.195,5.195,5.49
Mammalia,Eulipotyphla,Soricidae,Congosorex,Congosorex_phillipsorum,NA,7.9,NA,NA,7.9,7.9,7.9
Mammalia,Eulipotyphla,Soricidae,Congosorex,Congosorex_polli,10.3,7.4,NA,NA,8.85,8.85,10.3
Mammalia,Eulipotyphla,Soricidae,Congosorex,Congosorex_verheyeni,9.05,7.1,NA,NA,8.075,8.075,9.05
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_abscondita,NA,NA,NA,NA,NA,NA,NA
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_aleksandrisi,10.35,10.7,NA,NA,10.525,10.525,10.7
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_allex,10.35,7,NA,NA,8.675,8.675,10.35
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_andamanensis,10.35,22.8,NA,NA,16.575,16.575,22.8
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_annamitensis,NA,NA,NA,NA,NA,NA,NA
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_ansellorum,10.35,4.6,NA,NA,7.475,7.475,10.35
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_arabica,5.86,2.8,NA,NA,4.33,4.33,5.86
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_arispa,10.42,9,NA,NA,9.71,9.71,10.42
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_armenica,10.35,8,NA,NA,9.175,9.175,10.35
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_attenuata,14.27,14.3,NA,NA,14.285,14.285,14.3
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_attila,10.35,5,NA,NA,7.675,7.675,10.35
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_baileyi,10.35,15.3,NA,NA,12.825,12.825,15.3
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_baluensis,16.9,15.5,NA,NA,16.2,16.2,16.9
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_batakorum,NA,NA,NA,NA,NA,NA,NA
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_batesi,15.5,15.5,15.8,NA,15.6,15.5,15.8
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_beatus,10.55,10.6,10.6,NA,10.58333333,10.6,10.6
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_beccarii,10.35,7,NA,NA,8.675,8.675,10.35
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_bottegi,3.5,3.5,3.5,NA,3.5,3.5,3.5
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_bottegoides,3.07,3,NA,NA,3.035,3.035,3.07
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_brunnea,10.42,14.9,NA,NA,12.66,12.66,14.9
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_buettikoferi,10.35,11,NA,NA,10.675,10.675,11
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_caliginea,10.35,8.3,NA,NA,9.325,9.325,10.35
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_canariensis,7.5,7.5,7.5,NA,7.5,7.5,7.5
Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura_caspica,10.42,10.3,NA,NA,10.36,10.36,10.42
