"","Class","Order","Family","Genus","Scientific_name","Body_mass_g_1","Body_mass_g_2","Body_mass_g_3","Body_mass_g_4","Body_mass_g_mean","Body_mass_g_median","Body_mass_g_max","Body_mass_g_M_2","Body_mass_g_M_3","Body_mass_g_M_4","Body_mass_g_M_mean","Body_mass_g_M_median","Body_mass_g_M_max","Body_mass_g_F_2","Body_mass_g_F_3","Body_mass_g_F_4","Body_mass_g_F_mean","Body_mass_g_F_median","Body_mass_g_F_max"
"17132","Aves","Accipitriformes","Accipitridae","Eutriorchis","Eutriorchis_astur",1790,NA,NA,NA,1790,1790,1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17133","Aves","Accipitriformes","Accipitridae","Gampsonyx","Gampsonyx_swainsonii",92.9,101,NA,92.9,95.6,92.9,101,95,NA,94,94.5,94.5,95,109,NA,NA,109,109,109
"17134","Aves","Accipitriformes","Accipitridae","Geranoaetus","Geranoaetus_melanoleucus",2378.62,NA,NA,2433.75,2406.185,2406.185,2433.75,NA,NA,1919.5,1919.5,1919.5,1919.5,NA,NA,2975.5,2975.5,2975.5,2975.5
"17135","Aves","Accipitriformes","Accipitridae","Geranospiza","Geranospiza_caerulescens",NA,375,NA,303,339,339,375,337,NA,279,308,308,337,388,NA,328,358,358,388
"17136","Aves","Accipitriformes","Accipitridae","Gypaetus","Gypaetus_barbatus",NA,NA,5543.75,5606.041667,5574.8958335,5574.8958335,5606.041667,NA,4912.5,5075,4993.75,4993.75,5075,NA,6175,6212.5,6193.75,6193.75,6212.5
"17137","Aves","Accipitriformes","Accipitridae","Gypohierax","Gypohierax_angolensis",NA,NA,1608.5,1600,1604.25,1604.25,1608.5,NA,1505,1505,1505,1505,1505,NA,1712,1712,1712,1712,1712
"17138","Aves","Accipitriformes","Accipitridae","Gyps","Gyps_africanus",NA,NA,NA,5442.5,5442.5,5442.5,5442.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17139","Aves","Accipitriformes","Accipitridae","Gyps","Gyps_bengalensis",NA,NA,NA,4871,4871,4871,4871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17140","Aves","Accipitriformes","Accipitridae","Gyps","Gyps_coprotheres",8176.99,NA,NA,7862,8019.495,8019.495,8176.99,NA,NA,8350,8350,8350,8350,NA,NA,8525,8525,8525,8525
"17141","Aves","Accipitriformes","Accipitridae","Gyps","Gyps_fulvus",7435.99,NA,8328.5,7436,7733.49666666667,7436,8328.5,NA,8132,8350,8241,8241,8350,NA,8525,8525,8525,8525,8525
"17142","Aves","Accipitriformes","Accipitridae","Gyps","Gyps_himalayensis",9797.95,NA,NA,10000,9898.975,9898.975,10000,NA,NA,11000,11000,11000,11000,NA,NA,9000,9000,9000,9000
"17143","Aves","Accipitriformes","Accipitridae","Gyps","Gyps_indicus",NA,NA,NA,5705,5705,5705,5705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17144","Aves","Accipitriformes","Accipitridae","Gyps","Gyps_rueppellii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17145","Aves","Accipitriformes","Accipitridae","Gyps","Gyps_tenuirostris",NA,NA,NA,5705,5705,5705,5705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17146","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus_albicilla",4729.27,NA,4793,4793,4771.75666666667,4793,4793,NA,4014,4014,4014,4014,4014,NA,5572,5572,5572,5572,5572
"17147","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus_leucocephalus",4700.58,NA,4740,4740,4726.86,4740,4740,NA,4130,4130,4130,4130,4130,NA,5350,5350,5350,5350,5350
"17148","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus_leucogaster",2827.01,NA,2865,2751.5,2814.50333333333,2827.01,2865,NA,2400,2400,2400,2400,2400,NA,3330,3330,3330,3330,3330
"17149","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus_leucoryphus",NA,NA,2807.5,2807.5,2807.5,2807.5,2807.5,NA,2527,2562,2544.5,2544.5,2562,NA,3088,3088,3088,3088,3088
"17150","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus_pelagicus",7399.99,NA,NA,7224.75,7312.37,7312.37,7399.99,NA,NA,5500,5500,5500,5500,NA,NA,7885,7885,7885,7885
"17151","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus_sanfordi",2885.92,NA,NA,2190,2537.96,2537.96,2885.92,NA,NA,1980,1980,1980,1980,NA,NA,2400,2400,2400,2400
"17152","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus_vocifer",NA,NA,NA,2806.5,2806.5,2806.5,2806.5,NA,NA,2212.75,2212.75,2212.75,2212.75,NA,NA,3400,3400,3400,3400
"17153","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus_vociferoides",NA,NA,NA,3000,3000,3000,3000,NA,NA,NA,NA,NA,NA,NA,NA,3000,3000,3000,3000
"17154","Aves","Accipitriformes","Accipitridae","Haliastur","Haliastur_indus",529,NA,NA,529,529,529,529,NA,NA,409,409,409,409,NA,NA,466,466,466,466
"17155","Aves","Accipitriformes","Accipitridae","Haliastur","Haliastur_sphenurus",752.99,NA,775,755,760.996666666667,755,775,NA,710,650,680,680,710,NA,840,845,842.5,842.5,845
"17156","Aves","Accipitriformes","Accipitridae","Hamirostra","Hamirostra_melanosternon",1196,NA,NA,1196,1196,1196,1196,NA,NA,1196,1196,1196,1196,NA,NA,NA,NA,NA,NA
"17157","Aves","Accipitriformes","Accipitridae","Harpagus","Harpagus_bidentatus",215.25,187,NA,198.5,200.25,198.5,215.25,186,NA,187,186.5,186.5,187,205,NA,255.5,230.25,230.25,255.5
"17158","Aves","Accipitriformes","Accipitridae","Harpagus","Harpagus_diodon",200,NA,NA,200,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,200,200,200,200
"17159","Aves","Accipitriformes","Accipitridae","Harpia","Harpia_harpyja",NA,3420,NA,4800,4110,4110,4800,NA,NA,4550,4550,4550,4550,3420,NA,8300,5860,5860,8300
"17160","Aves","Accipitriformes","Accipitridae","Harpyhaliaetus","Harpyhaliaetus_coronatus",2950,NA,NA,NA,2950,2950,2950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17161","Aves","Accipitriformes","Accipitridae","Harpyhaliaetus","Harpyhaliaetus_solitarius",3000,NA,NA,NA,3000,3000,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17162","Aves","Accipitriformes","Accipitridae","Harpyopsis","Harpyopsis_novaeguineae",NA,NA,NA,2000,2000,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17163","Aves","Accipitriformes","Accipitridae","Helicolestes","Helicolestes_hamatus",425.46,NA,NA,424.5,424.98,424.98,425.46,NA,NA,421.5,421.5,421.5,421.5,NA,NA,426,426,426,426
"17164","Aves","Accipitriformes","Accipitridae","Henicopernis","Henicopernis_infuscatus",730,NA,NA,NA,730,730,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17165","Aves","Accipitriformes","Accipitridae","Henicopernis","Henicopernis_longicauda",571.23,NA,NA,588.5,579.865,579.865,588.5,NA,NA,447,447,447,447,NA,NA,730,730,730,730
"17166","Aves","Accipitriformes","Accipitridae","Hieraaetus","Hieraaetus_ayresii",NA,NA,NA,909.5,909.5,909.5,909.5,NA,NA,714,714,714,714,NA,NA,909.75,909.75,909.75,909.75
"17167","Aves","Accipitriformes","Accipitridae","Hieraaetus","Hieraaetus_morphnoides",NA,NA,791,791,791,791,791,NA,633,633,633,633,633,NA,949,949,949,949,949
"17168","Aves","Accipitriformes","Accipitridae","Hieraaetus","Hieraaetus_pennatus",NA,NA,842,842,842,842,842,NA,709,705,707,707,709,NA,975,975,975,975,975
"17169","Aves","Accipitriformes","Accipitridae","Hieraaetus","Hieraaetus_spilogaster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17170","Aves","Accipitriformes","Accipitridae","Hieraaetus","Hieraaetus_weiskei",NA,NA,NA,791,791,791,791,NA,NA,633,633,633,633,NA,NA,949,949,949,949
"17171","Aves","Accipitriformes","Accipitridae","Ichthyophaga","Ichthyophaga_humilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17172","Aves","Accipitriformes","Accipitridae","Ichthyophaga","Ichthyophaga_ichthyaetus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17173","Aves","Accipitriformes","Accipitridae","Ictinaetus","Ictinaetus_malayensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17174","Aves","Accipitriformes","Accipitridae","Ictinia","Ictinia_mississippiensis",276.03,NA,278,281,278.343333333333,278,281,NA,245,245,245,245,245,NA,311,311,311,311,311
"17175","Aves","Accipitriformes","Accipitridae","Ictinia","Ictinia_plumbea",249.9,288,247,245.25,257.5375,248.45,288,298,239,241,259.333333333333,241,298,300,255,256.5,270.5,256.5,300
"17176","Aves","Accipitriformes","Accipitridae","Kaupifalco","Kaupifalco_monogrammicus",NA,NA,275.5,278,276.75,276.75,278,NA,241,244.25,242.625,242.625,244.25,NA,310,310,310,310,310
"17177","Aves","Accipitriformes","Accipitridae","Leptodon","Leptodon_cayanensis",474,NA,NA,474,474,474,474,NA,NA,261,261,261,261,NA,NA,268,268,268,268
"17178","Aves","Accipitriformes","Accipitridae","Leptodon","Leptodon_forbesi",577,NA,NA,576,576.5,576.5,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17179","Aves","Accipitriformes","Accipitridae","Leucopternis","Leucopternis_albicollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17180","Aves","Accipitriformes","Accipitridae","Leucopternis","Leucopternis_kuhli",NA,NA,NA,322.5,322.5,322.5,322.5,NA,NA,322.25,322.25,322.25,322.25,NA,NA,385,385,385,385
"17181","Aves","Accipitriformes","Accipitridae","Leucopternis","Leucopternis_lacernulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17182","Aves","Accipitriformes","Accipitridae","Leucopternis","Leucopternis_melanops",NA,NA,NA,312.5,312.5,312.5,312.5,NA,NA,312,312,312,312,NA,NA,341.5,341.5,341.5,341.5
"17183","Aves","Accipitriformes","Accipitridae","Leucopternis","Leucopternis_occidentalis",NA,NA,NA,656,656,656,656,NA,NA,626.5,626.5,626.5,626.5,NA,NA,779,779,779,779
"17184","Aves","Accipitriformes","Accipitridae","Leucopternis","Leucopternis_plumbeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17185","Aves","Accipitriformes","Accipitridae","Leucopternis","Leucopternis_polionotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17186","Aves","Accipitriformes","Accipitridae","Leucopternis","Leucopternis_princeps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17187","Aves","Accipitriformes","Accipitridae","Leucopternis","Leucopternis_schistaceus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17188","Aves","Accipitriformes","Accipitridae","Leucopternis","Leucopternis_semiplumbeus",NA,335,NA,287.5,311.25,311.25,335,NA,NA,250,250,250,250,335,NA,325,330,330,335
"17189","Aves","Accipitriformes","Accipitridae","Lophaetus","Lophaetus_occipitalis",1067,NA,1291.25,1179.125,1179.125,1179.125,1291.25,NA,1137.5,1137.75,1137.625,1137.625,1137.75,NA,1445,1445,1445,1445,1445
"17190","Aves","Accipitriformes","Accipitridae","Lophoictinia","Lophoictinia_isura",579.37,NA,NA,585.5,582.435,582.435,585.5,NA,NA,501,501,501,501,NA,NA,670,670,670,670
"17191","Aves","Accipitriformes","Accipitridae","Lophotriorchis","Lophotriorchis_kienerii",799,NA,NA,815.5,807.25,807.25,815.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17192","Aves","Accipitriformes","Accipitridae","Macheiramphus","Macheiramphus_alcinus",650,NA,NA,650,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17193","Aves","Accipitriformes","Accipitridae","Megatriorchis","Megatriorchis_doriae",850.28,NA,NA,1000,925.14,925.14,1000,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000
"17194","Aves","Accipitriformes","Accipitridae","Melierax","Melierax_canorus",NA,NA,636,636,636,636,636,NA,548,548,548,548,548,NA,724,724,724,724,724
"17195","Aves","Accipitriformes","Accipitridae","Melierax","Melierax_gabar",NA,NA,NA,155.5,155.5,155.5,155.5,NA,NA,107,107,107,107,NA,NA,204,204,204,204
"17196","Aves","Accipitriformes","Accipitridae","Melierax","Melierax_metabates",NA,NA,758.5,758.5,758.5,758.5,758.5,NA,670.5,670.75,670.625,670.625,670.75,NA,846.5,846.75,846.625,846.625,846.75
"17197","Aves","Accipitriformes","Accipitridae","Melierax","Melierax_poliopterus",NA,NA,NA,636,636,636,636,NA,NA,548,548,548,548,NA,NA,724,724,724,724
"17198","Aves","Accipitriformes","Accipitridae","Milvus","Milvus_migrans",734.1,NA,828.5,828.5,797.033333333333,828.5,828.5,NA,807,807,807,807,807,NA,850,850,850,850,850
"17199","Aves","Accipitriformes","Accipitridae","Milvus","Milvus_milvus",1071.77,NA,1121.9,1090,1094.55666666667,1090,1121.9,NA,1012,938.5,975.25,975.25,1012,NA,1231.8,1216,1223.9,1223.9,1231.8
"17200","Aves","Accipitriformes","Accipitridae","Morphnus","Morphnus_guianensis",NA,2188,NA,1750,1969,1969,2188,NA,NA,NA,NA,NA,NA,2188,NA,1750,1969,1969,2188
"17201","Aves","Accipitriformes","Accipitridae","Necrosyrtes","Necrosyrtes_monachus",NA,NA,NA,2075,2075,2075,2075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17202","Aves","Accipitriformes","Accipitridae","Neophron","Neophron_percnopterus",NA,NA,1977,2039.333333,2008.1666665,2008.1666665,2039.333333,NA,1928,1964.5,1946.25,1946.25,1964.5,NA,2026,2063,2044.5,2044.5,2063
"17203","Aves","Accipitriformes","Accipitridae","Nisaetus","Nisaetus_alboniger",NA,NA,NA,830,830,830,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17204","Aves","Accipitriformes","Accipitridae","Nisaetus","Nisaetus_bartelsi",1391.37,NA,NA,NA,1391.37,1391.37,1391.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17205","Aves","Accipitriformes","Accipitridae","Nisaetus","Nisaetus_cirrhatus",NA,NA,NA,1585,1585,1585,1585,NA,NA,1360,1360,1360,1360,NA,NA,1592.5,1592.5,1592.5,1592.5
"17206","Aves","Accipitriformes","Accipitridae","Nisaetus","Nisaetus_floris",NA,NA,NA,1585,1585,1585,1585,NA,NA,1360,1360,1360,1360,NA,NA,1592.5,1592.5,1592.5,1592.5
"17207","Aves","Accipitriformes","Accipitridae","Nisaetus","Nisaetus_lanceolatus",1391.37,NA,NA,NA,1391.37,1391.37,1391.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17208","Aves","Accipitriformes","Accipitridae","Nisaetus","Nisaetus_nanus",464,NA,NA,560,512,512,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17209","Aves","Accipitriformes","Accipitridae","Nisaetus","Nisaetus_nipalensis",NA,NA,NA,3000,3000,3000,3000,NA,NA,2650,2650,2650,2650,NA,NA,3362.5,3362.5,3362.5,3362.5
"17210","Aves","Accipitriformes","Accipitridae","Nisaetus","Nisaetus_philippensis",1168,NA,NA,1168,1168,1168,1168,NA,NA,NA,NA,NA,NA,NA,NA,1168,1168,1168,1168
"17211","Aves","Accipitriformes","Accipitridae","Pandion","Pandion_haliaetus",NA,1166,1527.5,1527.5,1407,1527.5,1527.5,1200,1428,1428,1352,1428,1428,1450,1627,1627,1568,1627,1627
"17212","Aves","Accipitriformes","Accipitridae","Parabuteo","Parabuteo_unicinctus",NA,NA,843.7,939.63,891.665,891.665,939.63,NA,689.7,715,702.35,702.35,715,NA,997.7,1026.375,1012.0375,1012.0375,1026.375
"17213","Aves","Accipitriformes","Accipitridae","Pernis","Pernis_apivorus",754.37,NA,762.5,762.5,759.79,762.5,762.5,NA,734,709,721.5,721.5,734,NA,791,811.5,801.25,801.25,811.5
"17214","Aves","Accipitriformes","Accipitridae","Pernis","Pernis_celebensis",721.99,NA,NA,722,721.995,721.995,722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17215","Aves","Accipitriformes","Accipitridae","Pernis","Pernis_ptilorhyncus",1141.13,NA,NA,NA,1141.13,1141.13,1141.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17216","Aves","Accipitriformes","Accipitridae","Pithecophaga","Pithecophaga_jefferyi",NA,NA,NA,5325,5325,5325,5325,NA,NA,4557,4557,4557,4557,NA,NA,6000,6000,6000,6000
"17217","Aves","Accipitriformes","Accipitridae","Polemaetus","Polemaetus_bellicosus",3964.54,NA,5100,4706.75,4590.43,4706.75,5100,NA,5100,4162.5,4631.25,4631.25,5100,NA,NA,4952,4952,4952,4952
"17218","Aves","Accipitriformes","Accipitridae","Polyboroides","Polyboroides_radiatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17219","Aves","Accipitriformes","Accipitridae","Polyboroides","Polyboroides_typus",NA,NA,637.5,637.5,637.5,637.5,637.5,NA,564,564,564,564,564,NA,711,711,711,711,711
"17220","Aves","Accipitriformes","Accipitridae","Rostrhamus","Rostrhamus_sociabilis",366.94,332,420,382.5833333,375.380833325,374.76166665,420,297,394,351.5,347.5,351.5,394,367,446,400,404.333333333333,400,446
"17221","Aves","Accipitriformes","Accipitridae","Sagittarius","Sagittarius_serpentarius",NA,NA,3607,3900,3753.5,3753.5,3900,NA,3809,3809,3809,3809,3809,NA,3405,3405,3405,3405,3405
"17222","Aves","Accipitriformes","Accipitridae","Sarcogyps","Sarcogyps_calvus",4469.89,NA,NA,4550,4509.945,4509.945,4550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17223","Aves","Accipitriformes","Accipitridae","Spilornis","Spilornis_cheela",597.74,NA,NA,800,698.87,698.87,800,NA,NA,420,420,420,420,NA,NA,565,565,565,565
"17224","Aves","Accipitriformes","Accipitridae","Spilornis","Spilornis_elgini",895,NA,NA,NA,895,895,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17225","Aves","Accipitriformes","Accipitridae","Spilornis","Spilornis_holospilus",705,NA,NA,765.25,735.125,735.125,765.25,NA,NA,420,420,420,420,NA,NA,565,565,565,565
"17226","Aves","Accipitriformes","Accipitridae","Spilornis","Spilornis_kinabaluensis",938.66,NA,NA,800,869.33,869.33,938.66,NA,NA,420,420,420,420,NA,NA,565,565,565,565
"17227","Aves","Accipitriformes","Accipitridae","Spilornis","Spilornis_klossi",938.66,NA,NA,800,869.33,869.33,938.66,NA,NA,420,420,420,420,NA,NA,565,565,565,565
"17228","Aves","Accipitriformes","Accipitridae","Spilornis","Spilornis_rufipectus",938.66,NA,NA,800,869.33,869.33,938.66,NA,NA,420,420,420,420,NA,NA,565,565,565,565
"17229","Aves","Accipitriformes","Accipitridae","Spizaetus","Spizaetus_isidori",NA,2561,NA,NA,2561,2561,2561,1600,NA,NA,1600,1600,1600,4000,NA,NA,4000,4000,4000
"17230","Aves","Accipitriformes","Accipitridae","Spizaetus","Spizaetus_melanoleucus",850,NA,NA,807.5,828.75,828.75,850,NA,NA,765,765,765,765,NA,NA,NA,NA,NA,NA
"17231","Aves","Accipitriformes","Accipitridae","Spizaetus","Spizaetus_ornatus",NA,NA,1237.5,1214.75,1226.125,1226.125,1237.5,NA,1035,1017,1026,1026,1035,NA,1440,1410.5,1425.25,1425.25,1440
"17232","Aves","Accipitriformes","Accipitridae","Spizaetus","Spizaetus_tyrannus",NA,640,NA,1067.25,853.625,853.625,1067.25,NA,NA,904,904,904,904,NA,NA,1122,1122,1122,1122
"17233","Aves","Accipitriformes","Accipitridae","Stephanoaetus","Stephanoaetus_coronatus",NA,NA,3637,3643.75,3640.375,3640.375,3643.75,NA,3760,3760,3760,3760,3760,NA,3514,3757,3635.5,3635.5,3757
"17234","Aves","Accipitriformes","Accipitridae","Terathopius","Terathopius_ecaudatus",2200,NA,2250,2278.166667,2242.72222233333,2250,2278.166667,NA,2250,2250,2250,2250,2250,NA,NA,2439,2439,2439,2439
"17235","Aves","Accipitriformes","Accipitridae","Torgos","Torgos_tracheliotos",6969,NA,NA,6800,6884.5,6884.5,6969,NA,NA,6800,6800,6800,6800,NA,NA,6575,6575,6575,6575
"17236","Aves","Accipitriformes","Accipitridae","Trigonoceps","Trigonoceps_occipitalis",3016,NA,NA,3828.5,3422.25,3422.25,3828.5,NA,NA,3813,3813,3813,3813,NA,NA,4675,4675,4675,4675
"17237","Aves","Accipitriformes","Accipitridae","Urotriorchis","Urotriorchis_macrourus",NA,NA,491.5,492,491.75,491.75,492,NA,491.5,492,491.75,491.75,492,NA,NA,NA,NA,NA,NA
"17238","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes_aura",1518.24,1228,1507.5,1776,1507.435,1512.87,1776,1250,1426,1426,1367.33333333333,1426,1426,1270,1589,1811,1556.66666666667,1589,1811
"17239","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes_burrovianus",935,850,NA,1046,943.666666666667,935,1046,908,NA,NA,908,908,908,733,NA,NA,733,733,733
"17240","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes_melambrotus",1373,1451,NA,1344,1389.33333333333,1373,1451,NA,NA,NA,NA,NA,NA,1560,NA,NA,1560,1560,1560
"17241","Aves","Accipitriformes","Cathartidae","Coragyps","Coragyps_atratus",1881.69,1263,2097.25,2080.5,1830.61,1981.095,2097.25,1263,2159,2065,1829,2065,2159,NA,2035.5,2103.75,2069.625,2069.625,2103.75
"17242","Aves","Accipitriformes","Cathartidae","Gymnogyps","Gymnogyps_californianus",8442.74,NA,8450,8800,8564.24666666667,8450,8800,NA,8800,8800,8800,8800,8800,NA,8100,8100,8100,8100,8100
"17243","Aves","Accipitriformes","Cathartidae","Sarcoramphus","Sarcoramphus_papa",3400,4083,NA,3402.5,3628.5,3402.5,4083,4125,NA,NA,4125,4125,4125,4000,NA,NA,4000,4000,4000
"17244","Aves","Accipitriformes","Cathartidae","Vultur","Vultur_gryphus",11236.1,5180,NA,10500,8972.03333333333,10500,11236.1,NA,NA,12125,12125,12125,12125,5180,NA,10100,7640,7640,10100
"17245","Aves","Anseriformes","Anatidae","Aix","Aix_galericulata",567.04,NA,570,560,565.68,567.04,570,NA,628,628,628,628,628,NA,512,512,512,512,512
"17246","Aves","Anseriformes","Anatidae","Aix","Aix_sponsa",657.59,NA,675.5,657.5,663.53,657.59,675.5,NA,680,680,680,680,680,NA,671,637,654,654,671
"17247","Aves","Anseriformes","Anatidae","Alopochen","Alopochen_aegyptiaca",NA,NA,NA,1900,1900,1900,1900,NA,NA,1974,1974,1974,1974,NA,NA,1650,1650,1650,1650
"17248","Aves","Anseriformes","Anatidae","Amazonetta","Amazonetta_brasiliensis",499.99,452,400,400,437.9975,426,499.99,440,430,430,433.333333333333,430,440,459,370,370,399.666666666667,370,459
"17249","Aves","Anseriformes","Anatidae","Anas","Anas_acuta",944.62,NA,945.5,872.25,920.79,944.62,945.5,NA,1025,930,977.5,977.5,1025,NA,866,861.75,863.875,863.875,866
"17250","Aves","Anseriformes","Anatidae","Anas","Anas_americana",NA,NA,793.5,786,789.75,789.75,793.5,NA,821,792,806.5,806.5,821,NA,766,710,738,738,766
"17251","Aves","Anseriformes","Anatidae","Anas","Anas_andium",NA,381,NA,420.25,400.625,400.625,420.25,537,NA,439.5,488.25,488.25,537,350,NA,394,372,372,394
"17252","Aves","Anseriformes","Anatidae","Anas","Anas_aucklandica",499.09,NA,465.5,493.25,485.946666666667,493.25,499.09,NA,521,521,521,521,521,NA,410,410,410,410,410
"17253","Aves","Anseriformes","Anatidae","Anas","Anas_bahamensis",489.97,492,536,532.5,512.6175,512.25,536,NA,503,518.25,510.625,510.625,518.25,NA,569,543.25,556.125,556.125,569
"17254","Aves","Anseriformes","Anatidae","Anas","Anas_bernieri",378.48,NA,362,362.5,367.66,362.5,378.48,NA,380,380,380,380,380,NA,344,359.5,351.75,351.75,359.5
"17255","Aves","Anseriformes","Anatidae","Anas","Anas_capensis",NA,NA,399.5,403.3333333,401.41666665,401.41666665,403.3333333,NA,419,419,419,419,419,NA,380,380,380,380,380
"17256","Aves","Anseriformes","Anatidae","Anas","Anas_castanea",624.01,NA,638,590,617.336666666667,624.01,638,NA,683,671.5,677.25,677.25,683,NA,593,591.5,592.25,592.25,593
"17257","Aves","Anseriformes","Anatidae","Anas","Anas_chlorotis",NA,NA,NA,500,500,500,500,NA,NA,521,521,521,521,NA,NA,410,410,410,410
"17258","Aves","Anseriformes","Anatidae","Anas","Anas_clypeata",612.56,NA,613,613,612.853333333333,613,613,NA,636,636,636,636,636,NA,590,590,590,590,590
"17259","Aves","Anseriformes","Anatidae","Anas","Anas_crecca",341.89,NA,315,343.8,333.563333333333,341.89,343.8,NA,322,358.6666667,340.33333335,340.33333335,358.6666667,NA,308,323.5,315.75,315.75,323.5
