id,Order,Family,Genus,Species,Fos,Ter,Aqu,Arb,Leaves,Flowers,Seeds,Fruits,Arthro,Vert,Diu,Noc,Crepu,Wet_warm,Wet_cold,Dry_warm,Dry_cold,Body_mass_g,Age_at_maturity_min_y,Age_at_maturity_max_y,Body_size_mm,Size_at_maturity_min_mm,Size_at_maturity_max_mm,Longevity_max_y,Litter_size_min_n,Litter_size_max_n,Reproductive_output_y,Offspring_size_min_mm,Offspring_size_max_mm,Dir,Lar,Viv,OBS
Anf5769,Anura,Strabomantidae,Pristimantis,Pristimantis_ortizi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5770,Anura,Strabomantidae,Pristimantis,Pristimantis_padrecarlosi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5771,Anura,Strabomantidae,Pristimantis,Pristimantis_paisa,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5772,Anura,Strabomantidae,Pristimantis,Pristimantis_palmeri,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5773,Anura,Strabomantidae,Pristimantis,Pristimantis_paramerus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5774,Anura,Strabomantidae,Pristimantis,Pristimantis_pardalinus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5775,Anura,Strabomantidae,Pristimantis,Pristimantis_pardalis,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,34.1,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5776,Anura,Strabomantidae,Pristimantis,Pristimantis_parectatus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5777,Anura,Strabomantidae,Pristimantis,Pristimantis_parvillus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25.9,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5778,Anura,Strabomantidae,Pristimantis,Pristimantis_pastazensis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5779,Anura,Strabomantidae,Pristimantis,Pristimantis_pataikos,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5780,Anura,Strabomantidae,Pristimantis,Pristimantis_paululus,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,5,5,1,2,2,1,0,0,NA
Anf5781,Anura,Strabomantidae,Pristimantis,Pristimantis_pecki,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5782,Anura,Strabomantidae,Pristimantis,Pristimantis_pedimontanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5783,Anura,Strabomantidae,Pristimantis,Pristimantis_penelopus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5784,Anura,Strabomantidae,Pristimantis,Pristimantis_peraticus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5785,Anura,Strabomantidae,Pristimantis,Pristimantis_percnopterus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,25.9,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5786,Anura,Strabomantidae,Pristimantis,Pristimantis_percultus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5787,Anura,Strabomantidae,Pristimantis,Pristimantis_permixtus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5788,Anura,Strabomantidae,Pristimantis,Pristimantis_peruvianus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,5.8,NA,NA,46,NA,NA,NA,38,43,1,3.5,3.5,1,0,0,NA
Anf5789,Anura,Strabomantidae,Pristimantis,Pristimantis_petersi,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf5790,Anura,Strabomantidae,Pristimantis,Pristimantis_petrobardus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35.3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5791,Anura,Strabomantidae,Pristimantis,Pristimantis_phalaroinguinis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5792,Anura,Strabomantidae,Pristimantis,Pristimantis_phalarus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5793,Anura,Strabomantidae,Pristimantis,Pristimantis_pharangobates,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf5794,Anura,Strabomantidae,Pristimantis,Pristimantis_philipi,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5795,Anura,Strabomantidae,Pristimantis,Pristimantis_phoxocephalus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,38.4,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5796,Anura,Strabomantidae,Pristimantis,Pristimantis_phragmipleuron,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5797,Anura,Strabomantidae,Pristimantis,Pristimantis_piceus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5798,Anura,Strabomantidae,Pristimantis,Pristimantis_pinguis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5799,Anura,Strabomantidae,Pristimantis,Pristimantis_pirrensis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5800,Anura,Strabomantidae,Pristimantis,Pristimantis_platychilus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5801,Anura,Strabomantidae,Pristimantis,Pristimantis_platydactylus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5802,Anura,Strabomantidae,Pristimantis,Pristimantis_pleurostriatus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5803,Anura,Strabomantidae,Pristimantis,Pristimantis_polemistes,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5804,Anura,Strabomantidae,Pristimantis,Pristimantis_polychrus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5805,Anura,Strabomantidae,Pristimantis,Pristimantis_prolatus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5806,Anura,Strabomantidae,Pristimantis,Pristimantis_prolixodiscus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5807,Anura,Strabomantidae,Pristimantis,Pristimantis_proserpens,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5808,Anura,Strabomantidae,Pristimantis,Pristimantis_pruinatus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5809,Anura,Strabomantidae,Pristimantis,Pristimantis_pseudoacuminatus,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,23,NA,NA,NA,4,11,1,3,3.5,1,0,0,NA
Anf5810,Anura,Strabomantidae,Pristimantis,Pristimantis_pteridophilus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,33.9,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5811,Anura,Strabomantidae,Pristimantis,Pristimantis_ptochus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5812,Anura,Strabomantidae,Pristimantis,Pristimantis_pugnax,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,33.2,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5813,Anura,Strabomantidae,Pristimantis,Pristimantis_pulvinatus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5814,Anura,Strabomantidae,Pristimantis,Pristimantis_pycnodermis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5815,Anura,Strabomantidae,Pristimantis,Pristimantis_pyrrhomerus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5816,Anura,Strabomantidae,Pristimantis,Pristimantis_quantus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5817,Anura,Strabomantidae,Pristimantis,Pristimantis_quaquaversus,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,31.2,NA,NA,NA,22,22,1,3,3,1,0,0,NA
Anf5818,Anura,Strabomantidae,Pristimantis,Pristimantis_quinquagesimus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,40.1,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5819,Anura,Strabomantidae,Pristimantis,Pristimantis_racemus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5820,Anura,Strabomantidae,Pristimantis,Pristimantis_reclusas,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5821,Anura,Strabomantidae,Pristimantis,Pristimantis_reichlei,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf5822,Anura,Strabomantidae,Pristimantis,Pristimantis_renjiforum,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5823,Anura,Strabomantidae,Pristimantis,Pristimantis_repens,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5824,Anura,Strabomantidae,Pristimantis,Pristimantis_restrepoi,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5825,Anura,Strabomantidae,Pristimantis,Pristimantis_reticulatus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5826,Anura,Strabomantidae,Pristimantis,Pristimantis_rhabdocnemus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5827,Anura,Strabomantidae,Pristimantis,Pristimantis_rhabdolaemus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5828,Anura,Strabomantidae,Pristimantis,Pristimantis_rhigophilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf5829,Anura,Strabomantidae,Pristimantis,Pristimantis_rhodoplichus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5830,Anura,Strabomantidae,Pristimantis,Pristimantis_rhodostichus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5831,Anura,Strabomantidae,Pristimantis,Pristimantis_ridens,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5832,Anura,Strabomantidae,Pristimantis,Pristimantis_rivasi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf5833,Anura,Strabomantidae,Pristimantis,Pristimantis_riveroi,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5834,Anura,Strabomantidae,Pristimantis,Pristimantis_riveti,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5835,Anura,Strabomantidae,Pristimantis,Pristimantis_rosadoi,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25.7,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5836,Anura,Strabomantidae,Pristimantis,Pristimantis_roseus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5837,Anura,Strabomantidae,Pristimantis,Pristimantis_royi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf5838,Anura,Strabomantidae,Pristimantis,Pristimantis_rozei,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5839,Anura,Strabomantidae,Pristimantis,Pristimantis_rubicundus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,51.2,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5840,Anura,Strabomantidae,Pristimantis,Pristimantis_ruedai,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5841,Anura,Strabomantidae,Pristimantis,Pristimantis_rufioculis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5842,Anura,Strabomantidae,Pristimantis,Pristimantis_ruidus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5843,Anura,Strabomantidae,Pristimantis,Pristimantis_ruthveni,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5844,Anura,Strabomantidae,Pristimantis,Pristimantis_sagittulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf5845,Anura,Strabomantidae,Pristimantis,Pristimantis_salaputium,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5846,Anura,Strabomantidae,Pristimantis,Pristimantis_saltissimus,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5847,Anura,Strabomantidae,Pristimantis,Pristimantis_samaipatae,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5848,Anura,Strabomantidae,Pristimantis,Pristimantis_sanctaemartae,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5849,Anura,Strabomantidae,Pristimantis,Pristimantis_sanguineus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5850,Anura,Strabomantidae,Pristimantis,Pristimantis_sarisarinama,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf5851,Anura,Strabomantidae,Pristimantis,Pristimantis_satagius,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5852,Anura,Strabomantidae,Pristimantis,Pristimantis_savagei,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5853,Anura,Strabomantidae,Pristimantis,Pristimantis_schultei,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5854,Anura,Strabomantidae,Pristimantis,Pristimantis_scitulus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5855,Anura,Strabomantidae,Pristimantis,Pristimantis_scoloblepharus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5856,Anura,Strabomantidae,Pristimantis,Pristimantis_scolodiscus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5857,Anura,Strabomantidae,Pristimantis,Pristimantis_scopaeus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Anf5858,Anura,Strabomantidae,Pristimantis,Pristimantis_seorsus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf5859,Anura,Strabomantidae,Pristimantis,Pristimantis_serendipitus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,21.2,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5860,Anura,Strabomantidae,Pristimantis,Pristimantis_shrevei,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5861,Anura,Strabomantidae,Pristimantis,Pristimantis_signifer,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5862,Anura,Strabomantidae,Pristimantis,Pristimantis_silverstonei,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5863,Anura,Strabomantidae,Pristimantis,Pristimantis_simonbolivari,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5864,Anura,Strabomantidae,Pristimantis,Pristimantis_simonsii,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5865,Anura,Strabomantidae,Pristimantis,Pristimantis_simoteriscus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5866,Anura,Strabomantidae,Pristimantis,Pristimantis_simoterus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5867,Anura,Strabomantidae,Pristimantis,Pristimantis_siopelus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5868,Anura,Strabomantidae,Pristimantis,Pristimantis_skydmainos,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4,NA,NA,NA,11,25,1,NA,NA,1,0,0,NA
Anf5869,Anura,Strabomantidae,Pristimantis,Pristimantis_sobetes,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,41.3,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5870,Anura,Strabomantidae,Pristimantis,Pristimantis_spectabilis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf5871,Anura,Strabomantidae,Pristimantis,Pristimantis_spilogaster,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Anf5872,Anura,Strabomantidae,Pristimantis,Pristimantis_spinosus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
