Class,Order,Family,Species,Average weight (gr) (Species),SD (gr) (Species),n (Species),Average weight (gr) (Female),SD (gr) (Female),n (Female),Average weight (gr) (Male),SD (gr) (Male),n (Male),Average weight (gr) (Undetermined),SD (gr) (Undeterminated),n (Undeterminated)
Aves,Passeriformes,Thraupidae,Diglossa_sittoides,9,1,39,9,1,26,9,1,10,10,0,3
Aves,Passeriformes,Thraupidae,Diglossa_glauca,12,0,4,12,0,1,12,0,3,,,
Aves,Passeriformes,Thraupidae,Diglossa_caerulescens,14,1,47,14,2,14,14,1,11,14,1,22
Aves,Passeriformes,Thraupidae,Diglossa_cyanea,16,2,130,15,2,27,17,2,41,16,1,62
Aves,Passeriformes,Thraupidae,Haplospiza_rustica,16,2,24,17,2,10,15,1,12,18,0,2
Aves,Passeriformes,Thraupidae,Volatinia_jacarina,9,1,139,9,1,51,9,1,76,9,1,12
Aves,Passeriformes,Thraupidae,Creurgops_verticalis,22,1,6,22,0,1,22,1,4,21,0,1
Aves,Passeriformes,Thraupidae,Loriotus_cristatus,17,0,3,17,0,1,17,1,2,,,
Aves,Passeriformes,Thraupidae,Loriotus_luctuosus,13,1,30,13,1,9,13,1,17,14,1,4
Aves,Passeriformes,Thraupidae,Tachyphonus_surinamus,18,1,5,19,1,4,18,0,1,,,
Aves,Passeriformes,Thraupidae,Tachyphonus_delatrii,19,2,151,18,2,59,21,2,83,18,1,9
Aves,Passeriformes,Thraupidae,Tachyphonus_rufus,35,2,70,35,2,24,35,2,43,35,3,3
Aves,Passeriformes,Thraupidae,Tachyphonus_phoenicius,18,2,9,17,3,4,18,2,5,,,
Aves,Passeriformes,Thraupidae,Eucometis_penicillata,30,2,216,30,3,29,28,2,35,30,2,152
Aves,Passeriformes,Thraupidae,Coryphospingus_pileatus,16,1,10,17,1,6,15,1,3,15,0,1
Aves,Passeriformes,Thraupidae,Ramphocelus_nigrogularis,25,0,1,,,,25,0,1,,,
Aves,Passeriformes,Thraupidae,Ramphocelus_dimidiatus,26,2,312,25,2,96,26,1,190,25,2,26
Aves,Passeriformes,Thraupidae,Ramphocelus_carbo,24,3,64,24,3,22,24,3,38,26,2,4
Aves,Passeriformes,Thraupidae,Ramphocelus_flammigerus,36,3,39,33,2,13,37,3,23,38,2,3
Aves,Passeriformes,Thraupidae,Lanio_fulvus,30,0,1,,,,30,0,1,,,
Aves,Passeriformes,Thraupidae,Cyanerpes_nitidus,10,1,2,,,,9,0,1,11,0,1
Aves,Passeriformes,Thraupidae,Cyanerpes_caeruleus,11,1,46,11,1,21,11,1,20,11,1,5
Aves,Passeriformes,Thraupidae,Cyanerpes_cyaneus,14,1,14,14,1,8,14,1,6,,,
Aves,Passeriformes,Thraupidae,Tersina_viridis,26,2,78,27,2,29,25,1,47,26,0,2
Aves,Passeriformes,Thraupidae,Dacnis_albiventris,30,0,1,,,,30,0,1,,,
Aves,Passeriformes,Thraupidae,Dacnis_lineata,10,0,1,,,,,,,10,0,1
Aves,Passeriformes,Thraupidae,Dacnis_hartlaubi,14,0,1,,,,,,,14,0,1
Aves,Passeriformes,Thraupidae,Dacnis_venusta,14,0,1,14,0,1,,,,,,
Aves,Passeriformes,Thraupidae,Dacnis_cayana,14,3,14,14,1,3,14,3,11,,,
Aves,Passeriformes,Thraupidae,Dacnis_viguieri,13,0,1,,,,13,0,1,,,
Aves,Passeriformes,Thraupidae,Sporophila_bouvronides,10,0,2,,,,10,0,2,,,
Aves,Passeriformes,Thraupidae,Sporophila_lineola,9,1,5,9,1,4,10,0,1,,,
Aves,Passeriformes,Thraupidae,Sporophila_minuta,8,1,41,8,1,8,8,1,28,9,2,5
Aves,Passeriformes,Thraupidae,Sporophila_funerea,12,1,87,12,1,43,12,1,29,12,1,15
Aves,Passeriformes,Thraupidae,Sporophila_angolensis,12,1,38,12,1,13,12,1,22,13,1,3
Aves,Passeriformes,Thraupidae,Sporophila_crassirostris,19,3,12,20,4,5,17,2,5,19,4,2
Aves,Passeriformes,Thraupidae,Sporophila_corvina,11,1,14,11,1,7,11,1,7,,,
Aves,Passeriformes,Thraupidae,Sporophila_intermedia,11,2,49,11,2,26,11,1,20,11,1,3
Aves,Passeriformes,Thraupidae,Sporophila_fringilloides,12,2,2,,,,12,2,2,,,
Aves,Passeriformes,Thraupidae,Sporophila_luctuosa,12,2,7,12,2,4,13,1,3,,,
Aves,Passeriformes,Thraupidae,Sporophila_nigricollis,10,1,190,10,2,78,9,1,87,10,1,25
Aves,Passeriformes,Thraupidae,Sporophila_schistacea,12,1,15,11,1,5,12,1,9,13,0,1
Aves,Passeriformes,Thraupidae,Sporophila_plumbea,11,0,1,,,,11,0,1,,,
Aves,Passeriformes,Thraupidae,Saltator_maximus,42,2,159,42,3,8,43,2,25,42,2,126
Aves,Passeriformes,Thraupidae,Saltator_atripennis,54,4,7,,,,54,4,2,54,3,5
Aves,Passeriformes,Thraupidae,Saltator_orenocensis,24,0,1,,,,24,0,1,,,
Aves,Passeriformes,Thraupidae,Saltator_coerulescens,51,3,19,52,0,1,49,3,6,52,3,12
Aves,Passeriformes,Thraupidae,Saltator_striatipectus,38,3,117,39,2,11,39,2,16,37,3,90
Aves,Passeriformes,Thraupidae,Saltator_cinctus,63,8,2,63,8,2,,,,,,
Aves,Passeriformes,Thraupidae,Saltator_grossus,49,2,4,52,0,1,48,2,3,,,
Aves,Passeriformes,Thraupidae,Emberizoides_herbicola,24,3,10,24,2,4,25,3,4,22,2,2
Aves,Passeriformes,Thraupidae,Pseudospingus_verticalis,16,2,13,16,2,6,15,2,4,15,2,3
Aves,Passeriformes,Thraupidae,Cnemoscopus_rubrirostris,21,4,5,20,2,4,27,0,1,,,
Aves,Passeriformes,Thraupidae,Kleinothraupis_atropileus,23,3,59,22,3,17,24,2,21,25,3,21
Aves,Passeriformes,Thraupidae,Sphenopsis_frontalis,18,2,77,18,2,9,18,1,24,18,2,44
Aves,Passeriformes,Thraupidae,Sphenopsis_melanotis,64,74,25,16,3,6,18,1,7,114,81,12
Aves,Passeriformes,Thraupidae,Thlypopsis_sordida,15,0,1,,,,15,0,1,,,
Aves,Passeriformes,Thraupidae,Thlypopsis_superciliaris,15,1,10,14,0,1,15,1,6,16,1,3
Aves,Passeriformes,Thraupidae,Urothraupis_stolzmanni,24,0,2,24,0,1,24,0,1,,,
Aves,Passeriformes,Thraupidae,Coereba_flaveola,9,1,124,9,1,18,9,1,31,9,1,75
Aves,Passeriformes,Thraupidae,Tiaris_olivaceus,10,1,72,9,1,25,10,1,43,10,1,4
Aves,Passeriformes,Thraupidae,Asemospiza_obscura,11,1,266,11,1,6,11,0,5,11,1,255
Aves,Passeriformes,Thraupidae,Asemospiza_fuliginosa,13,1,15,13,1,3,13,1,9,13,0,3
Aves,Passeriformes,Thraupidae,Melanospiza_bicolor,12,1,6,11,1,2,11,1,3,13,0,1
Aves,Passeriformes,Thraupidae,Chlorochrysa_phoenicotis,21,1,7,,,,22,0,1,21,1,6
Aves,Passeriformes,Thraupidae,Chlorochrysa_nitidissima,17,1,3,17,0,1,18,0,1,15,0,1
Aves,Passeriformes,Thraupidae,Paroaria_nigrogenis,24,2,3,24,2,2,24,0,1,,,
Aves,Passeriformes,Thraupidae,Paroaria_gularis,21,2,5,19,0,2,22,0,1,22,1,2
Aves,Passeriformes,Thraupidae,Schistochlamys_melanopis,31,2,5,31,2,2,31,2,3,,,
Aves,Passeriformes,Thraupidae,Cissopis_leverianus,101,35,3,,,,101,35,3,,,
Aves,Passeriformes,Thraupidae,Iridosornis_porphyrocephalus,24,2,51,23,0,4,25,1,5,24,2,42
Aves,Passeriformes,Thraupidae,Iridosornis_rufivertex,25,3,20,24,2,6,25,3,11,27,3,3
Aves,Passeriformes,Thraupidae,Pipraeidea_melanonota,19,1,3,19,1,3,,,,,,
Aves,Passeriformes,Thraupidae,Dubusia_taeniata,38,4,10,42,3,4,35,2,6,,,
Aves,Passeriformes,Thraupidae,Anisognathus_melanogenys,45,1,5,45,0,3,45,1,2,,,
Aves,Passeriformes,Thraupidae,Anisognathus_lacrymosus,31,6,30,32,5,8,32,7,13,30,5,9
Aves,Passeriformes,Thraupidae,Anisognathus_igniventris,37,3,30,38,3,7,36,3,15,38,3,8
Aves,Passeriformes,Thraupidae,Anisognathus_somptuosus,50,5,43,53,2,3,44,4,7,50,5,33
Aves,Passeriformes,Thraupidae,Anisognathus_notabilis,54,5,5,49,0,1,,,,55,4,4
Aves,Passeriformes,Thraupidae,Buthraupis_montana,99,3,9,100,0,1,97,3,2,99,3,6
Aves,Passeriformes,Thraupidae,Sporathraupis_cyanocephala,35,2,32,36,2,3,34,3,11,35,2,18
Aves,Passeriformes,Thraupidae,Chlorornis_riefferii,53,4,28,53,3,6,53,3,8,53,5,14
Aves,Passeriformes,Thraupidae,Cnemathraupis_eximia,59,0,1,,,,59,0,1,,,
Aves,Passeriformes,Thraupidae,Bangsia_melanochlamys,40,1,16,,,,41,0,2,40,1,14
Aves,Passeriformes,Thraupidae,Bangsia_rothschildi,48,3,14,50,2,2,,,,48,3,12
Aves,Passeriformes,Thraupidae,Bangsia_aureocincta,41,3,27,42,2,4,41,2,9,41,3,14
Aves,Passeriformes,Thraupidae,Chalcothraupis_ruficervix,20,0,1,,,,20,0,1,,,
Aves,Passeriformes,Thraupidae,Stilpnia_cyanoptera,19,1,54,20,1,18,19,1,34,17,0,2
Aves,Passeriformes,Thraupidae,Stilpnia_heinei,21,2,15,21,2,8,20,2,5,21,4,2
Aves,Passeriformes,Thraupidae,Stilpnia_cayana,19,2,26,21,2,8,18,2,11,18,2,7
Aves,Passeriformes,Thraupidae,Stilpnia_vitriolina,22,3,76,20,2,3,21,3,9,23,2,64
Aves,Passeriformes,Thraupidae,Stilpnia_nigrocincta,13,0,1,13,0,1,,,,,,
Aves,Passeriformes,Thraupidae,Stilpnia_larvata,17,2,6,16,0,3,17,2,3,,,
Aves,Passeriformes,Thraupidae,Stilpnia_cyanicollis,16,2,13,,,,15,1,3,17,2,10
Aves,Passeriformes,Thraupidae,Tangara_vassorii,17,2,48,17,1,12,16,1,13,18,1,23
Aves,Passeriformes,Thraupidae,Tangara_nigroviridis,17,1,86,16,1,6,17,1,12,17,1,68
Aves,Passeriformes,Thraupidae,Tangara_labradorides,14,1,11,13,1,3,14,0,2,15,1,6
Aves,Passeriformes,Thraupidae,Tangara_inornata,18,1,9,19,0,4,17,1,4,15,0,1
Aves,Passeriformes,Thraupidae,Tangara_mexicana,19,0,1,,,,19,0,1,,,
Aves,Passeriformes,Thraupidae,Tangara_chilensis,18,1,2,19,0,1,17,0,1,,,
Aves,Passeriformes,Thraupidae,Tangara_callophrys,30,0,1,,,,30,0,1,,,
Aves,Passeriformes,Thraupidae,Tangara_gyrola,19,1,337,20,1,44,19,1,85,19,1,208
Aves,Passeriformes,Thraupidae,Tangara_xanthocephala,20,2,6,23,1,2,18,0,1,20,1,3
Aves,Passeriformes,Thraupidae,Tangara_parzudakii,26,3,4,28,0,1,27,4,2,24,0,1
Aves,Passeriformes,Thraupidae,Tangara_schrankii,23,10,3,17,0,1,27,12,2,,,
Aves,Passeriformes,Thraupidae,Tangara_arthus,20,1,53,20,2,11,21,1,8,20,1,34
Aves,Passeriformes,Thraupidae,Tangara_florida,15,1,2,,,,16,0,1,14,0,1
Aves,Passeriformes,Thraupidae,Tangara_icterocephala,20,1,32,,,,19,1,3,20,1,29
Aves,Passeriformes,Thraupidae,Thraupis_episcopus,33,2,187,33,2,19,32,3,29,33,2,139
Aves,Passeriformes,Thraupidae,Thraupis_glaucocolpa,30,1,3,,,,,,,30,1,3
Aves,Passeriformes,Thraupidae,Thraupis_palmarum,36,3,81,37,3,13,36,3,14,36,3,54
Aves,Passeriformes,Thraupidae,Ixothraupis_rufigula,19,1,2,19,0,1,,,,20,0,1
Aves,Passeriformes,Thraupidae,Ixothraupis_guttata,17,1,3,19,0,1,17,1,2,,,
Mammalia,Artiodactyla,Cervidae,Mazama_rufina,2250,0,1,2250,0,1,,,,,,
Mammalia,Carnivora,Procyonidae,Bassaricyon_neblina,825,126,2,950,0,1,699,0,1,,,
Mammalia,Carnivora,Canidae,Cerdocyon_thous,3450,2450,2,3450,2450,2,,,,,,
Mammalia,Carnivora,Felidae,Leopardus_pardalis,1350,0,1,,,,1350,0,1,,,
Mammalia,Carnivora,Felidae,Leopardus_tigrinus,1500,0,1,,,,1500,0,1,,,
Mammalia,Carnivora,Mustelidae,Mustela_frenata,142,30,3,142,30,3,,,,,,
Mammalia,Carnivora,Procyonidae,Nasua_nasua,2825,2425,2,400,0,1,,,,5250,0,1
Mammalia,Carnivora,Procyonidae,Nasuella_olivacea,955,545,2,955,545,2,,,,,,
Mammalia,Carnivora,Mustelidae,Pteronura_brasiliensis,1500,0,1,,,,1500,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Ametrida_centurio,7,1,2,8,0,1,6,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Anoura_aequatoris,10,1,6,10,1,3,11,0,3,,,
Mammalia,Chiroptera,Phyllostomidae,Anoura_caudifer,10,2,83,10,2,35,10,2,48,,,
Mammalia,Chiroptera,Phyllostomidae,Anoura_cultrata,15,2,19,14,0,5,16,2,13,10,0,1
Mammalia,Chiroptera,Phyllostomidae,Anoura_fistulata,11,0,3,,,,11,0,3,,,
Mammalia,Chiroptera,Phyllostomidae,Anoura_geoffroyi,14,3,118,14,3,67,14,3,51,,,
Mammalia,Chiroptera,Phyllostomidae,Anoura_luismanueli,9,0,4,9,0,1,9,0,3,,,
Mammalia,Chiroptera,Phyllostomidae,Anoura_peruana,15,1,12,16,2,5,15,1,7,,,
Mammalia,Chiroptera,Phyllostomidae,Artibeus_aequatorialis,42,4,12,44,4,4,41,4,8,,,
Mammalia,Chiroptera,Phyllostomidae,Artibeus_amplus,54,11,17,57,12,7,52,10,10,,,
Mammalia,Chiroptera,Phyllostomidae,Artibeus_anderseni,9,1,5,10,0,1,9,1,4,,,
Mammalia,Chiroptera,Phyllostomidae,Artibeus_bogotensis,14,2,74,14,2,29,14,2,43,15,1,2
Mammalia,Chiroptera,Phyllostomidae,Artibeus_glauca,14,0,3,15,0,1,14,0,2,,,
Mammalia,Chiroptera,Phyllostomidae,Artibeus_gnoma,11,1,6,12,1,4,10,1,2,,,
Mammalia,Chiroptera,Phyllostomidae,Artibeus_jamaicensis,42,7,168,43,7,90,41,6,74,37,6,4
Mammalia,Chiroptera,Phyllostomidae,Artibeus_lituratus,58,10,319,60,10,140,57,8,174,52,14,5
Mammalia,Chiroptera,Phyllostomidae,Artibeus_obscurus,35,6,40,37,6,19,32,4,21,,,
Mammalia,Chiroptera,Phyllostomidae,Artibeus_phaeotis,12,2,144,12,2,58,12,2,86,,,
Mammalia,Chiroptera,Phyllostomidae,Artibeus_planirostris,41,6,152,41,6,68,41,6,84,,,
Mammalia,Chiroptera,Phyllostomidae,Artibeus_rava,13,2,75,13,2,28,13,2,47,,,
Mammalia,Chiroptera,Phyllostomidae,Artibeus_rosenbergi,8,3,2,5,0,1,11,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Carollia_brevicauda,16,2,374,16,2,186,16,2,183,17,2,5
Mammalia,Chiroptera,Phyllostomidae,Carollia_castanea,12,2,157,12,3,76,12,2,79,11,1,2
Mammalia,Chiroptera,Phyllostomidae,Carollia_perspicillata,17,3,484,17,3,228,17,3,250,18,1,6
Mammalia,Chiroptera,Phyllostomidae,Centronycteris_centralis,6,1,3,6,1,3,,,,,,
Mammalia,Chiroptera,Phyllostomidae,Centurio_senex,17,0,1,17,0,1,,,,,,
Mammalia,Chiroptera,Phyllostomidae,Chiroderma_salvini,28,5,22,30,6,12,26,4,10,,,
Mammalia,Chiroptera,Phyllostomidae,Chiroderma_trinitatum,12,1,12,12,2,6,11,1,5,13,0,1
Mammalia,Chiroptera,Phyllostomidae,Chiroderma_villosum,21,3,23,21,3,20,21,2,3,,,
Mammalia,Chiroptera,Phyllostomidae,Choeroniscus_godmani,8,1,6,8,1,4,8,1,2,,,
Mammalia,Chiroptera,Phyllostomidae,Chrotopterus_auritus,62,1,3,,,,62,1,3,,,
Mammalia,Chiroptera,Phyllostomidae,Cormura_brevirostris,10,0,5,10,0,4,10,0,1,,,
Mammalia,Chiroptera,Molossidae,Cynomops_greenhalli,20,0,1,20,0,1,,,,,,
Mammalia,Chiroptera,Molossidae,Cynomops_planirostris,12,0,1,,,,12,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Cyttarops_alecto,5,0,1,,,,5,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Desmodus_rotundus,33,6,92,36,6,47,30,5,43,27,8,2
Mammalia,Chiroptera,Phyllostomidae,Enchisthenes_hartii,15,3,35,16,3,14,14,3,18,14,3,3
Mammalia,Chiroptera,Vespertilionidae,Eptesicus_andinus,11,2,6,12,2,3,10,3,3,,,
Mammalia,Chiroptera,Vespertilionidae,Eptesicus_brasiliensis,9,3,13,9,3,8,10,2,5,,,
Mammalia,Chiroptera,Vespertilionidae,Eptesicus_chiriquinus,10,2,24,10,2,13,10,2,11,,,
Mammalia,Chiroptera,Vespertilionidae,Eptesicus_furinalis,9,1,5,10,0,2,8,0,3,,,
Mammalia,Chiroptera,Vespertilionidae,Eptesicus_fuscus,13,4,11,15,4,5,12,3,6,,,
Mammalia,Chiroptera,Vespertilionidae,Eptesicus_miradorensis,15,2,5,15,1,4,12,0,1,,,
Mammalia,Chiroptera,Molossidae,Eumops_glaucinus,33,1,3,34,2,2,32,0,1,,,
Mammalia,Chiroptera,Molossidae,Eumops_hansae,19,0,1,,,,19,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Gardnerycteris_crenulatum,14,1,38,13,1,11,14,2,27,,,
Mammalia,Chiroptera,Phyllostomidae,Gardnerycteris_keenani,15,1,11,15,1,8,15,1,3,,,
Mammalia,Chiroptera,Phyllostomidae,Glossophaga_commissarisi,10,1,4,10,1,4,,,,,,
Mammalia,Chiroptera,Phyllostomidae,Glossophaga_longirostris,12,2,65,12,2,33,12,2,32,,,
Mammalia,Chiroptera,Phyllostomidae,Glossophaga_soricina,9,1,225,10,1,101,9,1,124,,,
Mammalia,Chiroptera,Phyllostomidae,Glyphonycteris_daviesi,30,6,9,31,3,5,28,8,4,,,
Mammalia,Chiroptera,Vespertilionidae,Histiotus_humboldti,9,1,10,9,1,7,8,1,3,,,
Mammalia,Chiroptera,Vespertilionidae,Histiotus_montanus,12,2,12,12,2,11,10,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Hsunycteris_thomasi,6,2,15,6,1,6,7,2,9,,,
Mammalia,Chiroptera,Phyllostomidae,Lampronycteris_brachyotis,12,1,11,12,1,4,11,1,6,13,0,1
Mammalia,Chiroptera,Vespertilionidae,Lasiurus_blossevillii,7,1,10,,,,7,1,10,,,
Mammalia,Chiroptera,Vespertilionidae,Lasiurus_ega,13,0,1,,,,13,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Leptonycteris_curasoae,23,2,5,26,0,1,23,1,4,,,
Mammalia,Chiroptera,Phyllostomidae,Lichonycteris_degener,6,0,2,,,,6,0,2,,,
Mammalia,Chiroptera,Phyllostomidae,Lichonycteris_obscura,6,0,3,6,0,1,7,1,2,,,
Mammalia,Chiroptera,Phyllostomidae,Lionycteris_spurrelli,8,0,3,8,0,1,8,0,2,,,
Mammalia,Chiroptera,Phyllostomidae,Lonchophylla_concava,10,1,7,10,1,6,8,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Lonchophylla_orienticollina,12,0,1,12,0,1,,,,,,
Mammalia,Chiroptera,Phyllostomidae,Lonchophylla_robusta,13,3,47,13,2,31,14,3,16,,,
Mammalia,Chiroptera,Phyllostomidae,Lonchorhina_aurita,16,1,16,17,1,10,16,1,6,,,
Mammalia,Chiroptera,Phyllostomidae,Lonchorhina_orinocensis,13,2,6,14,2,4,11,1,2,,,
Mammalia,Chiroptera,Phyllostomidae,Lophostoma_brasiliense,11,1,13,10,2,3,11,1,9,11,0,1
Mammalia,Chiroptera,Phyllostomidae,Lophostoma_carrikeri,25,0,1,,,,25,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Lophostoma_occidentalis,35,2,4,35,2,2,36,1,2,,,
Mammalia,Chiroptera,Phyllostomidae,Lophostoma_silvicolum,30,7,26,29,7,9,31,7,17,,,
Mammalia,Chiroptera,Phyllostomidae,Macrophyllum_macrophyllum,8,2,27,8,2,16,8,2,11,,,
Mammalia,Chiroptera,Phyllostomidae,Mesophylla_macconnelli,8,1,31,8,1,11,8,1,20,,,
Mammalia,Chiroptera,Phyllostomidae,Micronycteris_hirsuta,12,1,5,12,1,2,12,0,3,,,
Mammalia,Chiroptera,Phyllostomidae,Micronycteris_megalotis,6,1,39,6,1,23,7,1,16,,,
Mammalia,Chiroptera,Phyllostomidae,Micronycteris_microtis,10,3,2,7,0,1,12,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Micronycteris_minuta,7,2,18,7,2,11,6,2,6,7,0,1
Mammalia,Chiroptera,Phyllostomidae,Micronycteris_schmidtorum,7,1,2,7,1,2,,,,,,
Mammalia,Chiroptera,Phyllostomidae,Mimon_cozumelae,20,0,1,,,,20,0,1,,,
Mammalia,Chiroptera,Molossidae,Molossops_temmincki,8,2,3,9,1,2,6,0,1,,,
Mammalia,Chiroptera,Molossidae,Molossus_bondae,14,3,26,13,3,12,16,3,14,,,
Mammalia,Chiroptera,Molossidae,Molossus_molossus,14,2,202,13,2,96,15,2,100,15,1,6
Mammalia,Chiroptera,Molossidae,Molossus_pretiosus,18,4,8,16,4,3,19,4,5,,,
Mammalia,Chiroptera,Molossidae,Molossus_sinaloae,29,3,3,29,3,3,,,,,,
Mammalia,Chiroptera,Phyllostomidae,Mormoops_megalophylla,14,2,3,12,0,1,16,2,2,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis_albescens,6,2,15,6,2,4,6,1,11,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis_caucensis,5,2,8,5,1,3,5,2,5,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis_keaysi,6,1,39,6,1,15,6,1,23,4,0,1
Mammalia,Chiroptera,Vespertilionidae,Myotis_nesopolus,5,1,6,5,1,5,5,0,1,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis_nigricans,5,1,79,6,1,25,5,1,53,5,0,1
Mammalia,Chiroptera,Vespertilionidae,Myotis_oxyotus,6,1,19,7,1,6,6,1,13,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis_riparius,5,1,73,5,1,32,5,1,41,,,
Mammalia,Chiroptera,Vespertilionidae,Myotis_simus,31,28,2,,,,31,28,2,,,
Mammalia,Chiroptera,Natalidae,Natalus_tumidirostris,7,0,1,7,0,1,,,,,,
Mammalia,Chiroptera,Phyllostomidae,Noctilio_albiventris,26,3,64,25,3,35,27,3,28,20,0,1
Mammalia,Chiroptera,Phyllostomidae,Noctilio_leporinus,51,15,39,58,13,15,46,15,22,53,3,2
Mammalia,Chiroptera,Molossidae,Nyctinomops_laticaudatus,8,1,17,8,1,9,8,1,8,,,
Mammalia,Chiroptera,Phyllostomidae,Peropteryx_kappleri,10,2,3,,,,10,2,3,,,
Mammalia,Chiroptera,Phyllostomidae,Peropteryx_leucoptera,7,2,5,7,2,4,7,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Peropteryx_macrotis,4,1,18,4,1,15,4,0,3,,,
Mammalia,Chiroptera,Phyllostomidae,Peropteryx_pallidoptera,5,0,3,5,0,3,,,,,,
Mammalia,Chiroptera,Phyllostomidae,Phylloderma_stenops,58,4,11,58,1,2,58,5,9,,,
Mammalia,Chiroptera,Phyllostomidae,Phyllostomus_discolor,38,5,76,38,5,43,38,5,33,,,
Mammalia,Chiroptera,Phyllostomidae,Phyllostomus_elongatus,34,7,19,35,7,11,34,7,8,,,
Mammalia,Chiroptera,Phyllostomidae,Phyllostomus_hastatus,93,19,71,86,16,42,103,17,28,109,0,1
Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus_albericoi,54,6,20,54,8,12,53,3,8,,,
Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus_angustirostris,13,2,5,12,2,3,14,0,2,,,
Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus_brachycephalus,14,1,8,14,0,1,14,1,7,,,
Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus_chocoensis,32,2,26,31,2,7,32,2,19,,,
Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus_dorsalis,29,4,83,30,4,34,29,3,49,,,
Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus_helleri,14,2,152,14,2,69,13,2,83,,,
Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus_ismaeli,31,8,11,33,5,5,30,9,6,,,
Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus_nigellus,26,0,1,26,0,1,,,,,,
Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus_nitelinea,43,5,40,44,5,25,42,4,15,,,
Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus_umbratus,24,0,3,23,0,1,24,0,2,,,
Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus_vittatus,51,10,4,57,0,1,49,11,3,,,
Mammalia,Chiroptera,Molossidae,Promops_centralis,27,0,1,27,0,1,,,,,,
Mammalia,Chiroptera,Phyllostomidae,Pteronotus_gymnonotus,13,0,1,,,,13,0,1,,,
Mammalia,Chiroptera,Phyllostomidae,Pteronotus_parnellii,18,2,7,18,3,4,19,1,3,,,
Mammalia,Chiroptera,Phyllostomidae,Rhinophylla_fischerae,9,1,3,9,0,1,9,1,2,,,
Mammalia,Chiroptera,Phyllostomidae,Rhinophylla_pumilio,10,1,24,11,1,13,10,1,8,10,2,3
Mammalia,Chiroptera,Vespertilionidae,Rhogeessa_io,4,1,23,4,1,12,4,1,10,4,0,1
Mammalia,Chiroptera,Vespertilionidae,Rhogeessa_minutilla,4,1,9,5,1,6,4,1,3,,,
Mammalia,Chiroptera,Phyllostomidae,Rhynchonycteris_naso,4,1,29,4,1,15,4,1,14,,,
Mammalia,Chiroptera,Phyllostomidae,Saccopteryx_antioquensis,5,0,1,5,0,1,,,,,,
Mammalia,Chiroptera,Phyllostomidae,Saccopteryx_bilineata,7,1,37,7,1,22,7,1,15,,,
Mammalia,Chiroptera,Phyllostomidae,Saccopteryx_canescens,4,0,5,4,0,2,4,0,3,,,
Mammalia,Chiroptera,Phyllostomidae,Saccopteryx_leptura,4,1,23,5,1,12,4,1,10,4,0,1
Mammalia,Chiroptera,Phyllostomidae,Sphaeronycteris_toxophyllum,14,2,6,15,3,3,13,0,3,,,
Mammalia,Chiroptera,Phyllostomidae,Sturnira_aratathomasi,39,14,15,40,13,9,38,15,6,,,
Mammalia,Chiroptera,Phyllostomidae,Sturnira_bakeri,17,2,18,16,2,9,18,2,9,,,
Mammalia,Chiroptera,Phyllostomidae,Sturnira_bidens,18,2,12,16,2,2,19,2,10,,,
Mammalia,Chiroptera,Phyllostomidae,Sturnira_bogotensis,23,5,15,25,5,8,20,3,7,,,
Mammalia,Chiroptera,Phyllostomidae,Sturnira_erythromos,17,3,181,17,3,79,17,3,102,,,
Mammalia,Chiroptera,Phyllostomidae,Sturnira_koopmanhilli,33,6,4,24,0,1,36,3,3,,,
Mammalia,Chiroptera,Phyllostomidae,Sturnira_ludovici,25,6,160,23,5,83,26,6,77,,,
Mammalia,Chiroptera,Phyllostomidae,Sturnira_parvidens,18,3,243,17,3,137,19,3,104,15,0,2
Mammalia,Chiroptera,Phyllostomidae,Sturnira_tildae,24,0,1,24,0,1,,,,,,
Mammalia,Chiroptera,Molossidae,Tadarida_brasiliensis,10,1,5,9,0,1,10,0,4,,,
