Class,Order,Family,Genus,Scientific_name,Body_mass_g_1,SVL_mm_1
Amphibia,Anura,Leptodactylidae,Engystomops,Engystomops_montubio,NA,NA
Amphibia,Anura,Leptodactylidae,Engystomops,Engystomops_petersi,5.44,39
Amphibia,Anura,Leptodactylidae,Engystomops,Engystomops_pustulatus,NA,30
Amphibia,Anura,Leptodactylidae,Engystomops,Engystomops_pustulosus,NA,48.2
Amphibia,Anura,Leptodactylidae,Engystomops,Engystomops_puyango,NA,32.7
Amphibia,Anura,Leptodactylidae,Engystomops,Engystomops_randi,NA,24
Amphibia,Anura,Leptodactylidae,Eupemphix,Eupemphix_nattereri,8.8,56.4
Amphibia,Anura,Leptodactylidae,Hydrolaetare,Hydrolaetare_caparu,NA,94
Amphibia,Anura,Leptodactylidae,Hydrolaetare,Hydrolaetare_dantasi,NA,99.2
Amphibia,Anura,Leptodactylidae,Hydrolaetare,Hydrolaetare_schmidti,NA,119.4
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_albilabris,NA,49
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_bolivianus,142,120
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_bufonius,NA,60
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_caatingae,NA,35.3
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_camaquara,NA,38
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_chaquensis,63,82
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_colombiensis,NA,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_cunicularius,NA,46
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_cupreus,NA,55
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_didymus,16.5,58.6
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_diedrus,NA,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_discodactylus,NA,35
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_elenae,NA,50
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_fallax,NA,167
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_flavopictus,NA,134.9
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_fragilis,NA,43
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_furnarius,NA,44
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_fuscus,50,46
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_gracilis,NA,45.5
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_griseigularis,NA,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_guianensis,NA,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_hallowelli,NA,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_hylodes,NA,25.3
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_insularum,NA,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_jolyi,NA,45
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_knudseni,220,165
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_labrosus,NA,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_labyrinthicus,561,158.5
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_laticeps,NA,113.4
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_latinasus,NA,40
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_latrans,113.4,120
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_lauramiriamae,NA,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_leptodactyloides,9.5,49
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_lithonaetes,NA,78
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_longirostris,NA,51.6
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_macrosternum,161,80
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_magistris,NA,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_marambaiae,NA,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_melanonotus,NA,58
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_myersi,NA,118
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_mystaceus,NA,60
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_mystacinus,15.3,65
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_natalensis,10,44
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_nesiotus,NA,33.3
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_notoaktites,10.7,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_ochraceus,NA,41.7
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_oreomantis,NA,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_paraensis,NA,158
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_pascoensis,NA,67
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_pentadactylus,415,185
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_peritoaktites,NA,146.3
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_petersii,4.2,51
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_plaumanni,NA,46
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_podicipinus,8.1,54
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_poecilochilus,NA,50
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_pustulatus,NA,40
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_rhodomerus,NA,157.8
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_rhodomystax,NA,90
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_rhodonotus,55,90
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_rhodostima,NA,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_riveroi,NA,74
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_rugosus,NA,67
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_sabanensis,NA,57
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_savagei,NA,164
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_sertanejo,NA,55
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_silvanimbus,NA,55
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_spixi,NA,43
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_stenodema,NA,146
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_syphax,60,82
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_tapiti,NA,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_troglodytes,11,53.6
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_turimiquensis,NA,160
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_validus,NA,52
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_vastus,1000,250
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_ventrimaculatus,NA,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_viridis,NA,NA
Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus_wagneri,NA,78
Amphibia,Anura,Leptodactylidae,Lithodytes,Lithodytes_lineatus,NA,NA
Amphibia,Anura,Leptodactylidae,Paratelmatobius,Paratelmatobius_cardosoi,NA,17.9
Amphibia,Anura,Leptodactylidae,Paratelmatobius,Paratelmatobius_gaigeae,NA,20
Amphibia,Anura,Leptodactylidae,Paratelmatobius,Paratelmatobius_lutzii,NA,23.3
Amphibia,Anura,Leptodactylidae,Paratelmatobius,Paratelmatobius_mantiqueira,NA,19.3
Amphibia,Anura,Leptodactylidae,Paratelmatobius,Paratelmatobius_pictiventris,NA,NA
Amphibia,Anura,Leptodactylidae,Paratelmatobius,Paratelmatobius_poecilogaster,NA,30.1
Amphibia,Anura,Leptodactylidae,Paratelmatobius,Paratelmatobius_yepiranga,NA,22.1
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_aguirrei,NA,28.2
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_albifrons,NA,25
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_albonotatus,2.3,34.1
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_angrensis,NA,20
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_atlanticus,NA,26.8
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_barrioi,NA,NA
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_biligonigerus,NA,40
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_bokermanni,NA,19.46
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_caete,NA,NA
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_camacan,NA,NA
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_centralis,7.5,40
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_cicada,NA,25.38
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_crombiei,1.3,25.2
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_cuqui,1,30.01
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_cuvieri,4.7,36.5
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_deimaticus,NA,24.4
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_ephippifer,NA,29
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_erikae,NA,27.1
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_erythros,NA,26.6
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_evangelistai,NA,23
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_feioi,NA,31.2
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_fernandezae,1.6,24
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_fischeri,NA,30
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_gracilis,NA,40
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_henselii,NA,20.92
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_insperatus,NA,26.7
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_irroratus,NA,NA
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_jordanensis,NA,24
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_kroyeri,NA,35
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_lateristriga,NA,40.3
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_lisei,NA,28.25
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_maculiventris,NA,25
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_marmoratus,7.3,39
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_maximus,NA,45
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_moreirae,NA,28.2
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_nanus,NA,20
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_obtectus,NA,24.93
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_olfersii,3.8,41
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_orophilus,NA,28.1
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_riograndensis,NA,16.91
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_rupestris,NA,17.75
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_santafecinus,NA,34
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_signifer,1.4,26.72
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_soaresi,1,22.8
Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus_spiniger,1,22.7
Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema_alium,NA,36.1
Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema_bibroni,NA,NA
Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema_borellii,NA,NA
Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema_brachyops,NA,34.5
Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema_bufoninum,NA,56
Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema_cinereum,NA,NA
Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema_cordobae,NA,42.9
Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema_diplolister,NA,20
Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema_fuscomaculatum,NA,NA
Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema_guayapae,NA,NA
Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema_kriegi,NA,36.8
Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema_marmoratum,NA,32.5
Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema_nebulosum,NA,NA
Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema_thaul,5.5,49.7
Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema_tucumanum,NA,NA
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_ameghini,NA,NA
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_boliviana,0.4,14.1
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_canga,NA,18.2
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_ceratophryes,NA,NA
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_facureae,NA,NA
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_falcipes,NA,18.1
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_giarettai,NA,NA
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_hyleaustralis,NA,NA
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_llanera,NA,16.5
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_mineira,NA,17.4
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_murundu,NA,16
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_mystacalis,NA,18.9
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_parnaiba,NA,NA
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_pusilla,NA,17
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_saltica,NA,22
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_ternetzi,NA,20
Amphibia,Anura,Leptodactylidae,Rupirana,Rupirana_cardosoi,NA,250
Amphibia,Anura,Leptodactylidae,Scythrophrys,Scythrophrys_sawayae,NA,16.71
Amphibia,Anura,Leptodactylidae,Somuncuria,Somuncuria_somuncurensis,NA,NA
Amphibia,Anura,Mantellidae,Aglyptodactylus,Aglyptodactylus_laticeps,NA,59
Amphibia,Anura,Mantellidae,Aglyptodactylus,Aglyptodactylus_madagascariensis,NA,92
Amphibia,Anura,Mantellidae,Aglyptodactylus,Aglyptodactylus_securifer,NA,42.9
Amphibia,Anura,Mantellidae,Blommersia,Blommersia_angolafa,NA,NA
Amphibia,Anura,Mantellidae,Blommersia,Blommersia_blommersae,NA,NA
Amphibia,Anura,Mantellidae,Blommersia,Blommersia_dejongi,NA,23.6
Amphibia,Anura,Mantellidae,Blommersia,Blommersia_domerguei,NA,20.3
Amphibia,Anura,Mantellidae,Blommersia,Blommersia_galani,NA,24.2
Amphibia,Anura,Mantellidae,Blommersia,Blommersia_grandisonae,NA,NA
Amphibia,Anura,Mantellidae,Blommersia,Blommersia_kely,NA,NA
Amphibia,Anura,Mantellidae,Blommersia,Blommersia_sarotra,NA,NA
Amphibia,Anura,Mantellidae,Blommersia,Blommersia_variabilis,NA,NA
Amphibia,Anura,Mantellidae,Blommersia,Blommersia_wittei,NA,27
Amphibia,Anura,Mantellidae,Boehmantis,Boehmantis_microtympanum,98.1,100
Amphibia,Anura,Mantellidae,Boophis,Boophis_albilabris,NA,93
Amphibia,Anura,Mantellidae,Boophis,Boophis_albipunctatus,NA,40
Amphibia,Anura,Mantellidae,Boophis,Boophis_andohahela,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_andrangoloaka,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_andreonei,NA,33
Amphibia,Anura,Mantellidae,Boophis,Boophis_anjanaharibeensis,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_ankaratra,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_arcanus,NA,34.3
Amphibia,Anura,Mantellidae,Boophis,Boophis_axelmeyeri,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_baetkei,NA,30.8
Amphibia,Anura,Mantellidae,Boophis,Boophis_blommersae,NA,27
Amphibia,Anura,Mantellidae,Boophis,Boophis_boehmei,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_bottae,NA,35.1
Amphibia,Anura,Mantellidae,Boophis,Boophis_brachychir,NA,71
Amphibia,Anura,Mantellidae,Boophis,Boophis_burgeri,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_calcaratus,NA,39.5
Amphibia,Anura,Mantellidae,Boophis,Boophis_doulioti,NA,52.4
Amphibia,Anura,Mantellidae,Boophis,Boophis_elenae,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_englaenderi,NA,39
Amphibia,Anura,Mantellidae,Boophis,Boophis_entingae,NA,86.5
Amphibia,Anura,Mantellidae,Boophis,Boophis_erythrodactylus,NA,33
Amphibia,Anura,Mantellidae,Boophis,Boophis_fayi,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_feonnyala,NA,25.4
Amphibia,Anura,Mantellidae,Boophis,Boophis_goudotii,NA,80
Amphibia,Anura,Mantellidae,Boophis,Boophis_guibei,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_haematopus,NA,28.3
Amphibia,Anura,Mantellidae,Boophis,Boophis_haingana,NA,60
Amphibia,Anura,Mantellidae,Boophis,Boophis_idae,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_jaegeri,NA,30
Amphibia,Anura,Mantellidae,Boophis,Boophis_laurenti,NA,43
Amphibia,Anura,Mantellidae,Boophis,Boophis_liami,NA,21.3
Amphibia,Anura,Mantellidae,Boophis,Boophis_lichenoides,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_lilianae,NA,20
Amphibia,Anura,Mantellidae,Boophis,Boophis_luciae,NA,70
Amphibia,Anura,Mantellidae,Boophis,Boophis_luteus,NA,60
Amphibia,Anura,Mantellidae,Boophis,Boophis_madagascariensis,NA,80
Amphibia,Anura,Mantellidae,Boophis,Boophis_majori,NA,29.2
Amphibia,Anura,Mantellidae,Boophis,Boophis_mandraka,NA,23.2
Amphibia,Anura,Mantellidae,Boophis,Boophis_marojezensis,NA,33
Amphibia,Anura,Mantellidae,Boophis,Boophis_miadana,NA,27
Amphibia,Anura,Mantellidae,Boophis,Boophis_microtympanum,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_miniatus,NA,37.7
Amphibia,Anura,Mantellidae,Boophis,Boophis_narinsi,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_obscurus,NA,82
Amphibia,Anura,Mantellidae,Boophis,Boophis_occidentalis,NA,52.4
Amphibia,Anura,Mantellidae,Boophis,Boophis_opisthodon,NA,85
Amphibia,Anura,Mantellidae,Boophis,Boophis_pauliani,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_periegetes,NA,75
Amphibia,Anura,Mantellidae,Boophis,Boophis_picturatus,NA,33.3
Amphibia,Anura,Mantellidae,Boophis,Boophis_piperatus,NA,30
Amphibia,Anura,Mantellidae,Boophis,Boophis_popi,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_praedictus,NA,89.3
Amphibia,Anura,Mantellidae,Boophis,Boophis_pyrrhus,NA,37
Amphibia,Anura,Mantellidae,Boophis,Boophis_quasiboehmei,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_rappiodes,NA,34
Amphibia,Anura,Mantellidae,Boophis,Boophis_reticulatus,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_rhodoscelis,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_roseipalmatus,NA,86.6
Amphibia,Anura,Mantellidae,Boophis,Boophis_rufioculis,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_sambirano,NA,NA
Amphibia,Anura,Mantellidae,Boophis,Boophis_sandrae,NA,100
Amphibia,Anura,Mantellidae,Boophis,Boophis_schuboeae,NA,26
Amphibia,Anura,Mantellidae,Boophis,Boophis_septentrionalis,NA,52
Amphibia,Anura,Mantellidae,Boophis,Boophis_sibilans,NA,30
Amphibia,Anura,Mantellidae,Boophis,Boophis_solomaso,NA,21.6
Amphibia,Anura,Mantellidae,Boophis,Boophis_spinophis,NA,56.5
Amphibia,Anura,Mantellidae,Boophis,Boophis_tampoka,NA,45.8
Amphibia,Anura,Mantellidae,Boophis,Boophis_tasymena,NA,32.3
Amphibia,Anura,Mantellidae,Boophis,Boophis_tephraeomystax,NA,50
Amphibia,Anura,Mantellidae,Boophis,Boophis_tsilomaro,16.5,85
Amphibia,Anura,Mantellidae,Boophis,Boophis_ulftunni,NA,38
Amphibia,Anura,Mantellidae,Boophis,Boophis_viridis,NA,35
Amphibia,Anura,Mantellidae,Boophis,Boophis_vittatus,NA,25.4
Amphibia,Anura,Mantellidae,Boophis,Boophis_williamsi,NA,44.3
Amphibia,Anura,Mantellidae,Boophis,Boophis_xerophilus,NA,48.8
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_ambohitra,NA,40.7
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_asper,NA,31
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_atsingy,NA,NA
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_azzurrae,NA,43.7
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_blanci,NA,23
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_boulengeri,NA,35
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_cornutus,NA,40
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_corvus,NA,38
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_decaryi,NA,29.1
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_eiselti,NA,23
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_enki,NA,20.7
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_granulatus,NA,45
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_hintelmannae,NA,NA
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_horridus,NA,35
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_klemmeri,NA,26
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_leucocephalus,NA,33
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_leucomaculatus,NA,47
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_luteus,NA,60
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_mafy,NA,NA
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_malagasius,NA,26
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_moseri,NA,39.1
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_plicifer,NA,50
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_pseudoasper,NA,34
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_ranjomavo,NA,NA
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_redimitus,NA,53
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_rivicola,NA,24
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_runewsweeki,NA,24
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_salegy,NA,50
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_schilfi,NA,29
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_sculpturatus,NA,43
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_silvanus,NA,31
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_spiniferus,NA,38
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_striatus,NA,27
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_tahotra,NA,NA
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_tandroka,NA,45
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_thelenae,NA,23.8
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_tschenki,NA,36
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_ventrimaculatus,NA,29
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_verrucosus,NA,NA
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_webbi,NA,31
Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis_zavona,NA,44
Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis_albolineatus,NA,24
Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis_annulatus,NA,NA
Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis_bicalcaratus,1.2,29
Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis_depressiceps,NA,45
Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis_flavobrunneus,NA,38
Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis_kathrinae,NA,59
Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis_liber,NA,29
Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis_methueni,NA,NA
Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis_pulcher,NA,28
Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis_punctatus,1.2,27
Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis_tasifotsy,NA,NA
Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis_timidus,NA,55
Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis_tornieri,NA,51
Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis_wattersoni,NA,NA
Amphibia,Anura,Mantellidae,Laliostoma,Laliostoma_labrosum,NA,80
Amphibia,Anura,Mantellidae,Mantella,Mantella_aurantiaca,NA,31
Amphibia,Anura,Mantellidae,Mantella,Mantella_baroni,2.4,30
