Class,Order,Taxon,Family,Genus,Scientific_name,Body_mass_g_1,Body_mass_g_2,Body_mass_g_3,Body_mass_g_mean,Body_mass_g_median,Body_mass_g_max,SVL_mm_1,SVL_mm_3,SVL_mm_4,SVL_mm_mean,SVL_mm_median,SVL_mm_max
Reptilia,Squamata,Scincoidea,Scincidae,Acontias,Acontias_poecilus,53.9,NA,NA,53.9,53.9,53.9,382,NA,382,382,382,382
Reptilia,Squamata,Scincoidea,Scincidae,Acontias,Acontias_richardi,4.8,NA,NA,4.8,4.8,4.8,133.5,NA,133.5,133.5,133.5,133.5
Reptilia,Squamata,Scincoidea,Scincidae,Acontias,Acontias_rieppeli,10.2,NA,NA,10.2,10.2,10.2,185,NA,185,185,185,185
Reptilia,Squamata,Scincoidea,Scincidae,Acontias,Acontias_schmitzi,9,NA,NA,9,9,9,175.5,NA,175.5,175.5,175.5,175.5
Reptilia,Squamata,Scincoidea,Scincidae,Acontias,Acontias_tristis,5.4,NA,NA,5.4,5.4,5.4,140,NA,140,140,140,140
Reptilia,Squamata,Scincoidea,Scincidae,Afroablepharus,Afroablepharus_africanus,1.9,NA,NA,1.9,1.9,1.9,47,NA,NA,47,47,47
Reptilia,Squamata,Scincoidea,Scincidae,Afroablepharus,Afroablepharus_annobonensis,1.4,NA,NA,1.4,1.4,1.4,43,NA,NA,43,43,43
Reptilia,Squamata,Scincoidea,Scincidae,Afroablepharus,Afroablepharus_duruarum,1.6,NA,NA,1.6,1.6,1.6,45,NA,NA,45,45,45
Reptilia,Squamata,Scincoidea,Scincidae,Afroablepharus,Afroablepharus_maculicollis,1.6,NA,0.6,1.1,1.1,1.6,45,36.31,NA,40.655,40.655,45
Reptilia,Squamata,Scincoidea,Scincidae,Afroablepharus,Afroablepharus_seydeli,0.9,NA,NA,0.9,0.9,0.9,38,NA,NA,38,38,38
Reptilia,Squamata,Scincoidea,Scincidae,Afroablepharus,Afroablepharus_wahlbergi,5.1,NA,1.155,3.1275,3.1275,5.1,64,43.57,NA,53.785,53.785,64
Reptilia,Squamata,Scincoidea,Scincidae,Afroablepharus,Afroablepharus_wilsoni,0.2,NA,NA,0.2,0.2,0.2,25,NA,NA,25,25,25
Reptilia,Squamata,Scincoidea,Scincidae,Alinea,Alinea_berengerae,21.7,NA,NA,21.7,21.7,21.7,100.2,NA,NA,100.2,100.2,100.2
Reptilia,Squamata,Scincoidea,Scincidae,Alinea,Alinea_lanceolata,17.5,NA,NA,17.5,17.5,17.5,93.8,NA,93.8,93.8,93.8,93.8
Reptilia,Squamata,Scincoidea,Scincidae,Alinea,Alinea_luciae,28.4,NA,NA,28.4,28.4,28.4,109,NA,109,109,109,109
Reptilia,Squamata,Scincoidea,Scincidae,Alinea,Alinea_pergravis,15.8,NA,16.775,16.2875,16.2875,16.775,90.9,99.77,NA,95.335,95.335,99.77
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_alluaudi,12.7,NA,NA,12.7,12.7,12.7,85,NA,NA,85,85,85
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_andranovahensis,0.5,NA,NA,0.5,0.5,0.5,38,NA,NA,38,38,38
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_anosyensis,5.4,NA,NA,5.4,5.4,5.4,65,NA,NA,65,65,65
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_ardouini,11.9,NA,NA,11.9,11.9,11.9,137,NA,NA,137,137,137
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_astrolabi,299.5,NA,NA,299.5,299.5,299.5,226,NA,226,226,226,226
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_crenni,18.5,NA,NA,18.5,18.5,18.5,164,NA,NA,164,164,164
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_decaryi,1.4,NA,NA,1.4,1.4,1.4,43,NA,NA,43,43,43
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_elongatus,21.5,NA,NA,21.5,21.5,21.5,100,NA,NA,100,100,100
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_frontoparietalis,8.9,NA,NA,8.9,8.9,8.9,76,NA,NA,76,76,76
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_gastrostictus,26,NA,NA,26,26,26,106,NA,NA,106,106,106
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_johannae,22.9,NA,NA,22.9,22.9,22.9,102,NA,NA,102,102,102
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_macrocercus,29.3,NA,NA,29.3,29.3,29.3,110,NA,NA,110,110,110
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_mandady,1.7,NA,NA,1.7,1.7,1.7,62,NA,NA,62,62,62
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_mandokava,121.7,NA,NA,121.7,121.7,121.7,171,NA,NA,171,171,171
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_melanurus,31,NA,NA,31,31,31,112,NA,NA,112,112,112
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_meva,79.7,NA,NA,79.7,79.7,79.7,150,NA,NA,150,150,150
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_ornaticeps,1.7,NA,NA,1.7,1.7,1.7,62,NA,NA,62,62,62
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_punctatus,7.8,NA,NA,7.8,7.8,7.8,73,NA,NA,73,73,73
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_reticulatus,274.6,NA,NA,274.6,274.6,274.6,220,NA,220,220,220,220
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_spilostichus,11.1,NA,NA,11.1,11.1,11.1,81.5,NA,NA,81.5,81.5,81.5
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_splendidus,35.7,NA,NA,35.7,35.7,35.7,117,NA,NA,117,117,117
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_stylus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_tanysoma,5.9,NA,NA,5.9,5.9,5.9,103,NA,NA,103,103,103
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_tsaratananensis,12.3,NA,NA,12.3,12.3,12.3,84.1,NA,NA,84.1,84.1,84.1
Reptilia,Squamata,Scincoidea,Scincidae,Amphiglossus,Amphiglossus_valhallae,26,NA,NA,26,26,26,106,NA,NA,106,106,106
Reptilia,Squamata,Scincoidea,Scincidae,Androngo,Androngo_trivittatus,14.1,NA,NA,14.1,14.1,14.1,147,NA,NA,147,147,147
Reptilia,Squamata,Scincoidea,Scincidae,Anepischetosia,Anepischetosia_maccoyi,3.9,2.4,2.54,2.946666667,2.54,3.9,59,51.59,59,56.53,59,59
Reptilia,Squamata,Scincoidea,Scincidae,Anomalopus,Anomalopus_brevicollis,1.6,NA,NA,1.6,1.6,1.6,83,NA,83,83,83,83
Reptilia,Squamata,Scincoidea,Scincidae,Anomalopus,Anomalopus_gowi,3,NA,NA,3,3,3,108,NA,108,108,108,108
Reptilia,Squamata,Scincoidea,Scincidae,Anomalopus,Anomalopus_leuckartii,11.9,NA,NA,11.9,11.9,11.9,137,NA,137,137,137,137
Reptilia,Squamata,Scincoidea,Scincidae,Anomalopus,Anomalopus_mackayi,9.1,NA,NA,9.1,9.1,9.1,123,NA,123,123,123,123
Reptilia,Squamata,Scincoidea,Scincidae,Anomalopus,Anomalopus_pluto,1.3,NA,NA,1.3,1.3,1.3,76,NA,76,76,76,76
Reptilia,Squamata,Scincoidea,Scincidae,Anomalopus,Anomalopus_swansoni,2.9,2.6,NA,2.75,2.75,2.9,107,NA,107,107,107,107
Reptilia,Squamata,Scincoidea,Scincidae,Anomalopus,Anomalopus_verreauxi,25,NA,NA,25,25,25,185,NA,NA,185,185,185
Reptilia,Squamata,Scincoidea,Scincidae,Aspronema,Aspronema_cochabambae,9.7,NA,8,8.85,8.85,9.7,78,73.55,78,76.51666667,78,78
Reptilia,Squamata,Scincoidea,Scincidae,Aspronema,Aspronema_dorsivittatum,15.3,NA,9.325,12.3125,12.3125,15.3,90,75.995,90,85.33166667,90,90
Reptilia,Squamata,Scincoidea,Scincidae,Asymblepharus,Asymblepharus_alaicus,5.4,NA,NA,5.4,5.4,5.4,65,NA,65,65,65,65
Reptilia,Squamata,Scincoidea,Scincidae,Asymblepharus,Asymblepharus_eremchenkoi,4.1,2.3,NA,3.2,3.2,4.1,59.8,NA,59.8,59.8,59.8,59.8
Reptilia,Squamata,Scincoidea,Scincidae,Asymblepharus,Asymblepharus_himalayanus,6.8,NA,NA,6.8,6.8,6.8,70,NA,70.5,70.25,70.25,70.5
Reptilia,Squamata,Scincoidea,Scincidae,Asymblepharus,Asymblepharus_ladacensis,7,NA,NA,7,7,7,70.5,NA,70.5,70.5,70.5,70.5
Reptilia,Squamata,Scincoidea,Scincidae,Asymblepharus,Asymblepharus_mahabharatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reptilia,Squamata,Scincoidea,Scincidae,Asymblepharus,Asymblepharus_nepalensis,1.2,NA,NA,1.2,1.2,1.2,41,NA,41,41,41,41
Reptilia,Squamata,Scincoidea,Scincidae,Asymblepharus,Asymblepharus_sikimmensis,3.3,2.5,1.34,2.38,2.5,3.3,55.8,39.355,55.8,50.31833333,55.8,55.8
Reptilia,Squamata,Scincoidea,Scincidae,Asymblepharus,Asymblepharus_tragbulense,3.4,NA,NA,3.4,3.4,3.4,56.5,NA,56.5,56.5,56.5,56.5
Reptilia,Squamata,Scincoidea,Scincidae,Ateuchosaurus,Ateuchosaurus_chinensis,21.5,10.4,NA,15.95,15.95,21.5,100,NA,100,100,100,100
Reptilia,Squamata,Scincoidea,Scincidae,Ateuchosaurus,Ateuchosaurus_pellopleurus,6.5,NA,NA,6.5,6.5,6.5,69,NA,69,69,69,69
Reptilia,Squamata,Scincoidea,Scincidae,Barkudia,Barkudia_insularis,3.4,NA,NA,3.4,3.4,3.4,115,NA,143,129,129,143
Reptilia,Squamata,Scincoidea,Scincidae,Barkudia,Barkudia_melanosticta,7.8,NA,NA,7.8,7.8,7.8,165,NA,164.9,164.95,164.95,165
Reptilia,Squamata,Scincoidea,Scincidae,Bassiana,Bassiana_duperreyi,10.5,NA,4.365,7.4325,7.4325,10.5,80,62.41,80,74.13666667,80,80
Reptilia,Squamata,Scincoidea,Scincidae,Bassiana,Bassiana_platynota,10.5,NA,NA,10.5,10.5,10.5,80,NA,80,80,80,80
Reptilia,Squamata,Scincoidea,Scincidae,Bassiana,Bassiana_trilineata,7.5,NA,NA,7.5,7.5,7.5,72,NA,72,72,72,72
Reptilia,Squamata,Scincoidea,Scincidae,Bellatorias,Bellatorias_frerei,236.3,NA,NA,236.3,236.3,236.3,210,NA,210,210,210,210
Reptilia,Squamata,Scincoidea,Scincidae,Bellatorias,Bellatorias_major,1758.5,585.9,700.7,1015.033333,700.7,1758.5,391,274.4,391,352.1333333,391,391
Reptilia,Squamata,Scincoidea,Scincidae,Bellatorias,Bellatorias_obiri,229.1,NA,NA,229.1,229.1,229.1,208,NA,208,208,208,208
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_apus,4.6,3.2,NA,3.9,3.9,4.6,131,NA,131,131,131,131
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_bicolandia,2.1,NA,NA,2.1,2.1,2.1,67.4,NA,67.4,67.4,67.4,67.4
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_bicolor,88.6,NA,NA,88.6,88.6,88.6,155,NA,155,155,155,155
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_boholensis,18.6,NA,NA,18.6,18.6,18.6,95.5,NA,95.5,95.5,95.5,95.5
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_bonitae,4.7,NA,NA,4.7,4.7,4.7,94,NA,94,94,94,94
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_boulengeri,26.6,11.8,NA,19.2,19.2,26.6,106.8,NA,106.8,106.8,106.8,106.8
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_brevidactylus,1.5,NA,NA,1.5,1.5,1.5,60,NA,60,60,60,60
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_cebuensis,2.6,NA,NA,2.6,2.6,2.6,74.4,NA,74.4,74.4,74.4,74.4
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_cobos,1.8,NA,NA,1.8,1.8,1.8,64.4,NA,64.4,64.4,64.4,64.4
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_elerae,2.4,NA,NA,2.4,2.4,2.4,71.9,NA,71.9,71.9,71.9,71.9
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_gracilis,31.9,NA,NA,31.9,31.9,31.9,113,NA,113,113,113,113
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_hilong,11.1,NA,NA,11.1,11.1,11.1,81.5,NA,81.5,81.5,81.5,81.5
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_kadwa,57.7,NA,NA,57.7,57.7,57.7,135.7,NA,135.7,135.7,135.7,135.7
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_libayani,2,NA,NA,2,2,2,66.1,NA,66.1,66.1,66.1,66.1
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_lukbani,1.9,NA,NA,1.9,1.9,1.9,88.7,NA,88.7,88.7,88.7,88.7
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_makusog,42.6,NA,NA,42.6,42.6,42.6,123.5,NA,123.5,123.5,123.5,123.5
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_mindorensis,26.6,NA,NA,26.6,26.6,26.6,106.8,NA,106.8,106.8,106.8,106.8
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_minimus,0.9,0.9,NA,0.9,0.9,0.9,64.3,NA,64.3,64.3,64.3,64.3
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_miriamae,3.3,NA,NA,3.3,3.3,3.3,114,NA,114,114,114,114
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_muntingkamay,3.3,NA,NA,3.3,3.3,3.3,81.3,NA,81.3,81.3,81.3,81.3
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_orientalis,34,NA,NA,34,34,34,115.2,NA,115.2,115.2,115.2,115.2
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_paeforum,2,NA,NA,2,2,2,66.1,NA,66.1,66.1,66.1,66.1
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_pathfinderi,2.1,NA,NA,2.1,2.1,2.1,68.3,NA,68.3,68.3,68.3,68.3
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_samad,9.2,NA,NA,9.2,9.2,9.2,76.9,NA,76.9,76.9,76.9,76.9
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_samarensis,2,1.8,NA,1.9,1.9,2,66.1,NA,66.1,66.1,66.1,66.1
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_schadenbergi,37.8,NA,NA,37.8,37.8,37.8,119,NA,119,119,119,119
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_suluensis,7.4,NA,NA,7.4,7.4,7.4,71.9,NA,71.9,71.9,71.9,71.9
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_talinis,79.7,33.6,NA,56.65,56.65,79.7,150,NA,150,150,150,150
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_taylori,25.2,NA,NA,25.2,25.2,25.2,105,NA,105,105,105,105
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_tiboliorum,8.7,NA,NA,8.7,8.7,8.7,75.5,NA,75.5,75.5,75.5,75.5
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_tridactylus,3.5,NA,NA,3.5,3.5,3.5,84,NA,84,84,84,84
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_tungaoi,26.1,NA,NA,26.1,26.1,26.1,106.2,NA,106.2,106.2,106.2,106.2
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_vermis,1.7,NA,NA,1.7,1.7,1.7,86,NA,86,86,86,86
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_vindumi,32.5,NA,NA,32.5,32.5,32.5,113.6,NA,113.6,113.6,113.6,113.6
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_vulcani,10.5,NA,NA,10.5,10.5,10.5,80.1,NA,80.1,80.1,80.1,80.1
Reptilia,Squamata,Scincoidea,Scincidae,Brachymeles,Brachymeles_wrighti,10.4,NA,NA,10.4,10.4,10.4,130,NA,130,130,130,130
Reptilia,Squamata,Scincoidea,Scincidae,Brasiliscincus,Brasiliscincus_agilis,18.9,7,6.465,10.78833333,7,18.9,96,68.45,96,86.81666667,96,96
Reptilia,Squamata,Scincoidea,Scincidae,Brasiliscincus,Brasiliscincus_caissara,15.3,6.3,NA,10.8,10.8,15.3,90,NA,90,90,90,90
Reptilia,Squamata,Scincoidea,Scincidae,Brasiliscincus,Brasiliscincus_heathi,16.4,5.9,8.735,10.345,8.735,16.4,92,73.76,92,85.92,92,92
Reptilia,Squamata,Scincoidea,Scincidae,Caledoniscincus,Caledoniscincus_aquilonius,2.2,NA,NA,2.2,2.2,2.2,49,NA,49,49,49,49
Reptilia,Squamata,Scincoidea,Scincidae,Caledoniscincus,Caledoniscincus_atropunctatus,3.1,NA,NA,3.1,3.1,3.1,55,NA,55,55,55,55
Reptilia,Squamata,Scincoidea,Scincidae,Caledoniscincus,Caledoniscincus_auratus,2.4,NA,NA,2.4,2.4,2.4,51,NA,51,51,51,51
Reptilia,Squamata,Scincoidea,Scincidae,Caledoniscincus,Caledoniscincus_austrocaledonicus,3.5,1.8,2,2.433333333,2,3.5,57,57,57,57,57,57
Reptilia,Squamata,Scincoidea,Scincidae,Caledoniscincus,Caledoniscincus_chazeaui,1.4,NA,NA,1.4,1.4,1.4,43,NA,43,43,43,43
Reptilia,Squamata,Scincoidea,Scincidae,Caledoniscincus,Caledoniscincus_constellatus,3.5,NA,NA,3.5,3.5,3.5,57,NA,57,57,57,57
Reptilia,Squamata,Scincoidea,Scincidae,Caledoniscincus,Caledoniscincus_cryptos,1.6,NA,NA,1.6,1.6,1.6,45,NA,45,45,45,45
Reptilia,Squamata,Scincoidea,Scincidae,Caledoniscincus,Caledoniscincus_festivus,7.5,NA,NA,7.5,7.5,7.5,72,NA,72,72,72,72
Reptilia,Squamata,Scincoidea,Scincidae,Caledoniscincus,Caledoniscincus_haplorhinus,3.1,NA,NA,3.1,3.1,3.1,55,NA,55,55,55,55
Reptilia,Squamata,Scincoidea,Scincidae,Caledoniscincus,Caledoniscincus_notialis,3.5,NA,NA,3.5,3.5,3.5,57,NA,57,57,57,57
Reptilia,Squamata,Scincoidea,Scincidae,Caledoniscincus,Caledoniscincus_orestes,5.4,NA,NA,5.4,5.4,5.4,65,NA,65,65,65,65
Reptilia,Squamata,Scincoidea,Scincidae,Caledoniscincus,Caledoniscincus_pelletieri,3.8,NA,NA,3.8,3.8,3.8,58.5,NA,58.5,58.5,58.5,58.5
Reptilia,Squamata,Scincoidea,Scincidae,Caledoniscincus,Caledoniscincus_renevieri,2.4,NA,NA,2.4,2.4,2.4,51,NA,51,51,51,51
Reptilia,Squamata,Scincoidea,Scincidae,Caledoniscincus,Caledoniscincus_terma,2.3,NA,NA,2.3,2.3,2.3,50,NA,50,50,50,50
Reptilia,Squamata,Scincoidea,Scincidae,Calyptotis,Calyptotis_lepidorostrum,3.1,2.1,NA,2.6,2.6,3.1,55,NA,55,55,55,55
Reptilia,Squamata,Scincoidea,Scincidae,Calyptotis,Calyptotis_ruficauda,3.1,2.1,NA,2.6,2.6,3.1,55,NA,55,55,55,55
Reptilia,Squamata,Scincoidea,Scincidae,Calyptotis,Calyptotis_scutirostrum,3.9,2,NA,2.95,2.95,3.9,59,NA,59,59,59,59
Reptilia,Squamata,Scincoidea,Scincidae,Calyptotis,Calyptotis_temporalis,1.5,NA,NA,1.5,1.5,1.5,44,NA,44,44,44,44
Reptilia,Squamata,Scincoidea,Scincidae,Calyptotis,Calyptotis_thorntonensis,0.7,NA,NA,0.7,0.7,0.7,35,NA,35,35,35,35
Reptilia,Squamata,Scincoidea,Scincidae,Capitellum,Capitellum_mariagalantae,9.8,NA,NA,9.8,9.8,9.8,78.3,NA,78.3,78.3,78.3,78.3
Reptilia,Squamata,Scincoidea,Scincidae,Capitellum,Capitellum_metallicum,8.1,NA,NA,8.1,8.1,8.1,74,NA,74,74,74,74
Reptilia,Squamata,Scincoidea,Scincidae,Capitellum,Capitellum_parvicruzae,6.2,NA,NA,6.2,6.2,6.2,68.1,NA,68.1,68.1,68.1,68.1
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_aenigma,3.6,NA,NA,3.6,3.6,3.6,57.5,NA,57.5,57.5,57.5,57.5
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_ailanpalai,4,2.7,NA,3.35,3.35,4,66,NA,67,66.5,66.5,67
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_amax,1.2,0.9,NA,1.05,1.05,1.2,41,NA,41,41,41,41
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_aramia,3.7,NA,NA,3.7,3.7,3.7,58,NA,58,58,58,58
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_babarensis,2.5,NA,NA,2.5,2.5,2.5,51.5,NA,51.5,51.5,51.5,51.5
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_beccarii,10.3,NA,NA,10.3,10.3,10.3,79.7,NA,79.7,79.7,79.7,79.7
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_bicarinata,2,1.2,NA,1.6,1.6,2,48.2,NA,48.2,48.2,48.2,48.2
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_bomberai,2.9,NA,NA,2.9,2.9,2.9,53.9,NA,53.9,53.9,53.9,53.9
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_caesius,5.2,NA,NA,5.2,5.2,5.2,64.5,NA,64.5,64.5,64.5,64.5
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_decora,2.2,NA,NA,2.2,2.2,2.2,49,NA,49,49,49,49
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_diguliensis,3,NA,NA,3,3,3,54.4,NA,54.4,54.4,54.4,54.4
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_dogare,2.3,NA,NA,2.3,2.3,2.3,50,NA,50,50,50,50
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_eothen,6.4,3,NA,4.7,4.7,6.4,68.6,NA,68.6,68.6,68.6,68.6
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_fusca,5.9,2.2,3.5,3.866666667,3.5,5.9,67,50.75,67,61.58333333,67,67
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_gracilis,1.2,0.8,NA,1,1,1.2,41,NA,41,41,41,41
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_inconnexa,2.7,NA,1.9,2.3,2.3,2.7,52.4,44.45,52.4,49.75,52.4,52.4
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_jarnoldae,2.2,1.4,1.7,1.766666667,1.7,2.2,49,42.74,49,46.91333333,49,49
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_johnstonei,1.4,0.8,NA,1.1,1.1,1.4,43,NA,43.5,43.25,43.25,43.5
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_leucotaenia,2.8,NA,NA,2.8,2.8,2.8,53.3,NA,53.3,53.3,53.3,53.3
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_longipes,7.8,3.8,4.85,5.483333333,4.85,7.8,73,62.24,73,69.41333333,73,73
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_luctuosa,9.5,NA,NA,9.5,9.5,9.5,77.7,NA,77.7,77.7,77.7,77.7
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_munda,1.5,1,NA,1.25,1.25,1.5,44,NA,44,44,44,44
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_mysi,4.7,NA,NA,4.7,4.7,4.7,62.3,NA,62.3,62.3,62.3,62.3
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_nigrauris,3.8,NA,NA,3.8,3.8,3.8,58.3,NA,58.3,58.3,58.3,58.3
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_pectoralis,5.1,1.5,1.9,2.833333333,1.9,5.1,64,44.45,64,57.48333333,64,64
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_peronii,1.4,NA,NA,1.4,1.4,1.4,43,NA,43,43,43,43
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_pulla,5.3,NA,NA,5.3,5.3,5.3,64.6,NA,64.6,64.6,64.6,64.6
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_quinquecarinata,5,NA,NA,5,5,5,63.6,NA,63.6,63.6,63.6,63.6
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_rhomboidalis,4.4,2.2,2.39,2.996666667,2.39,4.4,61,49.37,61,57.12333333,61,61
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_rimula,1,NA,NA,1,1,1,39,NA,NA,39,39,39
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_rostralis,6.8,3.3,4.805,4.968333333,4.805,6.8,70,59.885,70,66.62833333,70,70
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_rubigo,1.5,NA,NA,1.5,1.5,1.5,44.2,NA,44.2,44.2,44.2,44.2
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_rubrigularis,4.4,2.8,3.185,3.461666667,3.185,4.4,61,52.67,61,58.22333333,61,61
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_rufilatus,1.3,NA,NA,1.3,1.3,1.3,42,NA,42,42,42,42
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_schmeltzii,6.5,NA,NA,6.5,6.5,6.5,69,NA,69,69,69,69
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_sexdentata,5,NA,NA,5,5,5,63.5,NA,63.5,63.5,63.5,63.5
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_spinauris,1.2,NA,NA,1.2,1.2,1.2,41.3,NA,41.3,41.3,41.3,41.3
Reptilia,Squamata,Scincoidea,Scincidae,Carlia,Carlia_storri,1.8,1.4,1.7,1.633333333,1.7,1.8,46,43.1,46,45.03333333,46,46
