Class,Order,Taxon,Family,Genus,Scientific_name,Body_mass_g_1,Body_mass_g_2,Body_mass_g_3,Body_mass_g_mean,Body_mass_g_median,Body_mass_g_max,SVL_mm_1,SVL_mm_3,SVL_mm_4,SVL_mm_mean,SVL_mm_median,SVL_mm_max
Reptilia,Rhynchocephalia,NA,Sphenodontidae,Sphenodon,Sphenodon_punctatus,1020,NA,430,725,725,1020,285,NA,NA,285,285,285
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_anzuetoi,44.5,NA,NA,44.5,44.5,44.5,135,NA,135,135,135,135
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_aurita,34.1,22.5,NA,28.3,28.3,34.1,125,NA,125,125,125,125
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_bogerti,9.6,NA,NA,9.6,9.6,9.6,87,NA,94,90.5,90.5,94
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_campbelli,36,NA,NA,36,36,36,127,NA,127,127,127,127
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_chiszari,5.8,14.1,NA,9.95,9.95,14.1,75,NA,105,90,90,105
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_deppii,25.5,3.1,NA,14.3,14.3,25.5,115,NA,121,118,118,121
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_fimbriata,39,16.5,NA,27.75,27.75,39,130,NA,130,130,130,130
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_frosti,21.8,NA,NA,21.8,21.8,21.8,110,NA,110,110,110,110
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_fuscolabialis,27.9,NA,NA,27.9,27.9,27.9,118,NA,118,118,118,118
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_gaiophantasma,21.8,NA,NA,21.8,21.8,21.8,110,NA,110,110,110,110
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_graminea,19.2,18.5,NA,18.85,18.85,19.2,106,NA,110.7,108.35,108.35,110.7
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_leurolepis,18.6,NA,NA,18.6,18.6,18.6,105,NA,105,105,105,105
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_lythrochila,29.5,NA,NA,29.5,29.5,29.5,120,NA,120,120,120,120
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_martindelcampoi,25.5,NA,NA,25.5,25.5,25.5,115,NA,115,115,115,115
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_matudai,21.8,NA,NA,21.8,21.8,21.8,110,NA,110,110,110,110
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_meledona,29.5,20.2,NA,24.85,24.85,29.5,120,NA,120,120,120,120
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_mitchelli,18.6,NA,NA,18.6,18.6,18.6,105,NA,105,105,105,105
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_mixteca,61.3,NA,NA,61.3,61.3,61.3,148,NA,148,148,148,148
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_montecristoi,12.2,NA,NA,12.2,12.2,12.2,93,NA,93,93,93,93
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_oaxacae,27.1,NA,NA,27.1,27.1,27.1,117,NA,117,117,117,117
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_ochoterenai,24.3,21,NA,22.65,22.65,24.3,113.5,NA,113.5,113.5,113.5,113.5
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_ornelasi,14.1,NA,NA,14.1,14.1,14.1,97,NA,97,97,97,97
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_ramirezi,12.2,NA,NA,12.2,12.2,12.2,93,NA,93,93,93,93
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_reidi,15.7,NA,NA,15.7,15.7,15.7,100,NA,100,100,100,100
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_salvadorensis,12.6,NA,NA,12.6,12.6,12.6,94,NA,94,94,94,94
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_smithi,21.8,NA,NA,21.8,21.8,21.8,110,NA,110,110,110,110
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_taeniata,48.1,12.9,NA,30.5,30.5,48.1,138,NA,138,138,138,138
Reptilia,Squamata,Anguimorpha,Anguidae,Abronia,Abronia_vasconcelosii,29.5,NA,NA,29.5,29.5,29.5,120,NA,120,120,120,120
Reptilia,Squamata,Anguimorpha,Anguidae,Anguis,Anguis_cephallonica,75.9,NA,11.655,43.7775,43.7775,75.9,286,179.555,286,250.5183333,286,286
Reptilia,Squamata,Anguimorpha,Anguidae,Anguis,Anguis_colchica,79,24.2,11.655,38.285,24.2,79,290,179.555,290,253.185,290,290
Reptilia,Squamata,Anguimorpha,Anguidae,Anguis,Anguis_fragilis,79.8,18.8,11.655,36.75166667,18.8,79.8,291,179.555,291,253.8516667,291,291
Reptilia,Squamata,Anguimorpha,Anguidae,Anguis,Anguis_graeca,36.5,NA,NA,36.5,36.5,36.5,222,NA,222,222,222,222
Reptilia,Squamata,Anguimorpha,Anguidae,Anguis,Anguis_incomptus,40.9,NA,NA,40.9,40.9,40.9,231,NA,NA,231,231,231
Reptilia,Squamata,Anguimorpha,Anguidae,Anguis,Anguis_veronensis,41.9,13.4,NA,27.65,27.65,41.9,233,NA,233,233,233,233
Reptilia,Squamata,Anguimorpha,Anguidae,Barisia,Barisia_ciliaris,77,18.5,NA,47.75,47.75,77,158,NA,158,158,158,158
Reptilia,Squamata,Anguimorpha,Anguidae,Barisia,Barisia_herrerae,34.1,22.2,19.58,25.29333333,22.2,34.1,125,111.87,125,120.6233333,125,125
Reptilia,Squamata,Anguimorpha,Anguidae,Barisia,Barisia_imbricata,77.4,21.8,25.635,41.61166667,25.635,77.4,158.3,110.715,158.3,142.4383333,158.3,158.3
Reptilia,Squamata,Anguimorpha,Anguidae,Barisia,Barisia_levicollis,75.3,NA,NA,75.3,75.3,75.3,157,NA,157,157,157,157
Reptilia,Squamata,Anguimorpha,Anguidae,Barisia,Barisia_rudicollis,36,20.5,NA,28.25,28.25,36,127,NA,127,127,127,127
Reptilia,Squamata,Anguimorpha,Anguidae,Coloptychon,Coloptychon_rhombifer,29.5,NA,NA,29.5,29.5,29.5,120,NA,165,142.5,142.5,165
Reptilia,Squamata,Anguimorpha,Anguidae,Dopasia,Dopasia_buettikoferi,6.9,NA,NA,6.9,6.9,6.9,125,NA,125,125,125,125
Reptilia,Squamata,Anguimorpha,Anguidae,Dopasia,Dopasia_gracilis,136,NA,11.18,73.59,73.59,136,350,192.7,350,297.5666667,350,350
Reptilia,Squamata,Anguimorpha,Anguidae,Dopasia,Dopasia_hainanensis,75.1,NA,NA,75.1,75.1,75.1,285,NA,285,285,285,285
Reptilia,Squamata,Anguimorpha,Anguidae,Dopasia,Dopasia_harti,75.9,32.3,NA,54.1,54.1,75.9,286,NA,286,286,286,286
Reptilia,Squamata,Anguimorpha,Anguidae,Dopasia,Dopasia_ludovici,25.1,NA,NA,25.1,25.1,25.1,195,NA,195,195,195,195
Reptilia,Squamata,Anguimorpha,Anguidae,Dopasia,Dopasia_sokolovi,18.6,NA,NA,18.6,18.6,18.6,176,NA,176,176,176,176
Reptilia,Squamata,Anguimorpha,Anguidae,Dopasia,Dopasia_wegneri,18.3,NA,NA,18.3,18.3,18.3,175,NA,175,175,175,175
Reptilia,Squamata,Anguimorpha,Anguidae,Elgaria,Elgaria_cedrosensis,13.6,NA,NA,13.6,13.6,13.6,96,NA,96,96,96,96
Reptilia,Squamata,Anguimorpha,Anguidae,Elgaria,Elgaria_coerulea,45.7,11.7,25.1,27.5,25.1,45.7,136,95.28,136,122.4266667,136,136
Reptilia,Squamata,Anguimorpha,Anguidae,Elgaria,Elgaria_kingii,50.5,21.1,10,27.2,21.1,50.5,140,93,140,124.3333333,140,140
Reptilia,Squamata,Anguimorpha,Anguidae,Elgaria,Elgaria_multicarinata,116.5,29.3,31.5,59.1,31.5,116.5,178,110.93,178,155.6433333,178,178
Reptilia,Squamata,Anguimorpha,Anguidae,Elgaria,Elgaria_panamintina,67.3,NA,NA,67.3,67.3,67.3,152,NA,152,152,152,152
Reptilia,Squamata,Anguimorpha,Anguidae,Elgaria,Elgaria_paucicarinata,29.5,11.3,NA,20.4,20.4,29.5,120,NA,120,120,120,120
Reptilia,Squamata,Anguimorpha,Anguidae,Elgaria,Elgaria_velazquezi,35,NA,NA,35,35,35,126,NA,126,126,126,126
Reptilia,Squamata,Anguimorpha,Anguidae,Gerrhonotus,Gerrhonotus_farri,21.1,NA,NA,21.1,21.1,21.1,109,NA,109,109,109,109
Reptilia,Squamata,Anguimorpha,Anguidae,Gerrhonotus,Gerrhonotus_infernalis,187.3,36.6,36,86.63333333,36.6,187.3,204,164.7,204,190.9,204,204
Reptilia,Squamata,Anguimorpha,Anguidae,Gerrhonotus,Gerrhonotus_liocephalus,184.1,NA,NA,184.1,184.1,184.1,203,NA,203,203,203,203
Reptilia,Squamata,Anguimorpha,Anguidae,Gerrhonotus,Gerrhonotus_lugoi,12.6,NA,NA,12.6,12.6,12.6,94,NA,103.4,98.7,98.7,103.4
Reptilia,Squamata,Anguimorpha,Anguidae,Gerrhonotus,Gerrhonotus_ophiurus,174.8,NA,NA,174.8,174.8,174.8,200,NA,200,200,200,200
Reptilia,Squamata,Anguimorpha,Anguidae,Gerrhonotus,Gerrhonotus_parvus,8.7,5.8,NA,7.25,7.25,8.7,84.5,NA,84.5,84.5,84.5,84.5
Reptilia,Squamata,Anguimorpha,Anguidae,Mesaspis,Mesaspis_antauges,9,NA,NA,9,9,9,85.2,NA,85.2,85.2,85.2,85.2
Reptilia,Squamata,Anguimorpha,Anguidae,Mesaspis,Mesaspis_gadovii,19.8,8.4,12.73,13.64333333,12.73,19.8,107,85.12,107,99.70666667,107,107
Reptilia,Squamata,Anguimorpha,Anguidae,Mesaspis,Mesaspis_juarezi,6.3,4.6,9.59,6.83,6.3,9.59,77,71.14,77,75.04666667,77,77
Reptilia,Squamata,Anguimorpha,Anguidae,Mesaspis,Mesaspis_monticola,10,5.6,10.57,8.723333333,10,10.57,88,75.63,88,83.87666667,88,88
Reptilia,Squamata,Anguimorpha,Anguidae,Mesaspis,Mesaspis_moreletii,13.6,7.3,NA,10.45,10.45,13.6,96,NA,96,96,96,96
Reptilia,Squamata,Anguimorpha,Anguidae,Mesaspis,Mesaspis_viridiflava,5.8,NA,NA,5.8,5.8,5.8,75,NA,75,75,75,75
Reptilia,Squamata,Anguimorpha,Anguidae,Ophisaurus,Ophisaurus_attenuatus,146.4,42.9,23.825,71.04166667,42.9,146.4,359,230.635,359,316.2116667,359,359
Reptilia,Squamata,Anguimorpha,Anguidae,Ophisaurus,Ophisaurus_ceroni,32.3,NA,NA,32.3,32.3,32.3,213,NA,213,213,213,213
Reptilia,Squamata,Anguimorpha,Anguidae,Ophisaurus,Ophisaurus_compressus,25.1,15.8,15.23,18.71,15.8,25.1,195,220.5,195,203.5,195,220.5
Reptilia,Squamata,Anguimorpha,Anguidae,Ophisaurus,Ophisaurus_koellikeri,24.4,NA,NA,24.4,24.4,24.4,183.3,NA,NA,183.3,183.3,183.3
Reptilia,Squamata,Anguimorpha,Anguidae,Ophisaurus,Ophisaurus_mimicus,20.9,NA,NA,20.9,20.9,20.9,183,NA,183,183,183,183
Reptilia,Squamata,Anguimorpha,Anguidae,Ophisaurus,Ophisaurus_ventralis,92.2,35.7,23.715,50.53833333,35.7,92.2,306,263.25,306,291.75,306,306
Reptilia,Squamata,Anguimorpha,Anguidae,Pseudopus,Pseudopus_apodus,586.2,185.6,450,407.2666667,450,586.2,580,408.515,580,522.8383333,580,580
Reptilia,Squamata,Anguimorpha,Anniellidae,Anniella,Anniella_alexanderae,7.1,NA,4.34,5.72,5.72,7.1,158,131.85,158,149.2833333,158,158
Reptilia,Squamata,Anguimorpha,Anniellidae,Anniella,Anniella_campi,6.5,NA,NA,6.5,6.5,6.5,152,NA,152,152,152,152
Reptilia,Squamata,Anguimorpha,Anniellidae,Anniella,Anniella_geronimensis,7.8,3.4,NA,5.6,5.6,7.8,165,NA,165,165,165,165
Reptilia,Squamata,Anguimorpha,Anniellidae,Anniella,Anniella_grinnelli,6.1,NA,NA,6.1,6.1,6.1,148,NA,148,148,148,148
Reptilia,Squamata,Anguimorpha,Anniellidae,Anniella,Anniella_pulchra,9.6,5.7,4.34,6.546666667,5.7,9.6,180,131.85,180,163.95,180,180
Reptilia,Squamata,Anguimorpha,Anniellidae,Anniella,Anniella_stebbinsi,4.7,NA,NA,4.7,4.7,4.7,132,NA,132,132,132,132
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_adercus,6.2,NA,NA,6.2,6.2,6.2,76.7,NA,76.7,76.7,76.7,76.7
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_agasepsoides,2.3,NA,NA,2.3,2.3,2.3,71,NA,71,71,71,71
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_anelpistus,599.6,NA,NA,599.6,599.6,599.6,285,NA,285,285,285,285
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_badius,18,NA,NA,18,18,18,104,NA,104,104,104,104
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_barbouri,19.2,NA,NA,19.2,19.2,19.2,106,NA,106,106,106,106
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_bivittatus,22.8,NA,NA,22.8,22.8,22.8,111.4,NA,111.4,111.4,111.4,111.4
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_carraui,585.1,NA,NA,585.1,585.1,585.1,283,NA,283,283,283,283
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_costatus,36,NA,NA,36,36,36,127,NA,127,127,127,127
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_crusculus,11.7,3.6,NA,7.65,7.65,11.7,92,NA,92,92,92,92
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_curtissi,9.3,NA,NA,9.3,9.3,9.3,86,NA,89,87.5,87.5,89
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_cyanochloris,15.1,NA,NA,15.1,15.1,15.1,99,NA,99,99,99,99
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_darlingtoni,8.9,NA,NA,8.9,8.9,8.9,85,NA,85,85,85,85
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_duquesneyi,22.5,NA,NA,22.5,22.5,22.5,111,NA,111,111,111,111
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_enneagrammus,25.5,6.8,NA,16.15,16.15,25.5,115,NA,115,115,115,115
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_fowleri,18.6,NA,NA,18.6,18.6,18.6,105,NA,105,105,105,105
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_haetianus,14.6,NA,NA,14.6,14.6,14.6,98,NA,98,98,98,98
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_hewardi,121.2,NA,NA,121.2,121.2,121.2,180,NA,180,180,180,180
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_hylaius,19.8,NA,NA,19.8,19.8,19.8,107,NA,107,107,107,107
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_macrotus,2.6,NA,NA,2.6,2.6,2.6,60,NA,60,60,60,60
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_marcanoi,6.6,NA,NA,6.6,6.6,6.6,78,NA,78,78,78,78
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_microblepharis,9.6,NA,NA,9.6,9.6,9.6,87,NA,87,87,87,87
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_montanus,12.2,NA,NA,12.2,12.2,12.2,93,NA,93,93,93,93
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_occiduus,897.3,NA,NA,897.3,897.3,897.3,320,NA,340,330,330,340
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_orobius,8.2,NA,NA,8.2,8.2,8.2,83,NA,83,83,83,83
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_rozellae,17.4,NA,NA,17.4,17.4,17.4,103,NA,103,103,103,103
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_scansorius,22.5,NA,NA,22.5,22.5,22.5,111,NA,111.1,111.05,111.05,111.1
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_sepsoides,6.6,NA,NA,6.6,6.6,6.6,78,NA,78,78,78,78
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_stenurus,103.4,40.6,NA,72,72,103.4,172,NA,172,172,172,172
Reptilia,Squamata,Anguimorpha,Diploglossidae,Celestus,Celestus_warreni,599.6,NA,NA,599.6,599.6,599.6,285,NA,285,285,285,285
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_atitlanensis,29.1,NA,NA,29.1,29.1,29.1,119.5,NA,119.5,119.5,119.5,119.5
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_bilobatus,15.1,4.6,NA,9.85,9.85,15.1,99,NA,99,99,99,99
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_delasagra,30.4,NA,NA,30.4,30.4,30.4,121,NA,121,121,121,121
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_fasciatus,99.3,NA,NA,99.3,99.3,99.3,170,NA,170,170,170,170
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_garridoi,17.4,NA,NA,17.4,17.4,17.4,103,NA,103,103,103,103
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_ingridae,18.6,NA,NA,18.6,18.6,18.6,105,NA,NA,105,105,105
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_legnotus,24,NA,NA,24,24,24,113,NA,NA,113,113,113
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_lessonae,84,NA,54.3,69.15,69.15,84,162,146.5,162,156.8333333,162,162
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_microcephalus,1.7,NA,NA,1.7,1.7,1.7,53,NA,NA,53,53,53
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_microlepis,5.5,NA,NA,5.5,5.5,5.5,74,NA,74,74,74,74
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_millepunctatus,563.8,NA,NA,563.8,563.8,563.8,280,NA,280,280,280,280
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_monotropis,224.8,NA,NA,224.8,224.8,224.8,215,NA,215,215,215,215
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_montisilvestris,15.7,NA,NA,15.7,15.7,15.7,100,NA,100,100,100,100
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_montisserrati,121.2,NA,NA,121.2,121.2,121.2,180,NA,180,180,180,180
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_nigropunctatus,30.4,NA,NA,30.4,30.4,30.4,121,NA,121,121,121,121
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_owenii,3.3,NA,NA,3.3,3.3,3.3,64,NA,64,64,64,64
Reptilia,Squamata,Anguimorpha,Diploglossidae,Diploglossus,Diploglossus_pleii,80.4,NA,NA,80.4,80.4,80.4,160,NA,160,160,160,160
Reptilia,Squamata,Anguimorpha,Diploglossidae,Ophiodes,Ophiodes_fragilis,82.5,27.4,NA,54.95,54.95,82.5,300,NA,300,300,300,300
Reptilia,Squamata,Anguimorpha,Diploglossidae,Ophiodes,Ophiodes_intermedius,62.9,17.1,NA,40,40,62.9,268,NA,268,268,268,268
Reptilia,Squamata,Anguimorpha,Diploglossidae,Ophiodes,Ophiodes_striatus,103.6,23.7,28.23,51.84333333,28.23,103.6,329,194.42,329,284.14,329,329
Reptilia,Squamata,Anguimorpha,Diploglossidae,Ophiodes,Ophiodes_vertebralis,34.1,NA,NA,34.1,34.1,34.1,217,NA,217,217,217,217
Reptilia,Squamata,Anguimorpha,Diploglossidae,Ophiodes,Ophiodes_yacupoi,31.5,NA,NA,31.5,31.5,31.5,211,NA,NA,211,211,211
Reptilia,Squamata,Anguimorpha,Helodermatidae,Heloderma,Heloderma_horridum,3046.7,991.1,1244.15,1760.65,1244.15,3046.7,520,365.59,520,468.53,520,520
Reptilia,Squamata,Anguimorpha,Helodermatidae,Heloderma,Heloderma_suspectum,975.3,538.5,553.41,689.07,553.41,975.3,362,295.015,362,339.6716667,362,362
Reptilia,Squamata,Anguimorpha,Lanthanotidae,Lanthanotus,Lanthanotus_borneensis,1335,104.6,NA,719.8,719.8,1335,400,NA,220,310,310,400
Reptilia,Squamata,Anguimorpha,Shinisauridae,Shinisaurus,Shinisaurus_crocodilurus,1335,62,150,515.6666667,150,1335,400,160.5,165.4,241.9666667,165.4,400
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_acanthurus,286,51.9,60,132.6333333,60,286,250,209.625,250,236.5416667,250,250
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_albigularis,14985.5,3023.7,8000,8669.733333,8000,14985.5,850,537.465,850,745.8216667,850,850
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_auffenbergi,150.5,NA,NA,150.5,150.5,150.5,205,NA,205,205,205,205
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_bangonorum,1205.3,NA,NA,1205.3,1205.3,1205.3,390,NA,390,390,390,390
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_baritji,293.4,NA,180,236.7,236.7,293.4,252,252,252,252,252,252
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_beccarii,773.3,421.3,237.5,477.3666667,421.3,773.3,340,283.6,340,321.2,340,340
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_bengalensis,18029.1,1180.5,3750,7653.2,3750,18029.1,900,505.5,900,768.5,900,900
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_bitatawa,10702.4,NA,9000,9851.2,9851.2,10702.4,766,623,766,718.3333333,766,766
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_boehmei,462.2,NA,NA,462.2,462.2,462.2,290,274.05,290,284.6833333,290,290
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_bogerti,441.9,NA,237.5,339.7,339.7,441.9,286,288,286,286.6666667,286,288
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_brevicauda,31.2,11.1,10,17.43333333,11.1,31.2,126,98.1,NA,112.05,112.05,126
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_bushi,64.8,33,NA,48.9,48.9,64.8,158,121.1,158,145.7,158,158
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_caerulivirens,1308.2,NA,NA,1308.2,1308.2,1308.2,400,393.75,400,397.9166667,400,400
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_caudolineatus,37.1,13.6,14.29,21.66333333,14.29,37.1,133,101.21,133,122.4033333,133,133
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_cerambonensis,1405.8,NA,NA,1405.8,1405.8,1405.8,409,NA,409,409,409,409
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_cumingi,4856.5,3056.8,3127.49,3680.263333,3127.49,4856.5,600,523.69,600,574.5633333,600,600
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_dalubhasa,2780.7,NA,NA,2780.7,2780.7,2780.7,505,NA,505,505,505,505
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_doreanus,2056,NA,1287,1671.5,1671.5,2056,460,475.5,460,465.1666667,460,475.5
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_dumerilii,4000.6,2300,988,2429.533333,2300,4000.6,565.1,415.5,565.1,515.2333333,565.1,565.1
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_eremius,143.5,36.9,46,75.46666667,46,143.5,202,138.5,202,180.8333333,202,202
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_exanthematicus,9995.9,788.1,35500,15428,9995.9,35500,750,344.125,750,614.7083333,750,750
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_finschi,1016.6,NA,1287,1151.8,1151.8,1287,370,475.5,370,405.1666667,370,475.5
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_flavescens,2962.8,717.3,755.19,1478.43,755.19,2962.8,515,335.67,515,455.2233333,515,515
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_giganteus,21475.1,4072,5333.4,10293.5,5333.4,21475.1,950,617.2,950,839.0666667,950,950
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_gilleni,125.9,26.8,65,72.56666667,65,125.9,194,127.65,194,171.8833333,194,194
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_glauerti,286,97.3,39.185,140.8283333,97.3,286,250,183.725,250,227.9083333,250,250
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_glebopalma,1276.7,271.8,400,649.5,400,1276.7,397,276.5,397,356.8333333,397,397
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_gouldii,6939.9,509.2,671.92,2707.006667,671.92,6939.9,670,385.15,670,575.05,670,670
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_griseus,5542.1,887.2,821.1,2416.8,887.2,5542.1,625,402.575,625,550.8583333,625,625
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_hamersleyensis,67.5,NA,NA,67.5,67.5,67.5,160,NA,160,160,160,160
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_indicus,4352,629.2,1287,2089.4,1287,4352,580,475.5,580,545.1666667,580,580
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_jobiensis,1928.7,NA,1293.5,1611.1,1611.1,1928.7,451,448.75,451,450.25,451,451
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_juxtindicus,2762.9,NA,NA,2762.9,2762.9,2762.9,504,NA,504,504,504,504
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_keithhornei,436.9,203.4,230,290.1,230,436.9,285,267.5,285,279.1666667,285,285
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_kingorum,26.6,11.3,18.3,18.73333333,18.3,26.6,120,97.95,120,112.65,120,120
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_komodoensis,102477.7,32879.9,41070,58809.2,41070,102477.7,1540,1056.78,1570,1388.926667,1540,1570
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_kordensis,366.8,NA,237.5,302.15,302.15,366.8,270,288,270,276,270,288
